	('meanTotalCellCountBeforeTreatment 0',)	('meanTotalCellCountAfterTreatment 1',)	('meanTotalControlCellCount 2',)	('meanRelativeCellCountAfterTreatment 3',)	('meanRelativeGrowthRateAfterTreatment 4',)
('330106 3390', 'smSalt: 101', 'smName: GW843682', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	1137.0	5013.0	0.22685	-0.047108
('330107 3391', 'smSalt: 101', 'smName: HG-5-113-01', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	1318.0	5013.0	0.26289	0.0016968
('330108 3392', 'smSalt: 101', 'smName: HG-5-88-01', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	2950.0	5013.0	0.58841	0.44256
('330109 3393', 'smSalt: 103', 'smName: Imatinib', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	4460.0	5013.0	0.88973	0.85065
('330110 3394', 'smSalt: 101', 'smName: JNK-9L', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	960.0	5013.0	0.19148	-0.095013
('330111 3395', 'smSalt: 101', 'smName: JW-7-24-1', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	1172.0	5013.0	0.23377	-0.037743
('330112 3396', 'smSalt: 104', 'smName: Lapatinib', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	3377.0	5013.0	0.67364	0.558
('330113 3397', 'smSalt: 102', 'smName: LDN-193189', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	641.0	5013.0	0.12792	-0.1811
('330114 3398', 'smSalt: 101', 'smName: Linifanib', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	2666.0	5013.0	0.53176	0.36584
('330115 3399', 'smSalt: 101', 'smName: Linsitinib', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	4148.0	5013.0	0.82743	0.76628
('330116 3400', 'smSalt: 102', 'smName: Mitoxantrone', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	786.0	5013.0	0.15691	-0.14184
('330117 3401', 'smSalt: 102', 'smName: Mitoxantrone', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	560.0	5013.0	0.11176	-0.20298
('330118 3402', 'smSalt: 102', 'smName: MK2206', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	3977.0	5013.0	0.79339	0.72017
('330119 3403', 'smSalt: 101', 'smName: Neratinib', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	2940.0	5013.0	0.58655	0.44004
('330120 3404', 'smSalt: 101', 'smName: Nilotinib', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	1162.0	5013.0	0.23191	-0.040265
('330121 3405', 'smSalt: 101', 'smName: BIBF-1120', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	4297.0	5013.0	0.85715	0.80653
('330122 3406', 'smSalt: 101', 'smName: NU7441', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	2194.0	5013.0	0.43768	0.23843
('330123 3407', 'smSalt: 101', 'smName: BEZ235', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	2172.0	5013.0	0.43329	0.23249
('330124 3408', 'smSalt: 101', 'smName: NVP-TAE684', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	1051.0	5013.0	0.2097	-0.07034
('330125 3409', 'smSalt: 101', 'smName: PD0332991', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	2153.0	5013.0	0.42944	0.22726
('330126 3410', 'smSalt: 101', 'smName: PD0325901', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	1263.0	5013.0	0.25192	-0.013161
('330127 3411', 'smSalt: 101', 'smName: PD0325901', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	1212.0	5013.0	0.24188	-0.026758
('330128 3412', 'smSalt: 101', 'smName: PD173074', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	846.0	5013.0	0.16881	-0.12572
('330129 3413', 'smSalt: 101', 'smName: PD184352', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	1877.0	5013.0	0.37452	0.15288
('330130 3414', 'smSalt: 101', 'smName: Pelitinib', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	1052.0	5013.0	0.2099	-0.07007
('330131 3415', 'smSalt: 101', 'smName: PF431396', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	902.0	5013.0	0.18005	-0.1105
('330132 3416', 'smSalt: 101', 'smName: PF477736', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	1319.0	5013.0	0.26309	0.0019669
('330133 3417', 'smSalt: 101', 'smName: PF562271', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	883.0	5013.0	0.17612	-0.11581
('330134 3418', 'smSalt: 101', 'smName: PHA-665752', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	844.0	5013.0	0.16841	-0.12626
('330135 3419', 'smSalt: 101', 'smName: PHA-793887', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	742.0	5013.0	0.14813	-0.15372
('330136 3420', 'smSalt: 101', 'smName: PI103', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	1382.0	5013.0	0.27579	0.019166
('330137 3421', 'smSalt: 101', 'smName: PLX-4720', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	3679.0	5013.0	0.73388	0.63958
('330138 3422', 'smSalt: 101', 'smName: QL-X-138', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	940.0	5013.0	0.18756	-0.10033
('330139 3423', 'smSalt: 101', 'smName: QL-XII-47', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	1087.0	5013.0	0.21688	-0.060615
('330140 3424', 'smSalt: 101', 'smName: Radicicol', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	1236.0	5013.0	0.24667	-0.020274
('330141 3425', 'smSalt: 101', 'smName: Radicicol', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	1256.0	5013.0	0.25059	-0.014962
('330142 3426', 'smSalt: 101', 'smName: (R)- Roscovitine', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	2705.0	5013.0	0.53961	0.37647
('330143 3427', 'smSalt: 105', 'smName: Ruxolitinib', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	4378.0	5013.0	0.8733	0.82841
('330144 3428', 'smSalt: 101', 'smName: XL147', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	4400.0	5013.0	0.87776	0.83444
('330145 3429', 'smSalt: 101', 'smName: Saracatinib', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	2008.0	5013.0	0.40058	0.18818
('330146 3430', 'smSalt: 101', 'smName: Selumetinib', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	1752.0	5013.0	0.34945	0.11894
('330147 3431', 'smSalt: 101', 'smName: Rapamycin', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	4299.0	5013.0	0.85748	0.80698
('330148 3432', 'smSalt: 101', 'smName: Sorafenib', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	4434.0	5013.0	0.88447	0.84354
('330149 3433', 'smSalt: 101', 'smName: SU11274', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	1655.0	5013.0	0.33024	0.092914
('330150 3434', 'smSalt: 101', 'smName: TG 101348', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	642.0	5013.0	0.12805	-0.18092
('330151 3435', 'smSalt: 101', 'smName: TGX221', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	4596.0	5013.0	0.91679	0.8873
('330152 3436', 'smSalt: 101', 'smName: Torin1', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	1164.0	5013.0	0.2323	-0.039724
('330153 3437', 'smSalt: 101', 'smName: Torin2', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	780.0	5013.0	0.15571	-0.14346
('330154 3438', 'smSalt: 101', 'smName: Tozasertib', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	1419.0	5013.0	0.28303	0.028981
('330155 3439', 'smSalt: 101', 'smName: Trametinib', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	1683.0	5013.0	0.33576	0.10039
('330156 3440', 'smSalt: 101', 'smName: TWS119', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	1542.0	5013.0	0.30763	0.062298
('330157 3441', 'smSalt: 101', 'smName: PLX4032', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	2744.0	5013.0	0.54739	0.387
('330158 3442', 'smSalt: 101', 'smName: Withaferin A', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	466.0	5013.0	0.092949	-0.22846
('330159 3443', 'smSalt: 101', 'smName: Withaferin A', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	379.0	5013.0	0.075662	-0.25187
('330160 3444', 'smSalt: 101', 'smName: WYE-125132', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	1436.0	5013.0	0.28649	0.033663
('330161 3445', 'smSalt: 101', 'smName: WZ3105', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	1027.0	5013.0	0.20485	-0.076913
('330162 3446', 'smSalt: 101', 'smName: XMD11-50', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	1367.0	5013.0	0.2728	0.015114
('330163 3447', 'smSalt: 102', 'smName: Y39983', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	724.0	5013.0	0.14454	-0.15859
('330164 3448', 'smSalt: 101', 'smName: YM 201636', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	1311.0	1386.0	5013.0	0.27652	0.020156
('330165 3449', 'smSalt: 101', 'smName: ZSTK474', 'clName: MDA-MB-231', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1311.0	2522.0	5013.0	0.50317	0.32712
('330166 3450', 'smSalt: 101', 'smName: Afatinib', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	1536.0	5578.0	0.27539	-0.33181
('330167 3451', 'smSalt: 101', 'smName: Sigma A6730', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	4404.0	5578.0	0.78956	0.61321
('330168 3452', 'smSalt: 101', 'smName: Flavopiridol', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	2952.0	5578.0	0.52928	0.13482
('330169 3453', 'smSalt: 101', 'smName: AT-7519', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	5140.0	5578.0	0.92143	0.85558
('330170 3454', 'smSalt: 101', 'smName: AZD 5438', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	5060.0	5578.0	0.90715	0.82934
('330171 3455', 'smSalt: 101', 'smName: AZD-6482', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	5673.0	5578.0	1.017	1.0312
('330172 3456', 'smSalt: 101', 'smName: AZD7762', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	2030.0	5578.0	0.36389	-0.16917
('330173 3457', 'smSalt: 101', 'smName: AZD8055', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	2013.0	5578.0	0.36084	-0.17477
('330174 3458', 'smSalt: 101', 'smName: AZD8330', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	3814.0	5578.0	0.6838	0.41882
('330175 3459', 'smSalt: 101', 'smName: AZD1152-HQPA', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	2155.0	5578.0	0.38641	-0.12776
('330176 3460', 'smSalt: 101', 'smName: BI-2536', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	1493.0	5578.0	0.26769	-0.34598
('330177 3461', 'smSalt: 102', 'smName: BMS345541', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	5441.0	5578.0	0.97544	0.95486
('330178 3462', 'smSalt: 101', 'smName: BMS-387032', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	4001.0	5578.0	0.71732	0.48043
('330179 3463', 'smSalt: 101', 'smName: GDC-0980', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	3273.0	5578.0	0.5867	0.24036
('330180 3464', 'smSalt: 101', 'smName: NVP-AEW541', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	5921.0	5578.0	1.0615	1.113
('330181 3465', 'smSalt: 101', 'smName: SB590885', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	6271.0	5578.0	1.1242	1.2283
('330182 3466', 'smSalt: 101', 'smName: PIK-93', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	6046.0	5578.0	1.0839	1.1542
('330183 3467', 'smSalt: 101', 'smName: KIN001-043', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	5261.0	5578.0	0.94306	0.89534
('330184 3468', 'smSalt: 101', 'smName: BYL719', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	5299.0	5578.0	0.94999	0.90808
('330185 3469', 'smSalt: 101', 'smName: NVP-AUY922', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	2141.0	5578.0	0.38378	-0.1326
('330186 3470', 'smSalt: 101', 'smName: A443654', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	1613.0	5578.0	0.2892	-0.30645
('330187 3471', 'smSalt: 102', 'smName: OSI-027', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	4867.0	5578.0	0.87249	0.76564
('330188 3472', 'smSalt: 101', 'smName: XMD11-85h', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	4045.0	5578.0	0.72508	0.49471
('330189 3473', 'smSalt: 101', 'smName: HG-6-64-01', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	6137.0	5578.0	1.1002	1.1842
('330190 3474', 'smSalt: 101', 'smName: WH-4-025', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	6253.0	5578.0	1.1209	1.2222
('330191 3475', 'smSalt: 101', 'smName: WZ-4-145', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	3377.0	5578.0	0.6054	0.27473
('330192 3476', 'smSalt: 101', 'smName: XMD16-144', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	4035.0	5578.0	0.72335	0.49152
('330193 3477', 'smSalt: 101', 'smName: Brivanib', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	4882.0	5578.0	0.87524	0.77069
('330194 3478', 'smSalt: 101', 'smName: NVP-BKM120', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	5577.0	5578.0	0.9997	0.99945
('330195 3479', 'smSalt: 101', 'smName: BX-912', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	4938.0	5578.0	0.88522	0.78903
('330196 3480', 'smSalt: 102', 'smName: Canertinib', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	2669.0	5578.0	0.47855	0.041581
('330197 3481', 'smSalt: 101', 'smName: Celastrol', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	5304.0	5578.0	0.95082	0.90962
('330198 3482', 'smSalt: 101', 'smName: CGP60474', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	5802.0	5578.0	1.0402	1.0738
('330199 3483', 'smSalt: 101', 'smName: CGP60474', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	1422.0	5578.0	0.2549	-0.36948
('330200 3484', 'smSalt: 101', 'smName: CHIR-99021', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	4451.0	5578.0	0.79792	0.62858
('330201 3485', 'smSalt: 101', 'smName: CP724714', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	3620.0	5578.0	0.64896	0.35479
('330202 3486', 'smSalt: 101', 'smName: CP466722', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	6180.0	5578.0	1.1078	1.1981
('330203 3487', 'smSalt: 101', 'smName: Crizotinib', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	4361.0	5578.0	0.78179	0.59893
('330204 3488', 'smSalt: 101', 'smName: CYT387', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	5302.0	5578.0	0.95053	0.90907
('330205 3489', 'smSalt: 101', 'smName: Dasatinib', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	5795.0	5578.0	1.0388	1.0713
('330206 3490', 'smSalt: 101', 'smName: Dasatinib', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	5438.0	5578.0	0.97478	0.95366
('330207 3491', 'smSalt: 101', 'smName: Dovitinib', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	4706.0	5578.0	0.84369	0.71271
('330208 3492', 'smSalt: 101', 'smName: Enzastaurin', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	6067.0	5578.0	1.0875	1.1609
('330209 3493', 'smSalt: 101', 'smName: Erlotinib', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	4825.0	5578.0	0.86496	0.7518
('330210 3494', 'smSalt: 101', 'smName: Foretinib', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	5875.0	5578.0	1.0531	1.0976
('330211 3495', 'smSalt: 101', 'smName: R406', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	5331.0	5578.0	0.95566	0.91851
('330212 3496', 'smSalt: 101', 'smName: GDC-0941', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	3368.0	5578.0	0.60385	0.27188
('330213 3497', 'smSalt: 101', 'smName: Gefitinib', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	5005.0	5578.0	0.89717	0.811
('330214 3498', 'smSalt: 101', 'smName: Geldanamycin', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	2298.0	5578.0	0.41193	-0.08087
('330215 3499', 'smSalt: 101', 'smName: Geldanamycin', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	2263.0	5578.0	0.40565	-0.092402
('330216 3500', 'smSalt: 101', 'smName: GSK1059615', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	5906.0	5578.0	1.0588	1.1081
('330217 3501', 'smSalt: 101', 'smName: GSK1059615', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	5115.0	5578.0	0.91689	0.84724
('330218 3502', 'smSalt: 101', 'smName: GSK1904529A', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	4735.0	5578.0	0.84889	0.72226
('330219 3503', 'smSalt: 101', 'smName: GSK2126458', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	1901.0	5578.0	0.34082	-0.21156
('330220 3504', 'smSalt: 101', 'smName: GSK 690693', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	4310.0	5578.0	0.77271	0.58224
('330221 3505', 'smSalt: 101', 'smName: GW843682', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	5028.0	5578.0	0.90135	0.81868
('330222 3506', 'smSalt: 101', 'smName: HG-5-113-01', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	5446.0	5578.0	0.97622	0.95629
('330223 3507', 'smSalt: 101', 'smName: HG-5-88-01', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	3697.0	5578.0	0.66282	0.38027
('330224 3508', 'smSalt: 103', 'smName: Imatinib', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	5620.0	5578.0	1.0075	1.0138
('330225 3509', 'smSalt: 101', 'smName: JNK-9L', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	4474.0	5578.0	0.8021	0.63627
('330226 3510', 'smSalt: 101', 'smName: JW-7-24-1', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	4184.0	5578.0	0.75012	0.54072
('330227 3511', 'smSalt: 104', 'smName: Lapatinib', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	2334.0	5578.0	0.41844	-0.0689
('330228 3512', 'smSalt: 102', 'smName: LDN-193189', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	5730.0	5578.0	1.0272	1.05
('330229 3513', 'smSalt: 101', 'smName: Linifanib', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	5610.0	5578.0	1.0057	1.0105
('330230 3514', 'smSalt: 101', 'smName: Linsitinib', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	4345.0	5578.0	0.77886	0.59355
('330231 3515', 'smSalt: 102', 'smName: Mitoxantrone', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	2003.0	5578.0	0.35905	-0.17806
('330232 3516', 'smSalt: 102', 'smName: Mitoxantrone', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	1620.0	5578.0	0.29045	-0.30414
('330233 3517', 'smSalt: 102', 'smName: MK2206', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	4652.0	5578.0	0.83389	0.69469
('330234 3518', 'smSalt: 101', 'smName: Neratinib', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	1625.0	5578.0	0.29135	-0.30249
('330235 3519', 'smSalt: 101', 'smName: Nilotinib', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	6242.0	5578.0	1.119	1.2188
('330236 3520', 'smSalt: 101', 'smName: BIBF-1120', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	5779.0	5578.0	1.0359	1.066
('330237 3521', 'smSalt: 101', 'smName: NU7441', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	5767.0	5578.0	1.0338	1.062
('330238 3522', 'smSalt: 101', 'smName: BEZ235', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	2543.0	2638.0	5578.0	0.47293	0.031258
('330239 3523', 'smSalt: 101', 'smName: NVP-TAE684', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	5710.0	5578.0	1.0237	1.0435
('330240 3524', 'smSalt: 101', 'smName: PD0332991', 'clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	2543.0	4893.0	5578.0	0.87709	0.7741
