	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCountAfterTreatment 3',)	('relativeGrowthRateAfterTreatment 4',)
('PD173074 11961', 'smCenterCompoundID: 10026', 'smSalt: 101', 'smLincsID: LSM-1026', 'smName: PD173074', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: I08')	1476.0	4212.0	3694.0	1.1402	1.2336
('PD173074 11962', 'smCenterCompoundID: 10026', 'smSalt: 101', 'smLincsID: LSM-1026', 'smName: PD173074', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: I08')	1476.0	4284.0	3694.0	1.1597	1.2661
('PD173074 11963', 'smCenterCompoundID: 10026', 'smSalt: 101', 'smLincsID: LSM-1026', 'smName: PD173074', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: I08')	1476.0	4164.0	3694.0	1.1272	1.2119
('PD184352 11964', 'smCenterCompoundID: 10048', 'smSalt: 101', 'smLincsID: LSM-1048', 'smName: PD184352', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: L08')	1476.0	3481.0	3694.0	0.94233	0.90392
('PD184352 11965', 'smCenterCompoundID: 10048', 'smSalt: 101', 'smLincsID: LSM-1048', 'smName: PD184352', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: L08')	1476.0	3615.0	3694.0	0.9786	0.96435
('PD184352 11966', 'smCenterCompoundID: 10048', 'smSalt: 101', 'smLincsID: LSM-1048', 'smName: PD184352', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: L08')	1476.0	3696.0	3694.0	1.0005	1.0009
('Pelitinib 11967', 'smCenterCompoundID: 10159', 'smSalt: 101', 'smLincsID: LSM-1160', 'smName: Pelitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I14')	1476.0	1509.0	3694.0	0.40849	0.014559
('Pelitinib 11968', 'smCenterCompoundID: 10159', 'smSalt: 101', 'smLincsID: LSM-1160', 'smName: Pelitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I14')	1476.0	1659.0	3694.0	0.4491	0.082207
('Pelitinib 11969', 'smCenterCompoundID: 10159', 'smSalt: 101', 'smLincsID: LSM-1160', 'smName: Pelitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I14')	1476.0	1734.0	3694.0	0.4694	0.11603
('PF431396 11970', 'smCenterCompoundID: 10116', 'smSalt: 101', 'smLincsID: LSM-1116', 'smName: PF431396', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: E08')	1476.0	1467.0	3694.0	0.39712	-0.0043831
('PF431396 11971', 'smCenterCompoundID: 10116', 'smSalt: 101', 'smLincsID: LSM-1116', 'smName: PF431396', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: E08')	1476.0	1414.0	3694.0	0.38278	-0.028286
('PF431396 11972', 'smCenterCompoundID: 10116', 'smSalt: 101', 'smLincsID: LSM-1116', 'smName: PF431396', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: E08')	1476.0	1419.0	3694.0	0.38413	-0.026031
('PF477736 11973', 'smCenterCompoundID: 10112', 'smSalt: 101', 'smLincsID: LSM-1112', 'smName: PF477736', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: J20')	1476.0	1418.0	3694.0	0.38386	-0.026482
('PF477736 11974', 'smCenterCompoundID: 10112', 'smSalt: 101', 'smLincsID: LSM-1112', 'smName: PF477736', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: J20')	1476.0	1266.0	3694.0	0.34271	-0.095033
('PF477736 11975', 'smCenterCompoundID: 10112', 'smSalt: 101', 'smLincsID: LSM-1112', 'smName: PF477736', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: J20')	1476.0	1346.0	3694.0	0.36437	-0.058953
('PF562271 11976', 'smCenterCompoundID: 10072', 'smSalt: 101', 'smLincsID: LSM-1072', 'smName: PF562271', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: F14')	1476.0	1321.0	3694.0	0.3576	-0.070228
('PF562271 11977', 'smCenterCompoundID: 10072', 'smSalt: 101', 'smLincsID: LSM-1072', 'smName: PF562271', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: F14')	1476.0	1360.0	3694.0	0.36816	-0.052639
('PF562271 11978', 'smCenterCompoundID: 10072', 'smSalt: 101', 'smLincsID: LSM-1072', 'smName: PF562271', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: F14')	1476.0	1403.0	3694.0	0.3798	-0.033247
('PHA-665752 11979', 'smCenterCompoundID: 10125', 'smSalt: 101', 'smLincsID: LSM-1125', 'smName: PHA-665752', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: F14')	1476.0	3431.0	3694.0	0.92879	0.88137
('PHA-665752 11980', 'smCenterCompoundID: 10125', 'smSalt: 101', 'smLincsID: LSM-1125', 'smName: PHA-665752', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: F14')	1476.0	3876.0	3694.0	1.0493	1.0821
('PHA-665752 11981', 'smCenterCompoundID: 10125', 'smSalt: 101', 'smLincsID: LSM-1125', 'smName: PHA-665752', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: F14')	1476.0	3681.0	3694.0	0.99647	0.99411
('PHA-793887 11982', 'smCenterCompoundID: 10073', 'smSalt: 101', 'smLincsID: LSM-1073', 'smName: PHA-793887', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E20')	1476.0	1414.0	3694.0	0.38278	-0.028286
('PHA-793887 11983', 'smCenterCompoundID: 10073', 'smSalt: 101', 'smLincsID: LSM-1073', 'smName: PHA-793887', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E20')	1476.0	1434.0	3694.0	0.38819	-0.019266
('PHA-793887 11984', 'smCenterCompoundID: 10073', 'smSalt: 101', 'smLincsID: LSM-1073', 'smName: PHA-793887', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E20')	1476.0	1465.0	3694.0	0.39658	-0.0052851
('PI103 11985', 'smCenterCompoundID: 10126', 'smSalt: 101', 'smLincsID: LSM-1126', 'smName: PI103', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: I14')	1476.0	1528.0	3694.0	0.41364	0.023127
('PI103 11986', 'smCenterCompoundID: 10126', 'smSalt: 101', 'smLincsID: LSM-1126', 'smName: PI103', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: I14')	1476.0	1631.0	3694.0	0.44152	0.06958
('PI103 11987', 'smCenterCompoundID: 10126', 'smSalt: 101', 'smLincsID: LSM-1126', 'smName: PI103', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: I14')	1476.0	1469.0	3694.0	0.39767	-0.0034811
('PLX-4720 11988', 'smCenterCompoundID: 10049', 'smSalt: 101', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: K02')	1476.0	2465.0	3694.0	0.66729	0.44571
('PLX-4720 11989', 'smCenterCompoundID: 10049', 'smSalt: 101', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: K02')	1476.0	2863.0	3694.0	0.77503	0.6252
('PLX-4720 11990', 'smCenterCompoundID: 10049', 'smSalt: 101', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: K02')	1476.0	2998.0	3694.0	0.81158	0.68609
('QL-X-138 11991', 'smCenterCompoundID: 10075', 'smSalt: 101', 'smLincsID: LSM-5803', 'smName: QL-X-138', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: F20')	1476.0	1549.0	3694.0	0.41932	0.032598
('QL-X-138 11992', 'smCenterCompoundID: 10075', 'smSalt: 101', 'smLincsID: LSM-5803', 'smName: QL-X-138', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: F20')	1476.0	1693.0	3694.0	0.4583	0.097541
('QL-X-138 11993', 'smCenterCompoundID: 10075', 'smSalt: 101', 'smLincsID: LSM-5803', 'smName: QL-X-138', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: F20')	1476.0	1535.0	3694.0	0.41553	0.026284
('QL-XII-47 11994', 'smCenterCompoundID: 10077', 'smSalt: 101', 'smLincsID: LSM-6019', 'smName: QL-XII-47', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: O20')	1476.0	949.0	3694.0	0.2569	-0.238
('QL-XII-47 11995', 'smCenterCompoundID: 10077', 'smSalt: 101', 'smLincsID: LSM-6019', 'smName: QL-XII-47', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: O20')	1476.0	856.0	3694.0	0.23172	-0.27994
('QL-XII-47 11996', 'smCenterCompoundID: 10077', 'smSalt: 101', 'smLincsID: LSM-6019', 'smName: QL-XII-47', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: O20')	1476.0	988.0	3694.0	0.26746	-0.22041
('Radicicol 11997', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: K08')	1476.0	1668.0	3694.0	0.45154	0.086266
('Radicicol 11998', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: K08')	1476.0	1497.0	3694.0	0.40525	0.0091467
('Radicicol 11999', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: K08')	1476.0	1560.0	3694.0	0.4223	0.037559
('Radicicol 12000', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K08')	1476.0	1395.0	3694.0	0.37763	-0.036855
('Radicicol 12001', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K08')	1476.0	1717.0	3694.0	0.4648	0.10837
('Radicicol 12002', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K08')	1476.0	1485.0	3694.0	0.402	0.0037348
('(R)- Roscovitine 12003', 'smCenterCompoundID: 10001', 'smSalt: 101', 'smLincsID: LSM-1001', 'smName: (R)- Roscovitine', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: J02')	1476.0	2873.0	3694.0	0.77774	0.62971
('(R)- Roscovitine 12004', 'smCenterCompoundID: 10001', 'smSalt: 101', 'smLincsID: LSM-1001', 'smName: (R)- Roscovitine', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: J02')	1476.0	3046.0	3694.0	0.82457	0.70773
('(R)- Roscovitine 12005', 'smCenterCompoundID: 10001', 'smSalt: 101', 'smLincsID: LSM-1001', 'smName: (R)- Roscovitine', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: J02')	1476.0	2818.0	3694.0	0.76285	0.60491
('Ruxolitinib 12006', 'smCenterCompoundID: 10138', 'smSalt: 105', 'smLincsID: LSM-1139', 'smName: Ruxolitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O14')	1476.0	3300.0	3694.0	0.89333	0.82229
('Ruxolitinib 12007', 'smCenterCompoundID: 10138', 'smSalt: 105', 'smLincsID: LSM-1139', 'smName: Ruxolitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O14')	1476.0	3381.0	3694.0	0.91526	0.85882
('Ruxolitinib 12008', 'smCenterCompoundID: 10138', 'smSalt: 105', 'smLincsID: LSM-1139', 'smName: Ruxolitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O14')	1476.0	3636.0	3694.0	0.98429	0.97382
('XL147 12009', 'smCenterCompoundID: 10148', 'smSalt: 101', 'smLincsID: LSM-1149', 'smName: XL147', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: G08')	1476.0	4575.0	3694.0	1.2385	1.3973
('XL147 12010', 'smCenterCompoundID: 10148', 'smSalt: 101', 'smLincsID: LSM-1149', 'smName: XL147', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: G08')	1476.0	4176.0	3694.0	1.1305	1.2174
('XL147 12011', 'smCenterCompoundID: 10148', 'smSalt: 101', 'smLincsID: LSM-1149', 'smName: XL147', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: G08')	1476.0	4272.0	3694.0	1.1565	1.2607
('Saracatinib 12012', 'smCenterCompoundID: 10032', 'smSalt: 101', 'smLincsID: LSM-1032', 'smName: Saracatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D08')	1476.0	3055.0	3694.0	0.82701	0.71179
('Saracatinib 12013', 'smCenterCompoundID: 10032', 'smSalt: 101', 'smLincsID: LSM-1032', 'smName: Saracatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D08')	1476.0	3013.0	3694.0	0.81564	0.69285
('Saracatinib 12014', 'smCenterCompoundID: 10032', 'smSalt: 101', 'smLincsID: LSM-1032', 'smName: Saracatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D08')	1476.0	3029.0	3694.0	0.81997	0.70007
('Selumetinib 12015', 'smCenterCompoundID: 10056', 'smSalt: 101', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M08')	1476.0	3516.0	3694.0	0.9518	0.9197
('Selumetinib 12016', 'smCenterCompoundID: 10056', 'smSalt: 101', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M08')	1476.0	3859.0	3694.0	1.0447	1.0744
('Selumetinib 12017', 'smCenterCompoundID: 10056', 'smSalt: 101', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M08')	1476.0	3606.0	3694.0	0.97616	0.96029
('Rapamycin 12018', 'smCenterCompoundID: 10052', 'smSalt: 101', 'smLincsID: LSM-1052', 'smName: Rapamycin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L14')	1476.0	1549.0	3694.0	0.41932	0.032598
('Rapamycin 12019', 'smCenterCompoundID: 10052', 'smSalt: 101', 'smLincsID: LSM-1052', 'smName: Rapamycin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L14')	1476.0	2548.0	3694.0	0.68976	0.48314
('Rapamycin 12020', 'smCenterCompoundID: 10052', 'smSalt: 101', 'smLincsID: LSM-1052', 'smName: Rapamycin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L14')	1476.0	2306.0	3694.0	0.62425	0.374
('Sorafenib 12021', 'smCenterCompoundID: 10008', 'smSalt: 101', 'smLincsID: LSM-1008', 'smName: Sorafenib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B08')	1476.0	3358.0	3694.0	0.90903	0.84844
('Sorafenib 12022', 'smCenterCompoundID: 10008', 'smSalt: 101', 'smLincsID: LSM-1008', 'smName: Sorafenib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B08')	1476.0	3517.0	3694.0	0.95207	0.92015
('Sorafenib 12023', 'smCenterCompoundID: 10008', 'smSalt: 101', 'smLincsID: LSM-1008', 'smName: Sorafenib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B08')	1476.0	3639.0	3694.0	0.9851	0.97517
('SU11274 12024', 'smCenterCompoundID: 10119', 'smSalt: 101', 'smLincsID: LSM-1119', 'smName: SU11274', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: J08')	1476.0	3434.0	3694.0	0.9296	0.88272
('SU11274 12025', 'smCenterCompoundID: 10119', 'smSalt: 101', 'smLincsID: LSM-1119', 'smName: SU11274', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: J08')	1476.0	3511.0	3694.0	0.95045	0.91745
('SU11274 12026', 'smCenterCompoundID: 10119', 'smSalt: 101', 'smLincsID: LSM-1119', 'smName: SU11274', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: J08')	1476.0	3723.0	3694.0	1.0078	1.0131
('TG 101348 12027', 'smCenterCompoundID: 10141', 'smSalt: 101', 'smLincsID: LSM-1142', 'smName: TG 101348', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: L02')	1476.0	2135.0	3694.0	0.57796	0.29688
('TG 101348 12028', 'smCenterCompoundID: 10141', 'smSalt: 101', 'smLincsID: LSM-1142', 'smName: TG 101348', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: L02')	1476.0	2415.0	3694.0	0.65375	0.42316
('TG 101348 12029', 'smCenterCompoundID: 10141', 'smSalt: 101', 'smLincsID: LSM-1142', 'smName: TG 101348', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: L02')	1476.0	2276.0	3694.0	0.61613	0.36047
('TGX221 12030', 'smCenterCompoundID: 10171', 'smSalt: 101', 'smLincsID: LSM-1172', 'smName: TGX221', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: H20')	1476.0	4020.0	3694.0	1.0882	1.147
('TGX221 12031', 'smCenterCompoundID: 10171', 'smSalt: 101', 'smLincsID: LSM-1172', 'smName: TGX221', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: H20')	1476.0	3550.0	3694.0	0.961	0.93503
('TGX221 12032', 'smCenterCompoundID: 10171', 'smSalt: 101', 'smLincsID: LSM-1172', 'smName: TGX221', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: H20')	1476.0	3362.0	3694.0	0.91011	0.85025
('Torin1 12033', 'smCenterCompoundID: 10079', 'smSalt: 101', 'smLincsID: LSM-1079', 'smName: Torin1', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: O14')	1476.0	1295.0	3694.0	0.35056	-0.081954
('Torin1 12034', 'smCenterCompoundID: 10079', 'smSalt: 101', 'smLincsID: LSM-1079', 'smName: Torin1', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: O14')	1476.0	1071.0	3694.0	0.28993	-0.18298
('Torin1 12035', 'smCenterCompoundID: 10079', 'smSalt: 101', 'smLincsID: LSM-1079', 'smName: Torin1', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: O14')	1476.0	1210.0	3694.0	0.32755	-0.12029
('Torin2 12036', 'smCenterCompoundID: 10080', 'smSalt: 101', 'smLincsID: LSM-1080', 'smName: Torin2', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I20')	1476.0	1073.0	3694.0	0.29047	-0.18207
('Torin2 12037', 'smCenterCompoundID: 10080', 'smSalt: 101', 'smLincsID: LSM-1080', 'smName: Torin2', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I20')	1476.0	1211.0	3694.0	0.32782	-0.11984
('Torin2 12038', 'smCenterCompoundID: 10080', 'smSalt: 101', 'smLincsID: LSM-1080', 'smName: Torin2', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I20')	1476.0	1147.0	3694.0	0.3105	-0.1487
('Tozasertib 12039', 'smCenterCompoundID: 10021', 'smSalt: 101', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B14')	1476.0	1277.0	3694.0	0.34569	-0.090072
('Tozasertib 12040', 'smCenterCompoundID: 10021', 'smSalt: 101', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B14')	1476.0	1309.0	3694.0	0.35435	-0.07564
('Tozasertib 12041', 'smCenterCompoundID: 10021', 'smSalt: 101', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B14')	1476.0	1292.0	3694.0	0.34975	-0.083307
