	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCount 3',)	('normalizedGrowthRateInhibitionValue 4',)
('(R)- Roscovitine 11132', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: J06')	962.0	10002.0	10315.0	0.96964	0.98206
('(R)- Roscovitine 11133', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: J05')	962.0	10054.0	10714.0	0.9384	0.96376
('(R)- Roscovitine 11134', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: J05')	962.0	10447.0	10507.0	0.99421	0.99663
('(R)- Roscovitine 11135', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: J05')	962.0	9609.0	10315.0	0.93154	0.95898
('(R)- Roscovitine 11136', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: J04')	962.0	9737.0	10714.0	0.90881	0.94575
('(R)- Roscovitine 11137', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: J04')	962.0	9721.0	10507.0	0.92512	0.95537
('(R)- Roscovitine 11138', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: J04')	962.0	9556.0	10315.0	0.9264	0.95582
('(R)- Roscovitine 11139', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: J03')	962.0	9310.0	10714.0	0.86896	0.92082
('(R)- Roscovitine 11140', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: J03')	962.0	9761.0	10507.0	0.92892	0.9577
('(R)- Roscovitine 11141', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: J03')	962.0	9284.0	10315.0	0.90003	0.93938
('(R)- Roscovitine 11142', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: J02')	962.0	9024.0	10714.0	0.84226	0.90366
('(R)- Roscovitine 11143', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: J02')	962.0	9219.0	10507.0	0.87734	0.92554
('(R)- Roscovitine 11144', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: J02')	962.0	8568.0	10315.0	0.83062	0.89443
('(R)- Roscovitine 11145', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: J01')	962.0	4511.0	10714.0	0.42104	0.5595
('(R)- Roscovitine 11146', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: J01')	962.0	5052.0	10507.0	0.48078	0.61739
('(R)- Roscovitine 11147', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: J01')	962.0	5012.0	10315.0	0.48588	0.6197
('AT-7519 11148', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AT-7519', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K06')	962.0	9345.0	10693.0	0.87388	0.92388
('AT-7519 11149', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AT-7519', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K06')	962.0	10085.0	10740.0	0.93894	0.96413
('AT-7519 11150', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AT-7519', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K06')	962.0	9348.0	10641.0	0.87844	0.92662
('AT-7519 11151', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AT-7519', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K05')	962.0	7586.0	10693.0	0.70939	0.81181
('AT-7519 11152', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AT-7519', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K05')	962.0	7798.0	10740.0	0.72602	0.82423
('AT-7519 11153', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AT-7519', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K05')	962.0	7493.0	10641.0	0.70412	0.80755
('AT-7519 11154', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AT-7519', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K04')	962.0	524.0	10693.0	0.049001	-0.16047
('AT-7519 11155', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AT-7519', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K04')	962.0	616.0	10740.0	0.057351	-0.12025
('AT-7519 11156', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AT-7519', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K04')	962.0	646.0	10641.0	0.060705	-0.10854
('AT-7519 11157', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AT-7519', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K03')	962.0	299.0	10693.0	0.027961	-0.28566
('AT-7519 11158', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AT-7519', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K03')	962.0	300.0	10740.0	0.027931	-0.28453
('AT-7519 11159', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AT-7519', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K03')	962.0	359.0	10641.0	0.033735	-0.24748
('AT-7519 11160', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AT-7519', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K02')	962.0	206.0	10693.0	0.019264	-0.3583
('AT-7519 11161', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AT-7519', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K02')	962.0	195.0	10740.0	0.018155	-0.36782
('AT-7519 11162', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AT-7519', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K02')	962.0	181.0	10641.0	0.017009	-0.38235
('AT-7519 11163', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AT-7519', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K01')	962.0	193.0	10693.0	0.018048	-0.37022
('AT-7519 11164', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AT-7519', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K01')	962.0	218.0	10740.0	0.020296	-0.34724
('AT-7519 11165', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AT-7519', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K01')	962.0	175.0	10641.0	0.016445	-0.38833
('AZD7762 11166', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD7762', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L06')	962.0	10327.0	10693.0	0.96571	0.98002
('AZD7762 11167', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD7762', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L06')	962.0	10148.0	10740.0	0.94481	0.96764
('AZD7762 11168', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD7762', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L06')	962.0	9616.0	10641.0	0.90362	0.94239
('AZD7762 11169', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD7762', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L05')	962.0	8366.0	10693.0	0.78233	0.86357
('AZD7762 11170', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD7762', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L05')	962.0	8363.0	10740.0	0.77862	0.86126
('AZD7762 11171', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD7762', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L05')	962.0	8158.0	10641.0	0.76661	0.85242
('AZD7762 11172', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD7762', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L04')	962.0	6458.0	10693.0	0.60391	0.72977
('AZD7762 11173', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD7762', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L04')	962.0	6583.0	10740.0	0.6129	0.73759
('AZD7762 11174', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD7762', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L04')	962.0	6427.0	10641.0	0.60395	0.72929
('AZD7762 11175', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD7762', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L03')	962.0	3406.0	10693.0	0.31851	0.43885
('AZD7762 11176', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD7762', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L03')	962.0	4008.0	10740.0	0.37316	0.50673
('AZD7762 11177', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD7762', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L03')	962.0	3856.0	10641.0	0.36235	0.49238
('AZD7762 11178', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD7762', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L02')	962.0	1492.0	10693.0	0.13952	0.13458
('AZD7762 11179', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD7762', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L02')	962.0	1701.0	10740.0	0.15837	0.17786
('AZD7762 11180', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD7762', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L02')	962.0	1786.0	10641.0	0.16783	0.1953
('AZD7762 11181', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD7762', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L01')	962.0	320.0	10693.0	0.029924	-0.27156
('AZD7762 11182', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD7762', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L01')	962.0	409.0	10740.0	0.038079	-0.2179
('AZD7762 11183', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD7762', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L01')	962.0	515.0	10641.0	0.048395	-0.16495
('AZD8055 11184', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD8055', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A12')	962.0	2946.0	10693.0	0.27549	0.38
('AZD8055 11185', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD8055', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A12')	962.0	3369.0	10740.0	0.31366	0.43339
('AZD8055 11186', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD8055', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A12')	962.0	3809.0	10641.0	0.35793	0.48711
('AZD8055 11187', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD8055', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A11')	962.0	2287.0	10693.0	0.21387	0.283
('AZD8055 11188', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD8055', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A11')	962.0	2124.0	10740.0	0.19775	0.25546
('AZD8055 11189', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD8055', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A11')	962.0	2359.0	10641.0	0.22168	0.29518
('AZD8055 11190', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD8055', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A10')	962.0	1651.0	10693.0	0.15439	0.16814
('AZD8055 11191', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD8055', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A10')	962.0	1534.0	10740.0	0.14282	0.14341
('AZD8055 11192', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD8055', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A10')	962.0	1762.0	10641.0	0.16558	0.19064
('AZD8055 11193', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD8055', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A09')	962.0	1524.0	10693.0	0.14251	0.14154
('AZD8055 11194', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD8055', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A09')	962.0	1518.0	10740.0	0.14133	0.13997
('AZD8055 11195', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD8055', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A09')	962.0	1579.0	10641.0	0.14838	0.15358
('AZD8055 11196', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD8055', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A08')	962.0	1369.0	10693.0	0.12802	0.10683
('AZD8055 11197', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD8055', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A08')	962.0	1633.0	10740.0	0.15204	0.16414
('AZD8055 11198', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD8055', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A08')	962.0	1503.0	10641.0	0.14124	0.13728
('AZD8055 11199', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD8055', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A07')	962.0	64.0	10693.0	0.0059849	-0.54164
('AZD8055 11200', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD8055', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A07')	962.0	50.0	10740.0	0.0046552	-0.57241
('AZD8055 11201', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD8055', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A07')	962.0	57.0	10641.0	0.0053563	-0.5574
('Sorafenib 11202', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sorafenib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B12')	962.0	9860.0	10693.0	0.92204	0.95382
('Sorafenib 11203', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sorafenib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B12')	962.0	10008.0	10740.0	0.93178	0.95981
('Sorafenib 11204', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sorafenib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B12')	962.0	10633.0	10641.0	0.99919	0.99953
('Sorafenib 11205', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sorafenib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B11')	962.0	9352.0	10693.0	0.87454	0.9243
('Sorafenib 11206', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sorafenib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B11')	962.0	9335.0	10740.0	0.86912	0.921
('Sorafenib 11207', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sorafenib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B11')	962.0	10308.0	10641.0	0.96865	0.98171
('Sorafenib 11208', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sorafenib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B10')	962.0	9227.0	10693.0	0.86285	0.91686
('Sorafenib 11209', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sorafenib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B10')	962.0	9103.0	10740.0	0.84752	0.90716
('Sorafenib 11210', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sorafenib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B10')	962.0	9778.0	10641.0	0.91884	0.95177
('Sorafenib 11211', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sorafenib', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B09')	962.0	9263.0	10693.0	0.86622	0.91901
('Sorafenib 11212', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sorafenib', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B09')	962.0	9274.0	10740.0	0.86344	0.91738
('Sorafenib 11213', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sorafenib', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B09')	962.0	9866.0	10641.0	0.92711	0.95682
('Sorafenib 11214', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sorafenib', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B08')	962.0	8784.0	10693.0	0.82142	0.88991
('Sorafenib 11215', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sorafenib', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B08')	962.0	9239.0	10740.0	0.86018	0.9153
('Sorafenib 11216', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sorafenib', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B08')	962.0	9340.0	10641.0	0.87768	0.92614
('Sorafenib 11217', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sorafenib', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B07')	962.0	4395.0	10693.0	0.41099	0.54839
('Sorafenib 11218', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sorafenib', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B07')	962.0	4047.0	10740.0	0.37679	0.51092
('Sorafenib 11219', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sorafenib', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B07')	962.0	4801.0	10641.0	0.45115	0.58977
('CP466722 11220', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I12')	962.0	10975.0	10714.0	1.0244	1.0139
('CP466722 11221', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I12')	962.0	10592.0	10507.0	1.008	1.0046
('CP466722 11222', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I12')	962.0	10313.0	10315.0	0.99979	0.99987
('CP466722 11223', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I11')	962.0	10658.0	10714.0	0.99477	0.99699
('CP466722 11224', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I11')	962.0	10405.0	10507.0	0.99021	0.9943
('CP466722 11225', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I11')	962.0	10441.0	10315.0	1.0122	1.0071
('CP466722 11226', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I10')	962.0	10755.0	10714.0	1.0038	1.0022
('CP466722 11227', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I10')	962.0	10424.0	10507.0	0.99202	0.99536
('CP466722 11228', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I10')	962.0	10176.0	10315.0	0.9865	0.99208
('CP466722 11229', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: CP466722', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I09')	962.0	10496.0	10714.0	0.97965	0.98821
