	('measuredProteinValue 0',)
(' 12150', 'clName: T47D', 'ppName: FGF-2', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	131.0480777
(' 12151', 'clName: T47D', 'ppName: FGF-2', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	167.8107565
(' 12152', 'clName: T47D', 'ppName: FGF-2', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	148.4378355
(' 12153', 'clName: T47D', 'ppName: FGF-2', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	167.4915319
(' 12154', 'clName: T47D', 'ppName: FGF-2', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	146.373968
(' 12155', 'clName: T47D', 'ppName: FGF-2', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	150.3990488
(' 12156', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	877.4523047
(' 12157', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	959.824106
(' 12158', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	881.5764349
(' 12159', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	919.2546842
(' 12160', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	847.9807378
(' 12161', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	809.0145511
(' 12162', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	790.521563
(' 12163', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	905.1284101
(' 12164', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	666.5229098
(' 12165', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	692.4488946
(' 12166', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	564.5014704
(' 12167', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	535.4635999
(' 12168', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	95.30802922
(' 12169', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	89.63146448
(' 12170', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	95.72474899
(' 12171', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	127.4439583
(' 12172', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	88.51883941
(' 12173', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	79.55224269
(' 12174', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	180.8530301
(' 12175', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	160.4729019
(' 12176', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	192.8595219
(' 12177', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	184.1081913
(' 12178', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	163.5733668
(' 12179', 'clName: T47D', 'ppName: HGF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	150.0523054
(' 12180', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	2238.251581
(' 12181', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	4121.981232
(' 12182', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	2891.949925
(' 12183', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	3866.121624
(' 12184', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	3227.475499
(' 12185', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	3969.101433
(' 12186', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	4995.339197
(' 12187', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	9478.35278
(' 12188', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	10287.70947
(' 12189', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	9204.1037
(' 12190', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	7215.44283
(' 12191', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	7631.874086
(' 12192', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	88.16766351
(' 12193', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	114.7785498
(' 12194', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	100.9854615
(' 12195', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	163.9608802
(' 12196', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	93.10048782
(' 12197', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	95.10933195
(' 12198', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	156.6903872
(' 12199', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	923.1872171
(' 12200', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	206.2623335
(' 12201', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	536.8974073
(' 12202', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	183.7790779
(' 12203', 'clName: T47D', 'ppName: HRG', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	257.2905694
(' 12204', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	918.7912972
(' 12205', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	1735.420686
(' 12206', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	851.349495
(' 12207', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	1818.628779
(' 12208', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	843.1004189
(' 12209', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	1657.479684
(' 12210', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	779.1389031
(' 12211', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	1233.272691
(' 12212', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	522.7936039
(' 12213', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	1528.147306
(' 12214', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	642.9413121
(' 12215', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	662.4431434
(' 12216', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	94.93193916
(' 12217', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	95.24085848
(' 12218', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	96.69111862
(' 12219', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	109.9022198
(' 12220', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	85.50372826
(' 12221', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	77.16424267
(' 12222', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	162.5233732
(' 12223', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	164.5157313
(' 12224', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	176.9212139
(' 12225', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	172.2641955
(' 12226', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	151.580152
(' 12227', 'clName: T47D', 'ppName: IGF-I', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	135.4764712
(' 12228', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	865.3560247
(' 12229', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	883.0305415
(' 12230', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	873.4781697
(' 12231', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	1115.628673
(' 12232', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	827.0653198
(' 12233', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	1431.672631
(' 12234', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	694.9474465
(' 12235', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	625.6724906
(' 12236', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	555.1595091
(' 12237', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	570.2825034
(' 12238', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	550.3812031
(' 12239', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	628.3997205
(' 12240', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	95.41171265
(' 12241', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	93.49275266
(' 12242', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	95.15472225
(' 12243', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	96.58884287
(' 12244', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	97.0957064
(' 12245', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	75.45986269
(' 12246', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	157.9352924
(' 12247', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	158.0654799
(' 12248', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	156.7878531
(' 12249', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	158.5697296
(' 12250', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	159.1056624
(' 12251', 'clName: T47D', 'ppName: IGF-II', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	140.9944633
(' 12252', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	921.3079727
(' 12253', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	903.7284359
(' 12254', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	840.3855248
(' 12255', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	883.6626937
(' 12256', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	787.5535226
(' 12257', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	907.725123
(' 12258', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	749.0880239
(' 12259', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	488.6388207
(' 12260', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	530.5047436
(' 12261', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	492.5525622
(' 12262', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	495.1961459
(' 12263', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	547.3370238
(' 12264', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	96.67316503
(' 12265', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	127.3841338
(' 12266', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	94.08536396
(' 12267', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	86.21251023
(' 12268', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	90.16593134
(' 12269', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	81.99357046
(' 12270', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	172.0702943
(' 12271', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	161.4932978
(' 12272', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	158.0602595
(' 12273', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	158.8275155
(' 12274', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	147.7128846
(' 12275', 'clName: T47D', 'ppName: INS', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	166.1902286
(' 12276', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	804.5493527
(' 12277', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	762.0383705
(' 12278', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	801.210502
(' 12279', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	839.1778768
(' 12280', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	754.0068743
(' 12281', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	708.9369551
(' 12282', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	628.8610817
(' 12283', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	442.0324153
(' 12284', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	421.4517563
(' 12285', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	458.9448564
(' 12286', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	451.1700225
(' 12287', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	489.4486979
(' 12288', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	85.93586042
(' 12289', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	89.11730594
(' 12290', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	82.28696718
(' 12291', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	84.59063052
(' 12292', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	76.81088672
(' 12293', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	77.52966272
(' 12294', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	164.5517786
(' 12295', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	162.766343
(' 12296', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	162.7667929
(' 12297', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	149.9233625
(' 12298', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	155.3678486
(' 12299', 'clName: T47D', 'ppName: NGF-beta', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	148.3111085
(' 12300', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	909.0901947
(' 12301', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	923.3271293
(' 12302', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	844.9055923
(' 12303', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	845.5370432
(' 12304', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	822.3777506
(' 12305', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	743.5766526
(' 12306', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	724.0257341
(' 12307', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	632.1293458
(' 12308', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	587.1377414
(' 12309', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	525.0756139
(' 12310', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	520.3459448
(' 12311', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	494.8965436
(' 12312', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	93.1027243
(' 12313', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	90.39797484
(' 12314', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	87.60118605
(' 12315', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	109.1902296
(' 12316', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	87.70637081
(' 12317', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	77.90576328
(' 12318', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	178.798588
(' 12319', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	178.0418814
(' 12320', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	173.678096
(' 12321', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	177.6596049
(' 12322', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	154.6902111
(' 12323', 'clName: T47D', 'ppName: PDGF-BB', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	147.3423043
(' 12324', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	965.1191313
(' 12325', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	843.9730218
(' 12326', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pAkt')	838.5925854
(' 12327', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pAkt')	836.5920263
(' 12328', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pAkt')	799.5252049
(' 12329', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pAkt')	783.7525775
(' 12330', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pErk')	719.9506172
(' 12331', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pErk')	571.8107439
(' 12332', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pErk')	535.5155726
(' 12333', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pErk')	557.9660579
(' 12334', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pErk')	565.2690312
(' 12335', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pErk')	504.7107147
(' 12336', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pJnk')	96.07252786
(' 12337', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pJnk')	98.03914256
(' 12338', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pJnk')	90.11285964
(' 12339', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pJnk')	93.80169853
(' 12340', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pJnk')	94.04548109
(' 12341', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pJnk')	77.49298019
(' 12342', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pP38')	172.7778324
(' 12343', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pP38')	145.788389
(' 12344', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 30', 'measuredProtein: pP38')	168.3757446
(' 12345', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 30', 'measuredProtein: pP38')	162.2062806
(' 12346', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 1', 'time: 90', 'measuredProtein: pP38')	156.2061537
(' 12347', 'clName: T47D', 'ppName: SCF', 'proteinLigandConcentration: 100', 'time: 90', 'measuredProtein: pP38')	146.8750302
(' 12348', 'clName: T47D', 'ppName: VEGF165', 'proteinLigandConcentration: 1', 'time: 10', 'measuredProtein: pAkt')	767.4859027
(' 12349', 'clName: T47D', 'ppName: VEGF165', 'proteinLigandConcentration: 100', 'time: 10', 'measuredProtein: pAkt')	797.5533581
