	('cellCount 0',)	('percentApoptoticCells 1',)	('percentDeadCells 2',)
('6613 3174', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J10', 'controlType: ', 'assayCompoundConcentration: 0.001696667', 'day: 1.0')	229.0	4.725959	
('6614 3175', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J10', 'controlType: ', 'assayCompoundConcentration: 0.001696667', 'day: 2.0')	310.0	3.540197	
('6615 3176', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	235.0	3.194059	
('6616 3177', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	303.0	8.31797	
('6617 3178', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J12', 'controlType: ', 'assayCompoundConcentration: 0.001696667', 'day: 1.0')	239.0	1.956897	
('6618 3179', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J12', 'controlType: ', 'assayCompoundConcentration: 0.001696667', 'day: 2.0')	328.0	5.923083	
('6619 3180', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J13', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	187.0	3.012609	
('6620 3181', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J13', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	178.0	13.087732	
('6621 3182', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	273.0	2.246322	
('6622 3183', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	356.0	5.902051	
('6623 3184', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J15', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	164.0	4.570057	
('6624 3185', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J15', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	178.0	9.899285	
('6625 3186', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J16', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 1.0')	138.0	18.580149	
('6626 3187', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J16', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 2.0')	111.0	49.394936	
('6627 3188', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J17', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 1.0')	235.0	3.311356	
('6628 3189', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J17', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 2.0')	353.0	6.4485	
('6629 3190', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J18', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 1.0')	106.0	23.335266	
('6630 3191', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J18', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 2.0')	113.0	42.933598	
('6631 3192', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J19', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 1.0')	253.0	2.053683	
('6632 3193', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J19', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 2.0')	354.0	6.024807	
('6633 3194', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J20', 'controlType: ', 'assayCompoundConcentration: 0.001696667', 'day: 1.0')	257.0	4.093112	
('6634 3195', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J20', 'controlType: ', 'assayCompoundConcentration: 0.001696667', 'day: 2.0')	271.0	12.346142	
('6635 3196', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	244.0	2.581686	
('6636 3197', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	398.0	5.575016	
('6637 3198', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J22', 'controlType: ', 'assayCompoundConcentration: 0.001696667', 'day: 1.0')	251.0	4.294429	
('6638 3199', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: J22', 'controlType: ', 'assayCompoundConcentration: 0.001696667', 'day: 2.0')	327.0	11.53621	
('6639 3200', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K03', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	257.0	2.811121	
('6640 3201', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K03', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	114.0	11.59608	
('6641 3202', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	270.0	2.220323	
('6642 3203', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	251.0	5.323278	
('6643 3204', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K05', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	263.0	1.600968	
('6644 3205', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K05', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	177.0	8.813731	
('6645 3206', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K06', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	128.0	9.419853	
('6646 3207', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K06', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	77.0	51.788342	
('6647 3208', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K07', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 1.0')	268.0	3.220658	
('6648 3209', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K07', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 2.0')	153.0	9.895226	
('6649 3210', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K08', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	128.0	9.398923	
('6650 3211', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K08', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	72.0	48.607155	
('6651 3212', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K09', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 1.0')	226.0	3.681839	
('6652 3213', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K09', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 2.0')	299.0	5.720731	
('6653 3214', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K10', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 1.0')	245.0	2.544425	
('6654 3215', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K10', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 2.0')	274.0	7.437725	
('6655 3216', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	230.0	2.57921	
('6656 3217', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	273.0	7.750628	
('6657 3218', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K12', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 1.0')	233.0	1.648229	
('6658 3219', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K12', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 2.0')	199.0	11.191175	
('6659 3220', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K13', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	207.0	11.878252	
('6660 3221', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K13', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	198.0	20.565502	
('6661 3222', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	254.0	3.362597	
('6662 3223', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	304.0	4.953726	
('6663 3224', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K15', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	195.0	6.203406	
('6664 3225', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K15', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	202.0	22.614162	
('6665 3226', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K16', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	191.0	6.960274	
('6666 3227', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K16', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	179.0	10.300674	
('6667 3228', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K17', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	243.0	3.635644	
('6668 3229', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K17', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	373.0	5.302712	
('6669 3230', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K18', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	180.0	8.143507	
('6670 3231', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K18', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	183.0	14.601675	
('6671 3232', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K19', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	237.0	2.734946	
('6672 3233', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K19', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	337.0	5.475923	
('6673 3234', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K20', 'controlType: ', 'assayCompoundConcentration: 0.001696667', 'day: 1.0')	236.0	2.172503	
('6674 3235', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K20', 'controlType: ', 'assayCompoundConcentration: 0.001696667', 'day: 2.0')	320.0	6.293273	
('6675 3236', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	227.0	5.670264	
('6676 3237', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	318.0	5.976563	
('6677 3238', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K22', 'controlType: ', 'assayCompoundConcentration: 0.001696667', 'day: 1.0')	245.0	3.260223	
('6678 3239', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: K22', 'controlType: ', 'assayCompoundConcentration: 0.001696667', 'day: 2.0')	352.0	6.48878	
('6679 3240', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L03', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	232.0	1.862268	
('6680 3241', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L03', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	189.0	11.829339	
('6681 3242', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	232.0	2.498306	
('6682 3243', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	301.0	5.381602	
('6683 3244', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L05', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	247.0	1.928198	
('6684 3245', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L05', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	292.0	5.793448	
('6685 3246', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L06', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	263.0	1.985627	
('6686 3247', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L06', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	342.0	4.851287	
('6687 3248', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L07', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 1.0')	235.0	2.144356	
('6688 3249', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L07', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 2.0')	275.0	6.175234	
('6689 3250', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L08', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	254.0	2.05893	
('6690 3251', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L08', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	369.0	4.670795	
('6691 3252', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L09', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 1.0')	231.0	3.440675	
('6692 3253', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L09', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 2.0')	315.0	4.967713	
('6693 3254', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L10', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 1.0')	233.0	2.776825	
('6694 3255', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L10', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 2.0')	351.0	6.169228	
('6695 3256', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	247.0	3.046907	
('6696 3257', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	315.0	7.930004	
('6697 3258', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L12', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 1.0')	224.0	2.451227	
('6698 3259', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L12', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 2.0')	317.0	6.494208	
('6699 3260', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L13', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	192.0	6.038301	
('6700 3261', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L13', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	188.0	13.491513	
('6701 3262', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	256.0	2.406672	
('6702 3263', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	354.0	5.200496	
('6703 3264', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L15', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	197.0	4.793118	
('6704 3265', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L15', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	186.0	10.086798	
('6705 3266', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L16', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	118.0	25.370726	
('6706 3267', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L16', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	113.0	46.112774	
