	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCountAfterTreatment 3',)	('relativeGrowthRateAfterTreatment 4',)
('Canertinib 12165', 'smCenterCompoundID: 10120', 'smSalt: 102', 'smLincsID: LSM-1120', 'smName: Canertinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: H07')	1401.0	1000.0	4223.0	0.23679	-0.14231
('Canertinib 12166', 'smCenterCompoundID: 10120', 'smSalt: 102', 'smLincsID: LSM-1120', 'smName: Canertinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: H07')	1401.0	1052.0	4223.0	0.24911	-0.12388
('Canertinib 12167', 'smCenterCompoundID: 10120', 'smSalt: 102', 'smLincsID: LSM-1120', 'smName: Canertinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: H07')	1401.0	1230.0	4223.0	0.29126	-0.060791
('Celastrol 12168', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: G07')	1401.0	1211.0	4223.0	0.28676	-0.067525
('Celastrol 12169', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: G07')	1401.0	1088.0	4223.0	0.25763	-0.11112
('Celastrol 12170', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: G07')	1401.0	1079.0	4223.0	0.2555	-0.11431
('CGP60474 12171', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: F01')	1401.0	1104.0	4223.0	0.26142	-0.10545
('CGP60474 12172', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: F01')	1401.0	894.0	4223.0	0.21169	-0.17987
('CGP60474 12173', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: F01')	1401.0	1191.0	4223.0	0.28202	-0.074613
('CGP60474 12174', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: G01')	1401.0	578.0	4223.0	0.13687	-0.29187
('CGP60474 12175', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: G01')	1401.0	847.0	4223.0	0.20056	-0.19653
('CGP60474 12176', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: G01')	1401.0	665.0	4223.0	0.15747	-0.26103
('CHIR-99021 12177', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P13')	1401.0	3300.0	4223.0	0.78142	0.67284
('CHIR-99021 12178', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P13')	1401.0	3190.0	4223.0	0.75537	0.63386
('CHIR-99021 12179', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P13')	1401.0	3164.0	4223.0	0.74921	0.62464
('CP724714 12180', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A07')	1401.0	1124.0	4223.0	0.26616	-0.098359
('CP724714 12181', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A07')	1401.0	1535.0	4223.0	0.36348	0.047305
('CP724714 12182', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A07')	1401.0	1535.0	4223.0	0.36348	0.047305
('CP466722 12183', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I07')	1401.0	1821.0	4223.0	0.4312	0.14867
('CP466722 12184', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I07')	1401.0	2121.0	4223.0	0.50224	0.25499
('CP466722 12185', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I07')	1401.0	2137.0	4223.0	0.50603	0.26066
('Crizotinib 12186', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A19')	1401.0	1018.0	4223.0	0.24106	-0.13593
('Crizotinib 12187', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A19')	1401.0	1214.0	4223.0	0.28747	-0.066462
('Crizotinib 12188', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A19')	1401.0	1487.0	4223.0	0.35211	0.030293
('CYT387 12189', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: P07')	1401.0	1496.0	4223.0	0.35424	0.033483
('CYT387 12190', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: P07')	1401.0	1697.0	4223.0	0.40184	0.10472
('CYT387 12191', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: P07')	1401.0	1705.0	4223.0	0.40373	0.10756
('Dasatinib 12192', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D01')	1401.0	1545.0	4223.0	0.36585	0.050849
('Dasatinib 12193', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D01')	1401.0	1767.0	4223.0	0.41841	0.12953
('Dasatinib 12194', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D01')	1401.0	2000.0	4223.0	0.47359	0.21211
('Dasatinib 12195', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: I01')	1401.0	724.0	4223.0	0.17144	-0.24012
('Dasatinib 12196', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: I01')	1401.0	1141.0	4223.0	0.27018	-0.092334
('Dasatinib 12197', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: I01')	1401.0	835.0	4223.0	0.19772	-0.20078
('Dovitinib 12198', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: E19')	1401.0	1615.0	4223.0	0.38242	0.075658
('Dovitinib 12199', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: E19')	1401.0	1967.0	4223.0	0.46577	0.20041
('Dovitinib 12200', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: E19')	1401.0	2039.0	4223.0	0.48282	0.22593
('Enzastaurin 12201', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D13')	1401.0	4049.0	4223.0	0.95878	0.9383
('Enzastaurin 12202', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D13')	1401.0	4094.0	4223.0	0.96943	0.95425
('Enzastaurin 12203', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D13')	1401.0	4485.0	4223.0	1.062	1.0928
('Erlotinib 12204', 'smCenterCompoundID: 10097', 'smSalt: 101', 'smLincsID: LSM-1097', 'smName: Erlotinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M19')	1401.0	1831.0	4223.0	0.43357	0.15221
('Erlotinib 12205', 'smCenterCompoundID: 10097', 'smSalt: 101', 'smLincsID: LSM-1097', 'smName: Erlotinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M19')	1401.0	2190.0	4223.0	0.51858	0.27945
('Erlotinib 12206', 'smCenterCompoundID: 10097', 'smSalt: 101', 'smLincsID: LSM-1097', 'smName: Erlotinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M19')	1401.0	2159.0	4223.0	0.51124	0.26846
('Foretinib 12207', 'smCenterCompoundID: 10157', 'smSalt: 101', 'smLincsID: LSM-1158', 'smName: Foretinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: H07')	1401.0	1406.0	4223.0	0.33293	0.0015856
('Foretinib 12208', 'smCenterCompoundID: 10157', 'smSalt: 101', 'smLincsID: LSM-1158', 'smName: Foretinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: H07')	1401.0	1264.0	4223.0	0.29931	-0.048741
('Foretinib 12209', 'smCenterCompoundID: 10157', 'smSalt: 101', 'smLincsID: LSM-1158', 'smName: Foretinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: H07')	1401.0	1386.0	4223.0	0.3282	-0.0055026
('R406 12210', 'smCenterCompoundID: 10040', 'smSalt: 101', 'smLincsID: LSM-1040', 'smName: R406', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: C13')	1401.0	3004.0	4223.0	0.71133	0.56794
('R406 12211', 'smCenterCompoundID: 10040', 'smSalt: 101', 'smLincsID: LSM-1040', 'smName: R406', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: C13')	1401.0	3017.0	4223.0	0.71441	0.57255
('R406 12212', 'smCenterCompoundID: 10040', 'smSalt: 101', 'smLincsID: LSM-1040', 'smName: R406', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: C13')	1401.0	3081.0	4223.0	0.72956	0.59523
('GDC-0941 12213', 'smCenterCompoundID: 10047', 'smSalt: 101', 'smLincsID: LSM-1047', 'smName: GDC-0941', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D19')	1401.0	1542.0	4223.0	0.36514	0.049786
('GDC-0941 12214', 'smCenterCompoundID: 10047', 'smSalt: 101', 'smLincsID: LSM-1047', 'smName: GDC-0941', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D19')	1401.0	1382.0	4223.0	0.32725	-0.0069203
('GDC-0941 12215', 'smCenterCompoundID: 10047', 'smSalt: 101', 'smLincsID: LSM-1047', 'smName: GDC-0941', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D19')	1401.0	1565.0	4223.0	0.37058	0.057937
('Gefitinib 12216', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N07')	1401.0	1900.0	4223.0	0.44991	0.17667
('Gefitinib 12217', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N07')	1401.0	1715.0	4223.0	0.4061	0.1111
('Gefitinib 12218', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N07')	1401.0	1700.0	4223.0	0.40255	0.10578
('Geldanamycin 12219', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O01')	1401.0	519.0	4223.0	0.1229	-0.31278
('Geldanamycin 12220', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O01')	1401.0	1027.0	4223.0	0.24319	-0.13274
('Geldanamycin 12221', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O01')	1401.0	1199.0	4223.0	0.28392	-0.071778
('Geldanamycin 12222', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: O01')	1401.0	547.0	4223.0	0.12953	-0.30286
('Geldanamycin 12223', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: O01')	1401.0	1000.0	4223.0	0.23679	-0.14231
('Geldanamycin 12224', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: O01')	1401.0	771.0	4223.0	0.18257	-0.22347
('GSK1059615 12225', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: E01')	1401.0	504.0	4223.0	0.11934	-0.3181
('GSK1059615 12226', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: E01')	1401.0	870.0	4223.0	0.20601	-0.18838
('GSK1059615 12227', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: E01')	1401.0	1209.0	4223.0	0.28628	-0.068234
('GSK1059615 12228', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: C01')	1401.0	489.0	4223.0	0.11579	-0.32341
('GSK1059615 12229', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: C01')	1401.0	808.0	4223.0	0.19133	-0.21035
('GSK1059615 12230', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: C01')	1401.0	785.0	4223.0	0.18588	-0.21851
('GSK1904529A 12231', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: H19')	1401.0	4240.0	4223.0	1.004	1.006
('GSK1904529A 12232', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: H19')	1401.0	4401.0	4223.0	1.0421	1.0631
('GSK1904529A 12233', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: H19')	1401.0	4258.0	4223.0	1.0083	1.0124
('GSK2126458 12234', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N01')	1401.0	808.0	4223.0	0.19133	-0.21035
('GSK2126458 12235', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N01')	1401.0	848.0	4223.0	0.2008	-0.19618
('GSK2126458 12236', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N01')	1401.0	909.0	4223.0	0.21525	-0.17456
('GSK 690693 12237', 'smCenterCompoundID: 10128', 'smSalt: 101', 'smLincsID: LSM-1128', 'smName: GSK 690693', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: F19')	1401.0	3164.0	4223.0	0.74921	0.62464
('GSK 690693 12238', 'smCenterCompoundID: 10128', 'smSalt: 101', 'smLincsID: LSM-1128', 'smName: GSK 690693', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: F19')	1401.0	2759.0	4223.0	0.65331	0.48111
('GSK 690693 12239', 'smCenterCompoundID: 10128', 'smSalt: 101', 'smLincsID: LSM-1128', 'smName: GSK 690693', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: F19')	1401.0	3101.0	4223.0	0.7343	0.60232
('GW843682 12240', 'smCenterCompoundID: 10014', 'smSalt: 101', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B13')	1401.0	1506.0	4223.0	0.35661	0.037027
('GW843682 12241', 'smCenterCompoundID: 10014', 'smSalt: 101', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B13')	1401.0	1796.0	4223.0	0.42528	0.13981
('GW843682 12242', 'smCenterCompoundID: 10014', 'smSalt: 101', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B13')	1401.0	1900.0	4223.0	0.44991	0.17667
('HG-5-113-01 12243', 'smCenterCompoundID: 10015', 'smSalt: 101', 'smLincsID: LSM-5982', 'smName: HG-5-113-01', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B07')	1401.0	1152.0	4223.0	0.27279	-0.088435
('HG-5-113-01 12244', 'smCenterCompoundID: 10015', 'smSalt: 101', 'smLincsID: LSM-5982', 'smName: HG-5-113-01', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B07')	1401.0	1331.0	4223.0	0.31517	-0.024995
('HG-5-113-01 12245', 'smCenterCompoundID: 10015', 'smSalt: 101', 'smLincsID: LSM-5982', 'smName: HG-5-113-01', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B07')	1401.0	1326.0	4223.0	0.31399	-0.026767
