	('totalNumberofCells(Nuclei) 0',)	('numberofApoptoticCells 1',)	('relativeViability 2',)	('meanRelativeViability 3',)	('apoptosisFraction 4',)	('meanApoptosisFraction 5',)
('SB590885 4054', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 72', 'replicate: 3')						
('SB590885 4055', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 72', 'replicate: 4')						
('SB590885 4056', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 1')	3360.0	10.0	1.9702	1.8176	0.0029762	0.0022125
('SB590885 4057', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 2')	3898.0	5.0	2.2896	1.8176	0.0012827	0.0022125
('SB590885 4058', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 3')	2387.0	4.0	1.4015	1.8176	0.0016757	0.0022125
('SB590885 4059', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 4')	2744.0	8.0	1.6091	1.8176	0.0029155	0.0022125
('SB590885 4060', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 1')	4144.0	5.0	1.5105	1.3782	0.0012066	0.0017433
('SB590885 4061', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 2')	3564.0	6.0	1.2985	1.3782	0.0016835	0.0017433
('SB590885 4062', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 3')	3553.0	9.0	1.2934	1.3782	0.0025331	0.0017433
('SB590885 4063', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 4')	3871.0	6.0	1.4105	1.3782	0.00155	0.0017433
('SB590885 4064', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 1')						
('SB590885 4065', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 2')						
('SB590885 4066', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 3')						
('SB590885 4067', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 4')						
('SB590885 4068', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 1')	3687.0	11.0	2.162	2.068	0.0029835	0.0026414
('SB590885 4069', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 2')	4354.0	8.0	2.556	2.068	0.0018374	0.0026414
('SB590885 4070', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 3')	2646.0	9.0	1.5509	2.068	0.0034014	0.0026414
('SB590885 4071', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 4')	3414.0	8.0	2.0032	2.068	0.0023433	0.0026414
('SB590885 4072', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 1')	3741.0	19.0	1.3583	1.469	0.0050789	0.0042307
('SB590885 4073', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 2')	4140.0	18.0	1.5043	1.469	0.0043478	0.0042307
('SB590885 4074', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 3')	3878.0	15.0	1.4098	1.469	0.003868	0.0042307
('SB590885 4075', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 4')	4410.0	16.0	1.6036	1.469	0.0036281	0.0042307
('SB590885 4076', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 1')						
('SB590885 4077', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 2')						
('SB590885 4078', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 3')						
('SB590885 4079', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 4')						
('SB590885 4080', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 1')	3448.0	11.0	2.0214	1.8941	0.0031903	0.0034994
('SB590885 4081', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 2')	4012.0	10.0	2.3537	1.8941	0.0024925	0.0034994
('SB590885 4082', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 3')	2425.0	9.0	1.4209	1.8941	0.0037113	0.0034994
('SB590885 4083', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 4')	3041.0	14.0	1.7803	1.8941	0.0046037	0.0034994
('SB590885 4084', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 48', 'replicate: 1')	3559.0	38.0	1.285	1.3267	0.010677	0.0088849
('SB590885 4085', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 48', 'replicate: 2')	4171.0	34.0	1.5098	1.3267	0.0081515	0.0088849
('SB590885 4086', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 48', 'replicate: 3')	3190.0	21.0	1.1565	1.3267	0.0065831	0.0088849
('SB590885 4087', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 48', 'replicate: 4')	3752.0	38.0	1.3554	1.3267	0.010128	0.0088849
('SB590885 4088', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 72', 'replicate: 1')						
('SB590885 4089', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 72', 'replicate: 2')						
('SB590885 4090', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 72', 'replicate: 3')						
('SB590885 4091', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 72', 'replicate: 4')						
('SB590885 4092', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 1')	2523.0	15.0	1.475	1.086	0.0059453	0.012913
('SB590885 4093', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 2')	2666.0	24.0	1.5538	1.086	0.0090023	0.012913
('SB590885 4094', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 3')	1084.0	18.0	0.62694	1.086	0.016605	0.012913
('SB590885 4095', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 4')	1194.0	24.0	0.68811	1.086	0.020101	0.012913
('SB590885 4096', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 1')	3489.0	91.0	1.2401	0.90506	0.026082	0.030899
('SB590885 4097', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 2')	3500.0	64.0	1.2539	0.90506	0.018286	0.030899
('SB590885 4098', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 3')	1299.0	48.0	0.45654	0.90506	0.036952	0.030899
('SB590885 4099', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 4')	1916.0	81.0	0.66967	0.90506	0.042276	0.030899
('SB590885 4100', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 1')						
('SB590885 4101', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 2')						
('SB590885 4102', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 3')						
('SB590885 4103', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 4')						
('SB590885 4104', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 1')	1753.0	46.0	1.0039	0.67973	0.026241	0.037194
('SB590885 4105', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 2')	1691.0	45.0	0.96806	0.67973	0.026611	0.037194
('SB590885 4106', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 3')	669.0	35.0	0.37287	0.67973	0.052317	0.037194
('SB590885 4107', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 4')	665.0	29.0	0.37405	0.67973	0.043609	0.037194
('SB590885 4108', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 1')	2701.0	165.0	0.9255	0.58665	0.061088	0.080148
('SB590885 4109', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 2')	2489.0	158.0	0.85068	0.58665	0.063479	0.080148
('SB590885 4110', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 3')	912.0	100.0	0.29633	0.58665	0.10965	0.080148
('SB590885 4111', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 4')	822.0	71.0	0.27407	0.58665	0.086375	0.080148
('SB590885 4112', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 1')						
('SB590885 4113', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 2')						
('SB590885 4114', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 3')						
('SB590885 4115', 'smCenterCompoundID: 10046.0', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 4')						
('PLX-4720 4116', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 24', 'replicate: 1')	3174.0	8.0	1.862	1.6766	0.0025205	0.0050214
('PLX-4720 4117', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 24', 'replicate: 2')	2771.0	9.0	1.6244	1.6766	0.0032479	0.0050214
('PLX-4720 4118', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 24', 'replicate: 3')	2959.0	25.0	1.7256	1.6766	0.0084488	0.0050214
('PLX-4720 4119', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 24', 'replicate: 4')	2556.0	15.0	1.4944	1.6766	0.0058685	0.0050214
('PLX-4720 4120', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 48', 'replicate: 1')	3865.0	1.0	1.4101	1.3444	0.00025873	0.0023593
('PLX-4720 4121', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 48', 'replicate: 2')	3223.0	7.0	1.1737	1.3444	0.0021719	0.0023593
('PLX-4720 4122', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 48', 'replicate: 3')	4064.0	15.0	1.4777	1.3444	0.0036909	0.0023593
('PLX-4720 4123', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 48', 'replicate: 4')	3619.0	12.0	1.3163	1.3444	0.0033158	0.0023593
('PLX-4720 4124', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 72', 'replicate: 1')						
('PLX-4720 4125', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 72', 'replicate: 2')						
('PLX-4720 4126', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 72', 'replicate: 3')						
('PLX-4720 4127', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 72', 'replicate: 4')						
('PLX-4720 4128', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 24', 'replicate: 1')	3637.0	13.0	2.1314	1.7876	0.0035744	0.0038837
('PLX-4720 4129', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 24', 'replicate: 2')	3215.0	9.0	1.8855	1.7876	0.0027994	0.0038837
('PLX-4720 4130', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 24', 'replicate: 3')	2850.0	17.0	1.6662	1.7876	0.0059649	0.0038837
('PLX-4720 4131', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 24', 'replicate: 4')	2503.0	8.0	1.4674	1.7876	0.0031962	0.0038837
('PLX-4720 4132', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 1')	3201.0	7.0	1.1656	1.2705	0.0021868	0.0022357
('PLX-4720 4133', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 2')	3571.0	0.0	1.3032	1.2705	0.0	0.0022357
('PLX-4720 4134', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 3')	3702.0	8.0	1.3481	1.2705	0.002161	0.0022357
('PLX-4720 4135', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 4')	3482.0	16.0	1.2649	1.2705	0.0045951	0.0022357
('PLX-4720 4136', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 72', 'replicate: 1')						
('PLX-4720 4137', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 72', 'replicate: 2')						
('PLX-4720 4138', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 72', 'replicate: 3')						
('PLX-4720 4139', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 72', 'replicate: 4')						
('PLX-4720 4140', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 1')	3119.0	10.0	1.8285	1.756	0.0032062	0.0035309
('PLX-4720 4141', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 2')	3325.0	11.0	1.9491	1.756	0.0033083	0.0035309
('PLX-4720 4142', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 3')	3020.0	11.0	1.7697	1.756	0.0036424	0.0035309
('PLX-4720 4143', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 4')	2521.0	10.0	1.4768	1.756	0.0039667	0.0035309
('PLX-4720 4144', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 1')	3231.0	6.0	1.1769	1.1865	0.001857	0.0020141
('PLX-4720 4145', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 2')	3876.0	5.0	1.4127	1.1865	0.00129	0.0020141
('PLX-4720 4146', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 3')	3255.0	5.0	1.1861	1.1865	0.0015361	0.0020141
('PLX-4720 4147', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 4')	2668.0	9.0	0.97038	1.1865	0.0033733	0.0020141
('PLX-4720 4148', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 1')						
('PLX-4720 4149', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 2')						
('PLX-4720 4150', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 3')						
('PLX-4720 4151', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 4')						
('PLX-4720 4152', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 1')	3925.0	13.0	2.3008	1.4881	0.0033121	0.0032051
('PLX-4720 4153', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 2')	3247.0	10.0	1.9038	1.4881	0.0030798	0.0032051
('PLX-4720 4154', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 3')	1780.0	7.0	1.0427	1.4881	0.0039326	0.0032051
('PLX-4720 4155', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 4')	1202.0	3.0	0.70516	1.4881	0.0024958	0.0032051
('PLX-4720 4156', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 1')	2266.0	5.0	0.82514	0.84594	0.0022065	0.0052535
('PLX-4720 4157', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 2')	2517.0	11.0	0.91455	0.84594	0.0043703	0.0052535
('PLX-4720 4158', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 3')	2612.0	16.0	0.94739	0.84594	0.0061256	0.0052535
