	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCountAfterTreatment 3',)	('relativeGrowthRateAfterTreatment 4',)
('308377 10293', 'smCenterCompoundID: 10008', 'smSalt: 101', 'smLincsID: LSM-1008', 'smName: Sorafenib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: B12')	2543.0	5463.0	5578.0	0.97927	0.96189
('308378 10294', 'smCenterCompoundID: 10008', 'smSalt: 101', 'smLincsID: LSM-1008', 'smName: Sorafenib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: B12')	2543.0	5237.0	5578.0	0.93875	0.88743
('308379 10295', 'smCenterCompoundID: 10008', 'smSalt: 101', 'smLincsID: LSM-1008', 'smName: Sorafenib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: B12')	2543.0	5153.0	5578.0	0.9237	0.85976
('308380 10296', 'smCenterCompoundID: 10119', 'smSalt: 101', 'smLincsID: LSM-1119', 'smName: SU11274', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: J12')	2543.0	6177.0	5578.0	1.1073	1.1971
('308381 10297', 'smCenterCompoundID: 10119', 'smSalt: 101', 'smLincsID: LSM-1119', 'smName: SU11274', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: J12')	2543.0	6212.0	5578.0	1.1135	1.2087
('308382 10298', 'smCenterCompoundID: 10119', 'smSalt: 101', 'smLincsID: LSM-1119', 'smName: SU11274', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: J12')	2543.0	6380.0	5578.0	1.1436	1.264
('308383 10299', 'smCenterCompoundID: 10141', 'smSalt: 101', 'smLincsID: LSM-1142', 'smName: TG 101348', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: L06')	2543.0	5792.0	5578.0	1.0382	1.0703
('308384 10300', 'smCenterCompoundID: 10141', 'smSalt: 101', 'smLincsID: LSM-1142', 'smName: TG 101348', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: L06')	2543.0	5558.0	5578.0	0.9963	0.99319
('308385 10301', 'smCenterCompoundID: 10141', 'smSalt: 101', 'smLincsID: LSM-1142', 'smName: TG 101348', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: L06')	2543.0	5780.0	5578.0	1.0361	1.0663
('308386 10302', 'smCenterCompoundID: 10171', 'smSalt: 101', 'smLincsID: LSM-1172', 'smName: TGX221', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: H24')	2543.0	4250.0	5578.0	0.76183	0.56225
('308387 10303', 'smCenterCompoundID: 10171', 'smSalt: 101', 'smLincsID: LSM-1172', 'smName: TGX221', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: H24')	2543.0	4266.0	5578.0	0.7647	0.56752
('308388 10304', 'smCenterCompoundID: 10171', 'smSalt: 101', 'smLincsID: LSM-1172', 'smName: TGX221', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: H24')	2543.0	4946.0	5578.0	0.88659	0.79156
('308389 10305', 'smCenterCompoundID: 10079', 'smSalt: 101', 'smLincsID: LSM-1079', 'smName: Torin1', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: O18')	2543.0	2032.0	5578.0	0.36424	-0.16851
('308390 10306', 'smCenterCompoundID: 10079', 'smSalt: 101', 'smLincsID: LSM-1079', 'smName: Torin1', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: O18')	2543.0	2083.0	5578.0	0.37339	-0.15171
('308391 10307', 'smCenterCompoundID: 10079', 'smSalt: 101', 'smLincsID: LSM-1079', 'smName: Torin1', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: O18')	2543.0	2096.0	5578.0	0.37572	-0.14742
('308392 10308', 'smCenterCompoundID: 10080', 'smSalt: 101', 'smLincsID: LSM-1080', 'smName: Torin2', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I24')	2543.0	1698.0	5578.0	0.30437	-0.27855
('308393 10309', 'smCenterCompoundID: 10080', 'smSalt: 101', 'smLincsID: LSM-1080', 'smName: Torin2', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I24')	2543.0	1680.0	5578.0	0.30115	-0.28448
('308394 10310', 'smCenterCompoundID: 10080', 'smSalt: 101', 'smLincsID: LSM-1080', 'smName: Torin2', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I24')	2543.0	1962.0	5578.0	0.3517	-0.19157
('308395 10311', 'smCenterCompoundID: 10021', 'smSalt: 101', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B18')	2543.0	1573.0	5578.0	0.28197	-0.31973
('308396 10312', 'smCenterCompoundID: 10021', 'smSalt: 101', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B18')	2543.0	1934.0	5578.0	0.34668	-0.2008
('308397 10313', 'smCenterCompoundID: 10021', 'smSalt: 101', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B18')	2543.0	1882.0	5578.0	0.33736	-0.21793
('308398 10314', 'smCenterCompoundID: 10142', 'smSalt: 101', 'smLincsID: LSM-1143', 'smName: Trametinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: P24')	2543.0	3405.0	5578.0	0.61036	0.28385
('308399 10315', 'smCenterCompoundID: 10142', 'smSalt: 101', 'smLincsID: LSM-1143', 'smName: Trametinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: P24')	2543.0	3447.0	5578.0	0.61789	0.29769
('308400 10316', 'smCenterCompoundID: 10142', 'smSalt: 101', 'smLincsID: LSM-1143', 'smName: Trametinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: P24')	2543.0	4204.0	5578.0	0.75359	0.54709
('308401 10317', 'smCenterCompoundID: 10111', 'smSalt: 101', 'smLincsID: LSM-1111', 'smName: TWS119', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M06')	2543.0	6114.0	5578.0	1.096	1.1764
('308402 10318', 'smCenterCompoundID: 10111', 'smSalt: 101', 'smLincsID: LSM-1111', 'smName: TWS119', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M06')	2543.0	5711.0	5578.0	1.0237	1.0436
('308403 10319', 'smCenterCompoundID: 10111', 'smSalt: 101', 'smLincsID: LSM-1111', 'smName: TWS119', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M06')	2543.0	6009.0	5578.0	1.0771	1.1418
('308404 10320', 'smCenterCompoundID: 10068', 'smSalt: 101', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C18')	2543.0	5416.0	5578.0	0.97084	0.94641
('308405 10321', 'smCenterCompoundID: 10068', 'smSalt: 101', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C18')	2543.0	5680.0	5578.0	1.0182	1.0334
('308406 10322', 'smCenterCompoundID: 10068', 'smSalt: 101', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C18')	2543.0	5868.0	5578.0	1.0519	1.0953
('308407 10323', 'smCenterCompoundID: 10481', 'smSalt: 101', 'smLincsID: ', 'smName: Withaferin A', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: G18')	2543.0	5714.0	5578.0	1.0243	1.0446
('308408 10324', 'smCenterCompoundID: 10481', 'smSalt: 101', 'smLincsID: ', 'smName: Withaferin A', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: G18')	2543.0	5861.0	5578.0	1.0506	1.093
('308409 10325', 'smCenterCompoundID: 10481', 'smSalt: 101', 'smLincsID: ', 'smName: Withaferin A', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: G18')	2543.0	5500.0	5578.0	0.9859	0.97408
('308410 10326', 'smCenterCompoundID: 10481', 'smSalt: 101', 'smLincsID: ', 'smName: Withaferin A', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: G18')	2543.0	6093.0	5578.0	1.0922	1.1695
('308411 10327', 'smCenterCompoundID: 10481', 'smSalt: 101', 'smLincsID: ', 'smName: Withaferin A', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: G18')	2543.0	5782.0	5578.0	1.0364	1.067
('308412 10328', 'smCenterCompoundID: 10481', 'smSalt: 101', 'smLincsID: ', 'smName: Withaferin A', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: G18')	2543.0	5552.0	5578.0	0.99522	0.99121
('308413 10329', 'smCenterCompoundID: 10064', 'smSalt: 101', 'smLincsID: LSM-1064', 'smName: WYE-125132', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L12')	2543.0	2371.0	5578.0	0.42501	-0.056819
('308414 10330', 'smCenterCompoundID: 10064', 'smSalt: 101', 'smLincsID: LSM-1064', 'smName: WYE-125132', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L12')	2543.0	2390.0	5578.0	0.42842	-0.050559
('308415 10331', 'smCenterCompoundID: 10064', 'smSalt: 101', 'smLincsID: LSM-1064', 'smName: WYE-125132', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L12')	2543.0	2574.0	5578.0	0.4614	0.010062
('308416 10332', 'smCenterCompoundID: 10084', 'smSalt: 101', 'smLincsID: LSM-5970', 'smName: WZ3105', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D24')	2543.0	1183.0	5578.0	0.21206	-0.44823
('308417 10333', 'smCenterCompoundID: 10084', 'smSalt: 101', 'smLincsID: LSM-5970', 'smName: WZ3105', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D24')	2543.0	1083.0	5578.0	0.19413	-0.48117
('308418 10334', 'smCenterCompoundID: 10084', 'smSalt: 101', 'smLincsID: LSM-5970', 'smName: WZ3105', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D24')	2543.0	1401.0	5578.0	0.25114	-0.3764
('308419 10335', 'smCenterCompoundID: 10086', 'smSalt: 101', 'smLincsID: LSM-1086', 'smName: XMD11-50', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P12')	2543.0	3311.0	5578.0	0.59351	0.25288
('308420 10336', 'smCenterCompoundID: 10086', 'smSalt: 101', 'smLincsID: LSM-1086', 'smName: XMD11-50', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P12')	2543.0	4284.0	5578.0	0.76793	0.57345
('308421 10337', 'smCenterCompoundID: 10086', 'smSalt: 101', 'smLincsID: LSM-1086', 'smName: XMD11-50', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P12')	2543.0	4839.0	5578.0	0.86741	0.7563
('308422 10338', 'smCenterCompoundID: 10149', 'smSalt: 102', 'smLincsID: LSM-1150', 'smName: Y39983', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P06')	2543.0	3236.0	5578.0	0.58007	0.22817
('308423 10339', 'smCenterCompoundID: 10149', 'smSalt: 102', 'smLincsID: LSM-1150', 'smName: Y39983', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P06')	2543.0	5108.0	5578.0	0.91563	0.84493
('308424 10340', 'smCenterCompoundID: 10149', 'smSalt: 102', 'smLincsID: LSM-1150', 'smName: Y39983', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P06')	2543.0	4933.0	5578.0	0.88426	0.78727
('308425 10341', 'smCenterCompoundID: 10109', 'smSalt: 101', 'smLincsID: LSM-1109', 'smName: YM 201636', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N12')	2543.0	6190.0	5578.0	1.1096	1.2014
('308426 10342', 'smCenterCompoundID: 10109', 'smSalt: 101', 'smLincsID: LSM-1109', 'smName: YM 201636', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N12')	2543.0	6089.0	5578.0	1.0915	1.1681
('308427 10343', 'smCenterCompoundID: 10109', 'smSalt: 101', 'smLincsID: LSM-1109', 'smName: YM 201636', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N12')	2543.0	5884.0	5578.0	1.0547	1.1006
('308428 10344', 'smCenterCompoundID: 10053', 'smSalt: 101', 'smLincsID: LSM-1053', 'smName: ZSTK474', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: M18')	2543.0	5081.0	5578.0	0.91079	0.83604
('308429 10345', 'smCenterCompoundID: 10053', 'smSalt: 101', 'smLincsID: LSM-1053', 'smName: ZSTK474', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: M18')	2543.0	5066.0	5578.0	0.9081	0.83109
('308430 10346', 'smCenterCompoundID: 10053', 'smSalt: 101', 'smLincsID: LSM-1053', 'smName: ZSTK474', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: M18')	2543.0	5022.0	5578.0	0.90022	0.8166
('308431 10347', 'smCenterCompoundID: 10133', 'smSalt: 101', 'smLincsID: LSM-5742', 'smName: Afatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: G23')	2543.0	1758.0	5578.0	0.31513	-0.25878
('308432 10348', 'smCenterCompoundID: 10133', 'smSalt: 101', 'smLincsID: LSM-5742', 'smName: Afatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: G23')	2543.0	1582.0	5578.0	0.28358	-0.31677
('308433 10349', 'smCenterCompoundID: 10133', 'smSalt: 101', 'smLincsID: LSM-5742', 'smName: Afatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: G23')	2543.0	1711.0	5578.0	0.3067	-0.27427
('308434 10350', 'smCenterCompoundID: 10035', 'smSalt: 101', 'smLincsID: LSM-1035', 'smName: Sigma A6730', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B23')	2543.0	4953.0	5578.0	0.88785	0.79386
('308435 10351', 'smCenterCompoundID: 10035', 'smSalt: 101', 'smLincsID: LSM-1035', 'smName: Sigma A6730', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B23')	2543.0	4759.0	5578.0	0.85307	0.72995
('308436 10352', 'smCenterCompoundID: 10035', 'smSalt: 101', 'smLincsID: LSM-1035', 'smName: Sigma A6730', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B23')	2543.0	5001.0	5578.0	0.89645	0.80968
('308437 10353', 'smCenterCompoundID: 10011', 'smSalt: 101', 'smLincsID: LSM-1011', 'smName: Flavopiridol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A17')	2543.0	931.0	5578.0	0.16689	-0.53125
('308438 10354', 'smCenterCompoundID: 10011', 'smSalt: 101', 'smLincsID: LSM-1011', 'smName: Flavopiridol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A17')	2543.0	1251.0	5578.0	0.22425	-0.42582
('308439 10355', 'smCenterCompoundID: 10011', 'smSalt: 101', 'smLincsID: LSM-1011', 'smName: Flavopiridol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A17')	2543.0	1289.0	5578.0	0.23106	-0.4133
('308440 10356', 'smCenterCompoundID: 10004', 'smSalt: 101', 'smLincsID: LSM-1004', 'smName: AT-7519', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K05')	2543.0	3334.0	5578.0	0.59763	0.26046
('308441 10357', 'smCenterCompoundID: 10004', 'smSalt: 101', 'smLincsID: LSM-1004', 'smName: AT-7519', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K05')	2543.0	3092.0	5578.0	0.55425	0.18073
('308442 10358', 'smCenterCompoundID: 10004', 'smSalt: 101', 'smLincsID: LSM-1004', 'smName: AT-7519', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K05')	2543.0	3278.0	5578.0	0.5876	0.24201
('308443 10359', 'smCenterCompoundID: 10158', 'smSalt: 101', 'smLincsID: LSM-1159', 'smName: AZD 5438', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: J05')	2543.0	4221.0	5578.0	0.75663	0.55269
('308444 10360', 'smCenterCompoundID: 10158', 'smSalt: 101', 'smLincsID: LSM-1159', 'smName: AZD 5438', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: J05')	2543.0	4145.0	5578.0	0.74301	0.52765
('308445 10361', 'smCenterCompoundID: 10158', 'smSalt: 101', 'smLincsID: LSM-1159', 'smName: AZD 5438', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: J05')	2543.0	4511.0	5578.0	0.80862	0.64824
('308446 10362', 'smCenterCompoundID: 10059', 'smSalt: 101', 'smLincsID: LSM-1059', 'smName: AZD-6482', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: I05')	2543.0	5502.0	5578.0	0.98626	0.97474
('308447 10363', 'smCenterCompoundID: 10059', 'smSalt: 101', 'smLincsID: LSM-1059', 'smName: AZD-6482', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: I05')	2543.0	5267.0	5578.0	0.94413	0.89732
('308448 10364', 'smCenterCompoundID: 10059', 'smSalt: 101', 'smLincsID: LSM-1059', 'smName: AZD-6482', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I05')	2543.0	5796.0	5578.0	1.039	1.0716
('308449 10365', 'smCenterCompoundID: 10006', 'smSalt: 101', 'smLincsID: LSM-1006', 'smName: AZD7762', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L05')	2543.0	1687.0	5578.0	0.3024	-0.28217
('308450 10366', 'smCenterCompoundID: 10006', 'smSalt: 101', 'smLincsID: LSM-1006', 'smName: AZD7762', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L05')	2543.0	1647.0	5578.0	0.29523	-0.29535
('308451 10367', 'smCenterCompoundID: 10006', 'smSalt: 101', 'smLincsID: LSM-1006', 'smName: AZD7762', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L05')	2543.0	1736.0	5578.0	0.31119	-0.26603
('308452 10368', 'smCenterCompoundID: 10007', 'smSalt: 101', 'smLincsID: LSM-1007', 'smName: AZD8055', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: A11')	2543.0	1658.0	5578.0	0.2972	-0.29173
('308453 10369', 'smCenterCompoundID: 10007', 'smSalt: 101', 'smLincsID: LSM-1007', 'smName: AZD8055', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: A11')	2543.0	1801.0	5578.0	0.32284	-0.24462
('308454 10370', 'smCenterCompoundID: 10007', 'smSalt: 101', 'smLincsID: LSM-1007', 'smName: AZD8055', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: A11')	2543.0	1832.0	5578.0	0.32839	-0.2344
('308455 10371', 'smCenterCompoundID: 10164', 'smSalt: 101', 'smLincsID: LSM-1165', 'smName: AZD8330', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: G23')	2543.0	4562.0	5578.0	0.81776	0.66504
('308456 10372', 'smCenterCompoundID: 10164', 'smSalt: 101', 'smLincsID: LSM-1165', 'smName: AZD8330', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: G23')	2543.0	4150.0	5578.0	0.74391	0.5293
('308457 10373', 'smCenterCompoundID: 10164', 'smSalt: 101', 'smLincsID: LSM-1165', 'smName: AZD8330', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: G23')	2543.0	4611.0	5578.0	0.82654	0.68119
('308458 10374', 'smCenterCompoundID: 10067', 'smSalt: 101', 'smLincsID: LSM-1067', 'smName: AZD1152-HQPA', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D11')	2543.0	1991.0	5578.0	0.3569	-0.18202
('308459 10375', 'smCenterCompoundID: 10067', 'smSalt: 101', 'smLincsID: LSM-1067', 'smName: AZD1152-HQPA', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D11')	2543.0	2148.0	5578.0	0.38504	-0.13029
