	('MeanIntensityDAPI 0',)	('ElongationFactor 1',)	('MeanIntensityAlexa488 2',)	('MeanIntensityAlexa555 3',)	('TotalIntensityAlexa555 4',)	('MeanIntensityAlexa647 5',)	('Area 6',)	('Z 7',)	('SpotCellCount 8',)	('TotalIntensityDAPI 9',)	('MeanIntensityDAPIMedNorm 10',)	('MeanIntensityAlexa488MedNorm 11',)	('MeanIntensityAlexa555MedNorm 12',)	('TotalIntensityAlexa555MedNorm 13',)	('MeanIntensityAlexa647MedNorm 14',)	('TotalIntensityDAPIMedNorm 15',)	('SpotCellCountMedNorm 16',)	('RadialPosition 17',)	('Density 18',)	('EdUPositiveProportion 19',)	('CVElongationFactor 20',)	('CVZ 21',)	('CVRadialPosition 22',)	('CVDensity 23',)	('CVEdUPositiveProportion 24',)	('LoessSCC 25',)
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2163', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: CDH6_P55285', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   8', 'ECMp: CDH6')	160.84	1.781	151.061	69.67	194411.0	4.698	2877.0	5732.0	10.0	518317.0	0.5905	1.4366	1.2731	0.79606	0.5942	0.44866	0.25	96.459	0.68387	0.0	0.040961	0.001972	0.258126	0.40071	1.8887	0.8644
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2164', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: CDH8_P55286', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   6', 'ECMp: CDH8')	165.6	1.838	150.908	64.507	200352.0	4.543	3047.0	5728.0	16.5	470150.0	0.6079	1.4351	1.1787	0.82039	0.5746	0.40697	0.4125	102.976	0.87038	0.020833	0.061527	0.002431	0.123396	0.57032	1.151	1.0509
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2165', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: CEACAM6_P40199', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   5', 'ECMp: CEACAM6')	147.71	1.759	137.806	61.718	181824.0	4.361	2955.0	5724.0	13.0	416100.0	0.5422	1.3105	1.1278	0.74452	0.5516	0.36018	0.325	104.214	0.74604	0.0	0.101574	0.002045	0.186058	0.17368	1.3772	0.9197
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2166', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: COL1', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   3', 'ECMp: COL1')	139.02	1.78	124.651	58.588	174870.0	4.078	3164.0	5738.0	7.0	374983.0	0.5104	1.1854	1.0706	0.71605	0.5158	0.32459	0.175	103.732	0.6217	0.0	0.038624	0.001817	0.209599	0.75103		0.8562
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2167', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: COL23A1_Q86Y22', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   8', 'ECMp: COL23A1')	156.12	1.846	141.561	62.888	202593.0	4.613	3063.0	5730.0	9.5	425226.0	0.5731	1.3462	1.1492	0.82956	0.5834	0.36808	0.2375	118.577	0.49736	0.0	0.074736	0.001477	0.087244	0.26726	1.8897	0.8407
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2168', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: COL2A1_P02458', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   5', 'ECMp: COL2A1')	152.78	1.832	167.064	66.397	174557.0	4.494	2630.0	5736.0	12.0	371665.0	0.5609	1.5887	1.2133	0.71476	0.5684	0.32172	0.3	95.934	0.74604	0.0	0.026293	0.00166	0.187427	0.59632	1.4667	0.9987
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2169', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: COL3A1_P02461', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   8', 'ECMp: COL3A1')	151.03	1.818	141.903	63.683	184816.0	4.734	3278.0	5736.0	11.5	542908.0	0.5544	1.3495	1.1637	0.75677	0.5987	0.46995	0.2875	108.832	0.6217	0.0	0.098905	0.002461	0.119559	0.45857	1.9132	1.1079
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2170', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: COL4A1_P02462', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   5', 'ECMp: COL4A1')	147.2	1.984	129.497	58.648	201501.0	4.366	3288.0	5729.0	12.0	482966.0	0.5404	1.2315	1.0717	0.82509	0.5523	0.41806	0.3	104.85	0.6217	0.0	0.118229	0.002415	0.25372	0.52322	2.2361	0.8439
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2171', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: COL5A1_P20908', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   5', 'ECMp: COL5A1')	163.43	1.821	160.073	75.084	181946.0	4.735	2931.0	5738.0	10.0	418455.0	0.5999	1.5223	1.372	0.74502	0.599	0.36222	0.25	120.453	0.6217	0.0	0.047586	0.002536	0.165585	0.56474	2.2361	1.0698
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2172', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: DCN_P07585', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   4', 'ECMp: DCN')	172.31	1.844	154.398	74.486	251764.0	4.6	3422.0	5739.0	11.5	640144.0	0.6326	1.4683	1.3611	1.03091	0.5819	0.55412	0.2875	85.148	0.87038	0.0	0.072262	0.0006705	0.262663	0.18642		0.9329
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2173', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: DSG2_Q14126', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   4', 'ECMp: DSG2')	166.81	1.882	140.695	69.107	176501.0	4.683	2794.0	5738.0	14.0	370155.0	0.6124	1.338	1.2628	0.72272	0.5924	0.32041	0.35	111.255	0.93255	0.0	0.06227	0.0004256	0.233403	0.53244		1.0546
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2174', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: ECM1_Q16610', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   8', 'ECMp: ECM1')	170.5	1.852	157.345	71.74	204138.0	4.671	2748.0	5737.0	12.5	446590.0	0.6259	1.4963	1.3109	0.83589	0.5909	0.38657	0.3125	104.905	0.87038	0.0	0.067501	0.002148	0.275177	0.40703	1.3853	1.0907
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2175', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: FN1_P02751', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   5', 'ECMp: FN1')	158.19	1.854	147.088	70.476	210698.0	4.807	2791.0	5730.0	11.0	509258.0	0.5807	1.3988	1.2878	0.86275	0.6081	0.44082	0.275	109.114	0.74604	0.0	0.096952	0.001587	0.306608	0.42492	2.2361	0.9599
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2176', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: GAP43_P17677', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:  10', 'ECMp: GAP43')	148.71	1.789	144.317	64.426	179857.0	4.38	2730.0	5737.0	13.0	391471.0	0.5459	1.3724	1.1773	0.73647	0.5541	0.33886	0.325	117.857	0.77712	0.0	0.037637	0.001013	0.098189	0.36843	3.1623	1.0339
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2177', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: HyA500K', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   5', 'ECMp: HyA500K')	157.84	1.891	143.288	62.725	171965.0	4.408	2747.0	5737.0	11.0	419042.0	0.5795	1.3626	1.1462	0.70415	0.5576	0.36273	0.275	92.226	0.74604	0.0	0.05912	0.0006797	0.245199	0.6553		1.1056
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2178', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: HyA50K', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:  10', 'ECMp: HyA50K')	154.38	1.815	150.675	69.229	179180.0	4.514	2874.0	5735.0	13.5	413746.0	0.5667	1.4329	1.265	0.73369	0.571	0.35814	0.3375	118.308	0.87038	0.0	0.09664	0.001342	0.231327	0.54193	1.377	1.1949
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2179', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: ICAM1_P05362', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   7', 'ECMp: ICAM1')	145.36	1.784	133.781	63.498	215274.0	4.324	2821.0	5738.0	15.0	469306.0	0.5336	1.2722	1.1603	0.88149	0.5469	0.40624	0.375	114.168	1.11906	0.0	0.036249	0.001785	0.216097	0.52011	1.7918	0.9842
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2180', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: INGAVB2', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   3', 'ECMp: INGAVB2')	154.64	1.888	139.733	63.587	166623.0	4.398	2862.0	5725.0	11.0	384104.0	0.5677	1.3288	1.1619	0.68228	0.5563	0.33249	0.275	111.51	0.49736	0.0	0.055937	0.0007369	0.40364	0.24744	1.7321	0.9006
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2181', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: ITGA10B1', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   3', 'ECMp: ITGA10B1')	155.23	1.895	130.382	68.406	223896.0	4.972	3238.0	5733.0	10.0	636764.0	0.5699	1.2399	1.25	0.91679	0.6289	0.55119	0.25	119.809	0.49736	0.0	0.087251	0.001271	0.277779	0.47738	1.7321	0.873
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2182', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: ITGA2B1', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   4', 'ECMp: ITGA2B1')	156.15	1.763	176.118	62.246	166172.0	4.542	2361.0	5726.0	13.0	381057.0	0.5732	1.6748	1.1374	0.68043	0.5745	0.32985	0.325	105.538	0.80821	0.0	0.064097	0.001493	0.183234	0.27325		1.0003
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2183', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: ITGA3B1', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   4', 'ECMp: ITGA3B1')	174.86	1.837	173.514	73.592	218978.0	4.59	3223.0	5735.0	9.0	592686.0	0.6419	1.6501	1.3448	0.89666	0.5805	0.51304	0.225	104.82	0.55953	0.055556	0.059202	0.001268	0.087078	0.46704	1.1547	0.8949
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2184', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: ITGA4B1', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   5', 'ECMp: ITGA4B1')	152.75	1.835	154.032	70.948	205394.0	4.327	2698.0	5735.0	15.0	457353.0	0.5607	1.4648	1.2964	0.84104	0.5473	0.39589	0.375	106.229	0.87038	0.0	0.016478	0.001271	0.156618	0.40825	2.2361	1.2749
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2185', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: ITGA6B4', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   4', 'ECMp: ITGA6B4')	164.63	1.811	145.175	70.87	208483.0	4.356	3027.0	5735.0	11.5	585454.0	0.6044	1.3806	1.295	0.85368	0.551	0.50678	0.2875	92.369	0.80821	0.0	0.043815	0.002066	0.129634	0.14184	2.0	0.9621
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2186', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: ITGA9B1', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   5', 'ECMp: ITGA9B1')	161.25	1.794	152.758	69.6	213176.0	4.694	3116.0	5730.0	11.0	465352.0	0.5919	1.4527	1.2718	0.8729	0.5938	0.40282	0.275	96.486	0.74604	0.090909	0.037251	0.001471	0.142113	0.4738	0.9205	1.1519
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2187', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: ITGAMB2', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   3', 'ECMp: ITGAMB2')	158.47	1.855	138.035	77.962	216275.0	4.334	2954.0	5739.0	12.0	463849.0	0.5817	1.3127	1.4246	0.88559	0.5482	0.40151	0.3	96.769	0.93255	0.043478	0.036263	0.002338	0.146719	1.26985	0.986	1.0
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2188', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: LAMA3_Q16787', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   9', 'ECMp: LAMA3')	150.11	1.839	141.889	61.6	177459.0	4.377	2812.0	5738.0	12.0	453274.0	0.551	1.3493	1.1256	0.72665	0.5536	0.39236	0.3	115.971	0.74604	0.0	0.053768	0.00156	0.201711	0.38426	3.0	0.9608
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2189', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: LAMB1_P07942', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   7', 'ECMp: LAMB1')	162.91	1.83	156.777	68.032	223134.0	4.597	2750.0	5738.0	13.0	494538.0	0.598	1.4909	1.2432	0.91367	0.5815	0.42808	0.325	106.321	0.74604	0.0	0.052596	0.001506	0.106196	0.55439	2.21	1.0994
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2190', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: LUM_P51884', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   6', 'ECMp: LUM')	169.43	1.758	167.325	70.041	178364.0	4.733	2531.0	5733.0	13.0	396947.0	0.622	1.5912	1.2799	0.73035	0.5987	0.3436	0.325	101.613	0.93255	0.0	0.034658	0.002275	0.23161	0.89146	2.4495	1.095
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2191', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: OMD_Q99983', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   3', 'ECMp: OMD')	148.91	1.809	135.034	64.421	189205.0	4.437	2968.0	5737.0	9.0	381512.0	0.5467	1.2842	1.1772	0.77474	0.5613	0.33024	0.225	111.789	0.6217	0.0	0.003211	0.0005705	0.07045	0.2	1.7321	1.0781
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2192', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: PECAM1_P16284', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   4', 'ECMp: PECAM1')	151.03	1.883	143.796	65.879	243907.0	4.442	3542.0	5732.0	10.0	586467.0	0.5544	1.3675	1.2038	0.99874	0.5619	0.50765	0.25	99.268	0.74604	0.0	0.076085	0.001638	0.069014	0.30429		1.048
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2193', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: POSTN_ Q15063', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   7', 'ECMp: POSTN')	144.33	1.757	143.019	61.912	172396.0	4.7	2860.0	5738.0	19.0	385491.0	0.5298	1.3601	1.1313	0.70592	0.5945	0.33369	0.475	112.456	1.2434	0.052632	0.062031	0.001713	0.19034	0.48253	1.3213	1.3506
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2194', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: SPARC_ P09486', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   6', 'ECMp: SPARC')	167.07	1.873	167.671	68.274	190110.0	4.698	2780.0	5741.0	14.0	495058.0	0.6133	1.5945	1.2476	0.77845	0.5943	0.42853	0.35	113.451	0.74604	0.0	0.073375	0.001579	0.167042	0.40764	2.4495	1.0672
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2195', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: SPP1_P10451', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   4', 'ECMp: SPP1')	149.64	1.79	139.07	60.669	212396.0	4.795	3317.0	5737.0	8.5	508652.0	0.5493	1.3225	1.1086	0.8697	0.6065	0.4403	0.2125	119.636	0.43519	0.0	0.104618	0.000789	0.252234	0.52068	2.0	0.7781
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2196', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: THBS1_P07996', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   5', 'ECMp: THBS1')	175.82	1.766	154.981	64.868	195016.0	4.461	3202.0	5736.0	10.0	488777.0	0.6454	1.4738	1.1853	0.79854	0.5642	0.42309	0.25	100.028	0.74604	0.0	0.089639	0.001477	0.191798	0.22874	1.456	1.0464
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2197', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: TNC_P24821', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   6', 'ECMp: TNC')	156.92	1.837	136.833	61.244	204180.0	4.354	2862.0	5737.0	15.0	462377.0	0.5761	1.3013	1.1191	0.83606	0.5507	0.40024	0.375	106.719	0.87038	0.063406	0.038506	0.0006873	0.158937	0.75494	0.6932	1.1155
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2198', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: VCAM1_P19320', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   3', 'ECMp: VCAM1')	156.73	1.815	139.784	62.009	182584.0	4.679	2956.0	5725.0	10.0	396693.0	0.5754	1.3293	1.1331	0.74764	0.5919	0.34338	0.25	104.71	0.68387	0.0	0.059383	0.001838	0.090816	0.20145	1.7321	0.9386
('TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091 2199', 'id: TNFSF11_O14788-RnDSystems_390TN010CF_EPM2212091', 'ECMpAnnotID: VTN_P04004', 'Well: B02', 'Ligand: TNFSF11', 'ReplicateCount:   8', 'ECMp: VTN')	153.24	1.786	155.239	60.971	187459.0	4.569	2850.0	5737.0	13.0	441705.0	0.5625	1.4763	1.1141	0.76759	0.5779	0.38235	0.325	100.561	0.80821	0.0	0.074866	0.0007975	0.070437	0.31892	1.8516	0.9397
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2200', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: ALCAM_Q13740', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  16', 'ECMp: ALCAM')	303.74	1.795	137.095	68.337	229617.0	4.523	3399.0	5740.0	12.5	1067042.0	0.5611	1.4408	1.3072	0.9456	0.6015	0.45324	0.30488	101.737	1.05689	0.013889	0.077172	0.0006468	0.206091	0.58153	1.3111	1.1173
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2201', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: BCAN_ Q96GW7', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  10', 'ECMp: BCAN')	307.03	1.801	148.659	70.275	230758.0	4.761	3775.0	5742.0	11.0	970073.0	0.5672	1.5624	1.3443	0.95029	0.6331	0.41205	0.26829	102.17	0.74604	0.026316	0.079931	0.0005005	0.219308	0.57546	1.5419	0.9965
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2202', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: BGN_ P21810', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  13', 'ECMp: BGN')	305.57	1.852	150.84	69.007	230457.0	4.64	3745.0	5739.0	12.0	934943.0	0.5645	1.5853	1.3201	0.94906	0.617	0.39713	0.29268	102.62	0.74604	0.0	0.192866	0.001011	0.157447	0.97906	2.7551	0.8955
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2203', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: CADH15_P55291', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  13', 'ECMp: CADH15')	314.04	1.884	141.331	64.94	262501.0	4.862	3736.0	5741.0	15.0	976274.0	0.5802	1.4854	1.2423	1.08102	0.6465	0.41468	0.36585	104.583	0.99472	0.111111	0.075842	0.0005576	0.137319	0.48075	1.0911	0.9741
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2204', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: CD44_P16070', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  13', 'ECMp: CD44')	315.11	1.822	134.481	66.062	233115.0	4.491	3862.0	5740.0	15.0	961320.0	0.5821	1.4134	1.2637	0.96	0.5972	0.40833	0.36585	109.485	0.87038	0.0	0.116044	0.0007172	0.203742	0.4483	1.7461	1.076
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2205', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: CDH1_P12830', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  15', 'ECMp: CDH1')	309.84	1.829	142.727	66.837	206805.0	4.466	3240.0	5742.0	15.0	878941.0	0.5724	1.5	1.2786	0.85165	0.5938	0.37334	0.36585	107.253	0.87038	0.0	0.082816	0.0005098	0.23593	0.88517	1.2468	1.0864
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2206', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: CDH20_Q9HBT6', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  15', 'ECMp: CDH20')	304.62	1.779	144.681	67.717	226292.0	4.539	3730.0	5739.0	11.0	942818.0	0.5628	1.5206	1.2954	0.9319	0.6035	0.40047	0.26829	98.201	0.6217	0.0	0.088521	0.0005265	0.239936	0.54358	2.0879	0.9125
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2207', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: CDH3_P22223', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  11', 'ECMp: CDH3')	288.21	1.75	136.559	64.909	230887.0	4.643	3872.0	5743.0	12.0	959288.0	0.5325	1.4352	1.2417	0.95083	0.6173	0.40747	0.29268	102.952	0.74604	0.0	0.080562	0.0005121	0.185407	1.04854	1.6234	1.3227
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2208', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: CDH6_P55285', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  16', 'ECMp: CDH6')	327.56	1.899	146.406	64.892	235522.0	4.568	3769.0	5740.0	13.0	992019.0	0.6051	1.5387	1.2413	0.96991	0.6074	0.42137	0.31707	106.624	0.93255	0.0	0.182801	0.0006684	0.283582	0.58488	1.5322	0.9241
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2209', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: CDH8_P55286', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  16', 'ECMp: CDH8')	335.87	1.792	147.269	66.779	228838.0	4.401	3497.0	5740.0	14.0	950124.0	0.6205	1.5478	1.2774	0.94239	0.5852	0.40357	0.34146	110.847	0.90146	0.0	0.051385	0.0006046	0.170707	0.6863	1.9502	0.9694
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2210', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: CEACAM6_P40199', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  14', 'ECMp: CEACAM6')	291.12	1.848	136.419	63.226	209812.0	4.628	3489.0	5740.0	9.0	981634.0	0.5378	1.4337	1.2095	0.86404	0.6154	0.41696	0.21951	113.663	0.49736	0.0	0.116347	0.0005371	0.19528	0.42073	2.6734	0.97
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2211', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: COL1', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  14', 'ECMp: COL1')	307.71	1.931	136.249	60.942	232393.0	4.565	3905.0	5739.0	10.5	971077.0	0.5685	1.4319	1.1658	0.95703	0.607	0.41247	0.2561	106.486	0.6217	0.0	0.091565	0.0005701	0.160832	0.45541	1.6603	0.8452
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2212', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: COL23A1_Q86Y22', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  13', 'ECMp: COL23A1')	312.28	1.787	132.072	66.19	232769.0	4.369	3836.0	5739.0	16.0	1058123.0	0.5769	1.388	1.2662	0.95858	0.581	0.44945	0.39024	111.181	0.99472	0.045455	0.056756	0.0005034	0.180958	0.4765	1.0552	0.952
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2213', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: COL2A1_P02458', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  12', 'ECMp: COL2A1')	302.68	1.83	130.119	66.299	232740.0	4.518	3725.0	5741.0	15.5	949481.0	0.5592	1.3675	1.2683	0.95846	0.6008	0.4033	0.37805	109.507	0.87038	0.027778	0.078552	0.0005185	0.252666	0.50294	1.124	0.9881
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2214', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: COL3A1_P02461', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  16', 'ECMp: COL3A1')	305.24	1.812	149.176	70.557	228788.0	4.367	3549.0	5741.0	12.0	1004709.0	0.5639	1.5678	1.3497	0.94218	0.5806	0.42676	0.29268	107.025	0.77712	0.042572	0.048433	0.0005198	0.151199	0.52698	1.2009	1.0863
