	('meanTotalCellCountBeforeTreatment 0',)	('meanTotalCellCountAfterTreatment 1',)	('meanTotalControlCellCount 2',)	('meanRelativeCellCountAfterTreatment 3',)	('meanRelativeGrowthRateAfterTreatment 4',)
('334535 3679', 'smCenterCompoundID: 10053', 'smSalt: 101', 'smLincsID: LSM-1053', 'smName: ZSTK474', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1401.0	2371.0	4223.0	0.56152	0.34371
('334536 3680', 'smCenterCompoundID: 10133', 'smSalt: 101', 'smLincsID: LSM-5742', 'smName: Afatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1401.0	4223.0	0.33175	-0.00018644
('334537 3681', 'smCenterCompoundID: 10035', 'smSalt: 101', 'smLincsID: LSM-1035', 'smName: Sigma A6730', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	3559.0	4223.0	0.84275	0.76464
('334538 3682', 'smCenterCompoundID: 10011', 'smSalt: 101', 'smLincsID: LSM-1011', 'smName: Flavopiridol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	959.0	4223.0	0.22724	-0.1566
('334539 3683', 'smCenterCompoundID: 10004', 'smSalt: 101', 'smLincsID: LSM-1004', 'smName: AT-7519', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1174.0	4223.0	0.27815	-0.080402
('334540 3684', 'smCenterCompoundID: 10158', 'smSalt: 101', 'smLincsID: LSM-1159', 'smName: AZD 5438', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	2355.0	4223.0	0.55765	0.33792
('334541 3685', 'smCenterCompoundID: 10059', 'smSalt: 101', 'smLincsID: LSM-1059', 'smName: AZD-6482', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	3999.0	4223.0	0.94709	0.92082
('334542 3686', 'smCenterCompoundID: 10006', 'smSalt: 101', 'smLincsID: LSM-1006', 'smName: AZD7762', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1341.0	4223.0	0.31762	-0.021333
('334543 3687', 'smCenterCompoundID: 10007', 'smSalt: 101', 'smLincsID: LSM-1007', 'smName: AZD8055', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1361.0	4223.0	0.32235	-0.014245
('334544 3688', 'smCenterCompoundID: 10164', 'smSalt: 101', 'smLincsID: LSM-1165', 'smName: AZD8330', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	3474.0	4223.0	0.82278	0.73475
('334545 3689', 'smCenterCompoundID: 10067', 'smSalt: 101', 'smLincsID: LSM-1067', 'smName: AZD1152-HQPA', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	1290.0	4223.0	0.30554	-0.039408
('334546 3690', 'smCenterCompoundID: 10041', 'smSalt: 101', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1380.0	4223.0	0.32685	-0.007511
('334547 3691', 'smCenterCompoundID: 10028', 'smSalt: 102', 'smLincsID: LSM-1028', 'smName: BMS345541', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	3697.0	4223.0	0.8755	0.81366
('334548 3692', 'smCenterCompoundID: 10132', 'smSalt: 101', 'smLincsID: LSM-1132', 'smName: BMS-387032', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1121.0	4223.0	0.2656	-0.099186
('334549 3693', 'smCenterCompoundID: 10234', 'smSalt: 101', 'smLincsID: LSM-4257', 'smName: GDC-0980', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	1409.0	4223.0	0.3338	0.0028851
('334550 3694', 'smCenterCompoundID: 10122', 'smSalt: 101', 'smLincsID: LSM-1122', 'smName: NVP-AEW541', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	3778.0	4223.0	0.89461	0.84225
('334551 3695', 'smCenterCompoundID: 10046', 'smSalt: 101', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	4685.0	4223.0	1.1095	1.1638
('334552 3696', 'smCenterCompoundID: 10190', 'smSalt: 101', 'smLincsID: LSM-1191', 'smName: PIK-93', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	3898.0	4223.0	0.92302	0.88478
('334553 3697', 'smCenterCompoundID: 10031', 'smSalt: 101', 'smLincsID: LSM-1031', 'smName: KIN001-043', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	3311.0	4223.0	0.78402	0.67674
('334554 3698', 'smCenterCompoundID: 10233', 'smSalt: 101', 'smLincsID: LSM-4256', 'smName: BYL719', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	3342.0	4223.0	0.79136	0.68773
('334555 3699', 'smCenterCompoundID: 10161', 'smSalt: 101', 'smLincsID: LSM-1162', 'smName: NVP-AUY922', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	1584.0	4223.0	0.37516	0.064789
('334556 3700', 'smCenterCompoundID: 10045', 'smSalt: 101', 'smLincsID: LSM-1045', 'smName: A443654', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1178.0	4223.0	0.2791	-0.078984
('334557 3701', 'smCenterCompoundID: 10063', 'smSalt: 102', 'smLincsID: LSM-1063', 'smName: OSI-027', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1826.0	4223.0	0.43254	0.15068
('334558 3702', 'smCenterCompoundID: 10087', 'smSalt: 101', 'smLincsID: LSM-5577', 'smName: XMD11-85h', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	3737.0	4223.0	0.88498	0.82784
('334559 3703', 'smCenterCompoundID: 10017', 'smSalt: 101', 'smLincsID: LSM-6015', 'smName: HG-6-64-01', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	3319.0	4223.0	0.78592	0.67958
('334560 3704', 'smCenterCompoundID: 10039', 'smSalt: 101', 'smLincsID: LSM-5431', 'smName: WH-4-025', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	3382.0	4223.0	0.80099	0.70214
('334561 3705', 'smCenterCompoundID: 10082', 'smSalt: 101', 'smLincsID: LSM-5545', 'smName: WZ-4-145', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	2283.0	4223.0	0.5406	0.31241
('334562 3706', 'smCenterCompoundID: 10091', 'smSalt: 101', 'smLincsID: LSM-6299', 'smName: XMD16-144', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	1585.0	4223.0	0.37548	0.065262
('334563 3707', 'smCenterCompoundID: 10177', 'smSalt: 101', 'smLincsID: LSM-1178', 'smName: Brivanib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	4205.0	4223.0	0.99572	0.99359
('334564 3708', 'smCenterCompoundID: 10147', 'smSalt: 101', 'smLincsID: LSM-1148', 'smName: NVP-BKM120', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	1895.0	4223.0	0.44888	0.17513
('334565 3709', 'smCenterCompoundID: 10055', 'smSalt: 101', 'smLincsID: LSM-1055', 'smName: BX-912', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	1423.0	4223.0	0.33696	0.0076107
('334566 3710', 'smCenterCompoundID: 10120', 'smSalt: 102', 'smLincsID: LSM-1120', 'smName: Canertinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1608.0	4223.0	0.38084	0.073295
('334567 3711', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1875.0	4223.0	0.44399	0.16781
('334568 3712', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	1329.0	4223.0	0.3147	-0.025704
('334569 3713', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1081.0	4223.0	0.25605	-0.11348
('334570 3714', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	4056.0	4223.0	0.96051	0.9409
('334571 3715', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	2441.0	4223.0	0.57817	0.36864
('334572 3716', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	4613.0	4223.0	1.0924	1.1383
('334573 3717', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	3954.0	4223.0	0.93628	0.90463
('334574 3718', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	3946.0	4223.0	0.93454	0.90203
('334575 3719', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	4307.0	4223.0	1.02	1.03
('334576 3720', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	3837.0	4223.0	0.90873	0.8634
('334577 3721', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	2533.0	4223.0	0.59988	0.40113
('334578 3722', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	4602.0	4223.0	1.0897	1.1343
('334579 3723', 'smCenterCompoundID: 10097', 'smSalt: 101', 'smLincsID: LSM-1097', 'smName: Erlotinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	4054.0	4223.0	0.96012	0.94031
('334580 3724', 'smCenterCompoundID: 10157', 'smSalt: 101', 'smLincsID: LSM-1158', 'smName: Foretinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	1773.0	4223.0	0.41999	0.13189
('334581 3725', 'smCenterCompoundID: 10040', 'smSalt: 101', 'smLincsID: LSM-1040', 'smName: R406', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	4112.0	4223.0	0.97377	0.96075
('334582 3726', 'smCenterCompoundID: 10047', 'smSalt: 101', 'smLincsID: LSM-1047', 'smName: GDC-0941', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1864.0	4223.0	0.44154	0.16414
('334583 3727', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	3093.0	4223.0	0.73256	0.59972
('334584 3728', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	1489.0	4223.0	0.35259	0.031002
('334585 3729', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1453.0	4223.0	0.34406	0.018243
('334586 3730', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	2987.0	4223.0	0.70738	0.56203
('334587 3731', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	3031.0	4223.0	0.71788	0.57774
('334588 3732', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	4046.0	4223.0	0.95822	0.93747
('334589 3733', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1277.0	4223.0	0.30254	-0.043897
('334590 3734', 'smCenterCompoundID: 10128', 'smSalt: 101', 'smLincsID: LSM-1128', 'smName: GSK 690693', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	2938.0	4223.0	0.69578	0.54467
('334591 3735', 'smCenterCompoundID: 10014', 'smSalt: 101', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1457.0	4223.0	0.34509	0.019779
('334592 3736', 'smCenterCompoundID: 10015', 'smSalt: 101', 'smLincsID: LSM-5982', 'smName: HG-5-113-01', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	3418.0	4223.0	0.80944	0.71478
('334593 3737', 'smCenterCompoundID: 10016', 'smSalt: 101', 'smLincsID: LSM-5245', 'smName: HG-5-88-01', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	3390.0	4223.0	0.80281	0.70486
('334594 3738', 'smCenterCompoundID: 10023', 'smSalt: 103', 'smLincsID: LSM-1023', 'smName: Imatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	4499.0	4223.0	1.0653	1.0978
('334595 3739', 'smCenterCompoundID: 10100', 'smSalt: 101', 'smLincsID: LSM-36386', 'smName: JNK-9L', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	3306.0	4223.0	0.783	0.67521
('334596 3740', 'smCenterCompoundID: 10019', 'smSalt: 101', 'smLincsID: LSM-5674', 'smName: JW-7-24-1', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	3069.0	4223.0	0.72672	0.59098
('334597 3741', 'smCenterCompoundID: 10051', 'smSalt: 104', 'smLincsID: LSM-1051', 'smName: Lapatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1555.0	4223.0	0.36829	0.054511
('334598 3742', 'smCenterCompoundID: 10115', 'smSalt: 102', 'smLincsID: LSM-1115', 'smName: LDN-193189', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	4428.0	4223.0	1.0487	1.0729
('334599 3743', 'smCenterCompoundID: 10182', 'smSalt: 101', 'smLincsID: LSM-1183', 'smName: Linifanib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	4681.0	4223.0	1.1084	1.1623
('334600 3744', 'smCenterCompoundID: 10135', 'smSalt: 101', 'smLincsID: LSM-1135', 'smName: Linsitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	3707.0	4223.0	0.87779	0.81709
('334601 3745', 'smCenterCompoundID: 10479', 'smSalt: 102', 'smLincsID: ', 'smName: Mitoxantrone', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	1487.0	4223.0	0.35219	0.030411
('334602 3746', 'smCenterCompoundID: 10479', 'smSalt: 102', 'smLincsID: ', 'smName: Mitoxantrone', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1351.0	4223.0	0.32007	-0.017671
('334603 3747', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	2683.0	4223.0	0.63547	0.45441
('334604 3748', 'smCenterCompoundID: 10018', 'smSalt: 101', 'smLincsID: LSM-1018', 'smName: Neratinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	1408.0	4223.0	0.33348	0.0024126
('334605 3749', 'smCenterCompoundID: 10099', 'smSalt: 101', 'smLincsID: LSM-1099', 'smName: Nilotinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	4822.0	4223.0	1.1418	1.2123
('334606 3750', 'smCenterCompoundID: 10151', 'smSalt: 101', 'smLincsID: LSM-1152', 'smName: BIBF-1120', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	3918.0	4223.0	0.92784	0.89199
('334607 3751', 'smCenterCompoundID: 10061', 'smSalt: 101', 'smLincsID: LSM-1061', 'smName: NU7441', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	3992.0	4223.0	0.94544	0.91833
('334608 3752', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	1347.0	4223.0	0.31896	-0.019325
('334609 3753', 'smCenterCompoundID: 10024', 'smSalt: 101', 'smLincsID: LSM-1024', 'smName: NVP-TAE684', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	3927.0	4223.0	0.92989	0.89506
('334610 3754', 'smCenterCompoundID: 10071', 'smSalt: 101', 'smLincsID: LSM-1071', 'smName: PD0332991', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	2845.0	4223.0	0.67376	0.5117
('334611 3755', 'smCenterCompoundID: 10101', 'smSalt: 101', 'smLincsID: LSM-1101', 'smName: PD0325901', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	4082.0	4223.0	0.96675	0.95023
('334612 3756', 'smCenterCompoundID: 10101', 'smSalt: 101', 'smLincsID: LSM-1101', 'smName: PD0325901', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	3694.0	4223.0	0.87479	0.8126
('334613 3757', 'smCenterCompoundID: 10026', 'smSalt: 101', 'smLincsID: LSM-1026', 'smName: PD173074', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	4279.0	4223.0	1.0133	1.0199
('334614 3758', 'smCenterCompoundID: 10048', 'smSalt: 101', 'smLincsID: LSM-1048', 'smName: PD184352', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	4471.0	4223.0	1.0589	1.0881
('334615 3759', 'smCenterCompoundID: 10159', 'smSalt: 101', 'smLincsID: LSM-1160', 'smName: Pelitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	1455.0	4223.0	0.34453	0.018952
('334616 3760', 'smCenterCompoundID: 10116', 'smSalt: 101', 'smLincsID: LSM-1116', 'smName: PF431396', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	2164.0	4223.0	0.51242	0.27023
('334617 3761', 'smCenterCompoundID: 10112', 'smSalt: 101', 'smLincsID: LSM-1112', 'smName: PF477736', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	1325.0	4223.0	0.31383	-0.027004
('334618 3762', 'smCenterCompoundID: 10072', 'smSalt: 101', 'smLincsID: LSM-1072', 'smName: PF562271', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	2942.0	4223.0	0.69665	0.54596
('334619 3763', 'smCenterCompoundID: 10125', 'smSalt: 101', 'smLincsID: LSM-1125', 'smName: PHA-665752', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	4193.0	4223.0	0.99287	0.98934
('334620 3764', 'smCenterCompoundID: 10073', 'smSalt: 101', 'smLincsID: LSM-1073', 'smName: PHA-793887', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1597.0	4223.0	0.37832	0.069515
('334621 3765', 'smCenterCompoundID: 10126', 'smSalt: 101', 'smLincsID: LSM-1126', 'smName: PI103', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1778.0	4223.0	0.42102	0.13343
('334622 3766', 'smCenterCompoundID: 10049', 'smSalt: 101', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	3863.0	4223.0	0.91473	0.87238
('334623 3767', 'smCenterCompoundID: 10075', 'smSalt: 101', 'smLincsID: LSM-5803', 'smName: QL-X-138', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	2319.0	4223.0	0.54912	0.32517
('334624 3768', 'smCenterCompoundID: 10077', 'smSalt: 101', 'smLincsID: LSM-6019', 'smName: QL-XII-47', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	2085.0	4223.0	0.49371	0.24223
('334625 3769', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	1712.0	4223.0	0.40539	0.11004
('334626 3770', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	1401.0	1489.0	4223.0	0.35266	0.03112
('334627 3771', 'smCenterCompoundID: 10001', 'smSalt: 101', 'smLincsID: LSM-1001', 'smName: (R)- Roscovitine', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	1401.0	3923.0	4223.0	0.92902	0.89376
