	('cellCount 0',)	('eduPositive 1',)	('mpm2Positive 2',)	('eduPositiveNonMitotic 3',)	('eduPositiveMitotic 4',)
('39552 10049', 'smName: Tozasertib', 'clName: SJCRH30', 'recordedWell: N12', 'timepoint: 3', 'assayCompoundConcentration: 0.00019')	511.0	2.7397	0.0	2.7397	0.0
('39553 10050', 'smName: XMD-12', 'clName: SJCRH30', 'recordedWell: N13', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	327.0	23.853	0.30581	23.62	100.0
('39554 10051', 'smName: XMD-12', 'clName: SJCRH30', 'recordedWell: N13', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	233.0	4.721	0.0	4.721	0.0
('39555 10052', 'smName: XMD-12', 'clName: SJCRH30', 'recordedWell: N13', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	220.0	8.6364	0.0	8.6364	0.0
('39556 10053', 'smName: ', 'clName: SJCRH30', 'recordedWell: N14', 'timepoint: 1', 'assayCompoundConcentration: ')	319.0	32.288	0.31348	32.075	100.0
('39557 10054', 'smName: ', 'clName: SJCRH30', 'recordedWell: N14', 'timepoint: 2', 'assayCompoundConcentration: ')	450.0	6.8889	0.0	6.8889	0.0
('39558 10055', 'smName: ', 'clName: SJCRH30', 'recordedWell: N14', 'timepoint: 3', 'assayCompoundConcentration: ')	349.0	6.3037	0.0	6.3037	0.0
('39559 10056', 'smName: XMD-12', 'clName: SJCRH30', 'recordedWell: N15', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	282.0	30.496	0.35461	30.249	100.0
('39560 10057', 'smName: XMD-12', 'clName: SJCRH30', 'recordedWell: N15', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	207.0	5.314	0.48309	5.3398	0.0
('39561 10058', 'smName: XMD-12', 'clName: SJCRH30', 'recordedWell: N15', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	174.0	0.57471	0.0	0.57471	0.0
('39562 10059', 'smName: Taxol', 'clName: SJCRH30', 'recordedWell: N16', 'timepoint: 1', 'assayCompoundConcentration: 0.137176667')	297.0	35.69	2.6936	34.948	62.5
('39563 10060', 'smName: Taxol', 'clName: SJCRH30', 'recordedWell: N16', 'timepoint: 2', 'assayCompoundConcentration: 0.137176667')	109.0	2.7523	0.91743	2.7778	0.0
('39564 10061', 'smName: Taxol', 'clName: SJCRH30', 'recordedWell: N16', 'timepoint: 3', 'assayCompoundConcentration: 0.137176667')	89.0	2.2472	0.0	2.2472	0.0
('39565 10062', 'smName: XMD-12', 'clName: SJCRH30', 'recordedWell: N17', 'timepoint: 1', 'assayCompoundConcentration: 6.33333e-05')	350.0	32.571	0.0	32.571	0.0
('39566 10063', 'smName: XMD-12', 'clName: SJCRH30', 'recordedWell: N17', 'timepoint: 2', 'assayCompoundConcentration: 6.33333e-05')	354.0	7.9096	0.0	7.9096	0.0
('39567 10064', 'smName: XMD-12', 'clName: SJCRH30', 'recordedWell: N17', 'timepoint: 3', 'assayCompoundConcentration: 6.33333e-05')	421.0	9.7387	0.0	9.7387	0.0
('39568 10065', 'smName: Taxol', 'clName: SJCRH30', 'recordedWell: N18', 'timepoint: 1', 'assayCompoundConcentration: 0.137176667')	308.0	27.922	2.2727	26.91	71.429
('39569 10066', 'smName: Taxol', 'clName: SJCRH30', 'recordedWell: N18', 'timepoint: 2', 'assayCompoundConcentration: 0.137176667')	156.0	9.6154	0.0	9.6154	0.0
('39570 10067', 'smName: Taxol', 'clName: SJCRH30', 'recordedWell: N18', 'timepoint: 3', 'assayCompoundConcentration: 0.137176667')	83.0	0.0	0.0	0.0	0.0
('39571 10068', 'smName: XMD-12', 'clName: SJCRH30', 'recordedWell: N19', 'timepoint: 1', 'assayCompoundConcentration: 6.33333e-05')	397.0	22.67	0.0	22.67	0.0
('39572 10069', 'smName: XMD-12', 'clName: SJCRH30', 'recordedWell: N19', 'timepoint: 2', 'assayCompoundConcentration: 6.33333e-05')	404.0	0.49505	0.0	0.49505	0.0
('39573 10070', 'smName: XMD-12', 'clName: SJCRH30', 'recordedWell: N19', 'timepoint: 3', 'assayCompoundConcentration: 6.33333e-05')	446.0	0.0	0.0	0.0	0.0
('39574 10071', 'smName: Taxol', 'clName: SJCRH30', 'recordedWell: N20', 'timepoint: 1', 'assayCompoundConcentration: 0.00019')	404.0	32.673	0.24752	32.754	0.0
('39575 10072', 'smName: Taxol', 'clName: SJCRH30', 'recordedWell: N20', 'timepoint: 2', 'assayCompoundConcentration: 0.00019')	514.0	6.2257	0.0	6.2257	0.0
('39576 10073', 'smName: Taxol', 'clName: SJCRH30', 'recordedWell: N20', 'timepoint: 3', 'assayCompoundConcentration: 0.00019')	401.0	4.7382	0.0	4.7382	0.0
('39577 10074', 'smName: ', 'clName: SJCRH30', 'recordedWell: N21', 'timepoint: 1', 'assayCompoundConcentration: ')	432.0	30.787	0.0	30.787	0.0
('39578 10075', 'smName: ', 'clName: SJCRH30', 'recordedWell: N21', 'timepoint: 2', 'assayCompoundConcentration: ')	454.0	9.4714	0.0	9.4714	0.0
('39579 10076', 'smName: ', 'clName: SJCRH30', 'recordedWell: N21', 'timepoint: 3', 'assayCompoundConcentration: ')	463.0	5.6156	0.0	5.6156	0.0
('39580 10077', 'smName: Taxol', 'clName: SJCRH30', 'recordedWell: N22', 'timepoint: 1', 'assayCompoundConcentration: 0.00019')	402.0	31.841	0.0	31.841	0.0
('39581 10078', 'smName: Taxol', 'clName: SJCRH30', 'recordedWell: N22', 'timepoint: 2', 'assayCompoundConcentration: 0.00019')	378.0	11.111	0.0	11.111	0.0
('39582 10079', 'smName: Taxol', 'clName: SJCRH30', 'recordedWell: N22', 'timepoint: 3', 'assayCompoundConcentration: 0.00019')	383.0	2.611	0.0	2.611	0.0
('39583 10080', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: C03', 'timepoint: 1', 'assayCompoundConcentration: 33.33333333')	591.0	26.058	0.0	26.058	0.0
('39584 10081', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: C03', 'timepoint: 2', 'assayCompoundConcentration: 33.33333333')	471.0	5.9448	0.0	5.9448	0.0
('39585 10082', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: C03', 'timepoint: 3', 'assayCompoundConcentration: 33.33333333')	551.0	11.252	0.0	11.252	0.0
('39586 10083', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: C04', 'timepoint: 1', 'assayCompoundConcentration: ')	959.0	76.747	0.8342	76.656	87.5
('39587 10084', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: C04', 'timepoint: 2', 'assayCompoundConcentration: ')	1334.0	73.463	0.37481	73.363	100.0
('39588 10085', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: C04', 'timepoint: 3', 'assayCompoundConcentration: ')	2227.0	48.181	0.0	48.181	0.0
('39589 10086', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: C05', 'timepoint: 1', 'assayCompoundConcentration: 33.33333333')	508.0	23.425	0.0	23.425	0.0
('39590 10087', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: C05', 'timepoint: 2', 'assayCompoundConcentration: 33.33333333')	445.0	5.8427	0.0	5.8427	0.0
('39591 10088', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: C05', 'timepoint: 3', 'assayCompoundConcentration: 33.33333333')	481.0	9.3555	0.0	9.3555	0.0
('39592 10089', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: C06', 'timepoint: 1', 'assayCompoundConcentration: 33.33333333')	400.0	32.25	0.0	32.25	0.0
('39593 10090', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: C06', 'timepoint: 2', 'assayCompoundConcentration: 33.33333333')	177.0	0.0	0.0	0.0	0.0
('39594 10091', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: C06', 'timepoint: 3', 'assayCompoundConcentration: 33.33333333')	95.0	0.0	0.0	0.0	0.0
('39595 10092', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: C07', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	879.0	77.588	0.68259	77.434	100.0
('39596 10093', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: C07', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	1461.0	69.952	0.54757	69.787	100.0
('39597 10094', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: C07', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	2209.0	50.521	0.0	50.521	0.0
('39598 10095', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: C08', 'timepoint: 1', 'assayCompoundConcentration: 33.33333333')	421.0	29.929	0.0	29.929	0.0
('39599 10096', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: C08', 'timepoint: 2', 'assayCompoundConcentration: 33.33333333')	216.0	0.0	0.0	0.0	0.0
('39600 10097', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: C08', 'timepoint: 3', 'assayCompoundConcentration: 33.33333333')	145.0	0.0	0.68966	0.0	0.0
('39601 10098', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: C09', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	867.0	79.354	1.0381	79.254	88.889
('39602 10099', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: C09', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	1462.0	64.706	0.4104	64.56	100.0
('39603 10100', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: C09', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	2332.0	31.947	0.0	31.947	0.0
('39604 10101', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: C10', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	488.0	62.09	3.0738	61.099	93.333
('39605 10102', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: C10', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	298.0	12.752	4.3624	12.982	7.6923
('39606 10103', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: C10', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	346.0	17.341	1.1561	16.667	75.0
('39607 10104', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: C11', 'timepoint: 1', 'assayCompoundConcentration: ')	875.0	74.286	0.22857	74.227	100.0
('39608 10105', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: C11', 'timepoint: 2', 'assayCompoundConcentration: ')	906.0	81.347	0.66225	81.333	83.333
('39609 10106', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: C11', 'timepoint: 3', 'assayCompoundConcentration: ')	2101.0	37.934	0.0	37.934	0.0
('39610 10107', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: C12', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	316.0	62.025	6.962	60.884	77.273
('39611 10108', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: C12', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	103.0	7.767	3.8835	8.0808	0.0
('39612 10109', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: C12', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	420.0	22.857	3.8095	22.277	37.5
('39613 10110', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: C13', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	459.0	42.919	4.5752	42.009	61.905
('39614 10111', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: C13', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	460.0	7.8261	1.5217	7.947	0.0
('39615 10112', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: C13', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	336.0	16.964	1.4881	16.918	20.0
('39616 10113', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: C14', 'timepoint: 1', 'assayCompoundConcentration: ')	893.0	78.611	0.67189	78.579	83.333
('39617 10114', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: C14', 'timepoint: 2', 'assayCompoundConcentration: ')	1880.0	38.511	0.31915	38.314	100.0
('39618 10115', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: C14', 'timepoint: 3', 'assayCompoundConcentration: ')	2282.0	48.685	0.0	48.685	0.0
('39619 10116', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: C15', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	406.0	33.498	4.4335	32.474	55.556
('39620 10117', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: C15', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	376.0	10.372	2.3936	10.627	0.0
('39621 10118', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: C15', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	327.0	14.985	0.61162	15.077	0.0
('39622 10119', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: C16', 'timepoint: 1', 'assayCompoundConcentration: 33.33333333')	456.0	51.535	0.87719	51.106	100.0
('39623 10120', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: C16', 'timepoint: 2', 'assayCompoundConcentration: 33.33333333')	374.0	7.754	0.26738	7.7748	0.0
('39624 10121', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: C16', 'timepoint: 3', 'assayCompoundConcentration: 33.33333333')	210.0	26.667	0.0	26.667	0.0
('39625 10122', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: C17', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	814.0	78.87	0.9828	78.66	100.0
('39626 10123', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: C17', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	1409.0	55.571	0.070972	55.54	100.0
('39627 10124', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: C17', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	2093.0	49.498	0.14333	49.426	100.0
('39628 10125', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: C18', 'timepoint: 1', 'assayCompoundConcentration: 33.33333333')	519.0	64.933	1.3487	64.453	100.0
('39629 10126', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: C18', 'timepoint: 2', 'assayCompoundConcentration: 33.33333333')	506.0	25.099	0.59289	25.249	0.0
('39630 10127', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: C18', 'timepoint: 3', 'assayCompoundConcentration: 33.33333333')	392.0	39.031	1.2755	38.76	60.0
('39631 10128', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: C19', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	860.0	75.0	0.81395	74.795	100.0
('39632 10129', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: C19', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	1293.0	53.364	0.61872	53.152	87.5
('39633 10130', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: C19', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	1994.0	20.863	0.0	20.863	0.0
('39634 10131', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: C20', 'timepoint: 1', 'assayCompoundConcentration: 0.00019')	787.0	77.637	1.1436	77.635	77.778
('39635 10132', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: C20', 'timepoint: 2', 'assayCompoundConcentration: 0.00019')	1389.0	61.987	0.35997	61.85	100.0
('39636 10133', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: C20', 'timepoint: 3', 'assayCompoundConcentration: 0.00019')	1708.0	47.717	0.0	47.717	0.0
('39637 10134', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: C21', 'timepoint: 1', 'assayCompoundConcentration: ')	872.0	77.867	1.0321	77.636	100.0
('39638 10135', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: C21', 'timepoint: 2', 'assayCompoundConcentration: ')	1490.0	67.315	0.33557	67.205	100.0
('39639 10136', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: C21', 'timepoint: 3', 'assayCompoundConcentration: ')	1892.0	57.241	0.0	57.241	0.0
('39640 10137', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: C22', 'timepoint: 1', 'assayCompoundConcentration: 0.00019')	721.0	77.809	1.387	77.778	80.0
('39641 10138', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: C22', 'timepoint: 2', 'assayCompoundConcentration: 0.00019')	1277.0	54.033	0.62647	53.743	100.0
('39642 10139', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: C22', 'timepoint: 3', 'assayCompoundConcentration: 0.00019')	1692.0	39.184	0.0	39.184	0.0
('39643 10140', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: D03', 'timepoint: 1', 'assayCompoundConcentration: 33.33333333')	768.0	71.484	0.26042	71.41	100.0
('39644 10141', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: D03', 'timepoint: 2', 'assayCompoundConcentration: 33.33333333')	1139.0	49.429	0.17559	49.34	100.0
('39645 10142', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: D03', 'timepoint: 3', 'assayCompoundConcentration: 33.33333333')	1056.0	26.515	0.0	26.515	0.0
('39646 10143', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: D04', 'timepoint: 1', 'assayCompoundConcentration: ')	840.0	82.381	0.47619	82.297	100.0
('39647 10144', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: D04', 'timepoint: 2', 'assayCompoundConcentration: ')	1424.0	65.239	0.49157	65.138	85.714
('39648 10145', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: D04', 'timepoint: 3', 'assayCompoundConcentration: ')	2201.0	45.434	0.0	45.434	0.0
('39649 10146', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: D05', 'timepoint: 1', 'assayCompoundConcentration: 33.33333333')	823.0	62.819	0.0	62.819	0.0
('39650 10147', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: D05', 'timepoint: 2', 'assayCompoundConcentration: 33.33333333')	915.0	43.934	0.0	43.934	0.0
('39651 10148', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: D05', 'timepoint: 3', 'assayCompoundConcentration: 33.33333333')	1209.0	18.28	0.082713	18.212	100.0
('39652 10149', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: D06', 'timepoint: 1', 'assayCompoundConcentration: 33.33333333')	234.0	29.06	0.0	29.06	0.0
('39653 10150', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: D06', 'timepoint: 2', 'assayCompoundConcentration: 33.33333333')	247.0	58.704	0.0	58.704	0.0
('39654 10151', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: D06', 'timepoint: 3', 'assayCompoundConcentration: 33.33333333')	546.0	74.176	0.54945	74.033	100.0
('39655 10152', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: D07', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	883.0	80.974	0.79275	80.822	100.0
('39656 10153', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: D07', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	1370.0	73.65	0.65693	73.475	100.0
('39657 10154', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: D07', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	2064.0	58.479	0.14535	58.418	100.0
('39658 10155', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: D08', 'timepoint: 1', 'assayCompoundConcentration: 33.33333333')	95.0	14.737	0.0	14.737	0.0
('39659 10156', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: D08', 'timepoint: 2', 'assayCompoundConcentration: 33.33333333')	140.0	32.143	0.0	32.143	0.0
('39660 10157', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: D08', 'timepoint: 3', 'assayCompoundConcentration: 33.33333333')	97.0	59.794	0.0	59.794	0.0
('39661 10158', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: D09', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	749.0	78.905	0.40053	78.82	100.0
('39662 10159', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: D09', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	1467.0	65.372	0.2045	65.301	100.0
('39663 10160', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: D09', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	2293.0	45.486	0.17444	45.391	100.0
('39664 10161', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: D10', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	933.0	82.851	0.21436	82.814	100.0
('39665 10162', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: D10', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	1421.0	74.314	0.14075	74.278	100.0
('39666 10163', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: D10', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	2331.0	56.885	0.0429	56.867	100.0
('39667 10164', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: D11', 'timepoint: 1', 'assayCompoundConcentration: ')	856.0	83.411	0.11682	83.392	100.0
('39668 10165', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: D11', 'timepoint: 2', 'assayCompoundConcentration: ')	1392.0	74.138	0.43103	74.026	100.0
('39669 10166', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: D11', 'timepoint: 3', 'assayCompoundConcentration: ')	1997.0	54.732	0.050075	54.709	100.0
('39670 10167', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: D12', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	786.0	71.374	0.50891	71.228	100.0
('39671 10168', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: D12', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	1484.0	37.062	0.13477	36.977	100.0
('39672 10169', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: D12', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	2207.0	29.271	0.04531	29.238	100.0
('39673 10170', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: D13', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	465.0	32.258	1.0753	31.739	80.0
('39674 10171', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: D13', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	470.0	5.7447	0.42553	5.7692	0.0
('39675 10172', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: D13', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	445.0	6.9663	0.22472	6.982	0.0
('39676 10173', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: D14', 'timepoint: 1', 'assayCompoundConcentration: ')	833.0	79.352	0.72029	79.202	100.0
('39677 10174', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: D14', 'timepoint: 2', 'assayCompoundConcentration: ')	1337.0	73.149	0.89753	72.906	100.0
('39678 10175', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: D14', 'timepoint: 3', 'assayCompoundConcentration: ')	2180.0	54.817	0.045872	54.796	100.0
('39679 10176', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: D15', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	562.0	25.267	0.88968	24.955	60.0
('39680 10177', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: D15', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	485.0	3.299	0.61856	3.3195	0.0
('39681 10178', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: D15', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	432.0	5.0926	0.23148	5.1044	0.0
('39682 10179', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: D16', 'timepoint: 1', 'assayCompoundConcentration: 33.33333333')	231.0	50.216	14.719	42.64	94.118
('39683 10180', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: D16', 'timepoint: 2', 'assayCompoundConcentration: 33.33333333')	341.0	4.3988	1.173	4.1543	25.0
('39684 10181', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: D16', 'timepoint: 3', 'assayCompoundConcentration: 33.33333333')	301.0	11.96	1.6611	10.473	100.0
('39685 10182', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: D17', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	900.0	76.778	0.55556	76.76	80.0
('39686 10183', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: D17', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	1299.0	57.198	0.92379	56.954	83.333
('39687 10184', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: D17', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	2020.0	52.277	0.09901	52.23	100.0
('39688 10185', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: D18', 'timepoint: 1', 'assayCompoundConcentration: 33.33333333')	388.0	62.629	16.753	57.895	86.154
('39689 10186', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: D18', 'timepoint: 2', 'assayCompoundConcentration: 33.33333333')	346.0	8.3815	4.0462	6.6265	50.0
('39690 10187', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: D18', 'timepoint: 3', 'assayCompoundConcentration: 33.33333333')	239.0	10.879	0.41841	10.504	100.0
('39691 10188', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: D19', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	934.0	47.43	0.9636	46.919	100.0
('39692 10189', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: D19', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	1265.0	34.071	0.79051	33.546	100.0
('39693 10190', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: D19', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	1938.0	15.119	0.2064	14.995	75.0
('39694 10191', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: D20', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	401.0	43.89	9.7257	38.398	94.872
('39695 10192', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: D20', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	574.0	3.3101	0.52265	2.9772	66.667
('39696 10193', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: D20', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	338.0	9.4675	0.59172	9.2262	50.0
('39697 10194', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: D21', 'timepoint: 1', 'assayCompoundConcentration: ')	781.0	78.745	0.12804	78.718	100.0
('39698 10195', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: D21', 'timepoint: 2', 'assayCompoundConcentration: ')	1325.0	64.981	0.75472	64.791	90.0
('39699 10196', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: D21', 'timepoint: 3', 'assayCompoundConcentration: ')	2319.0	48.383	0.0	48.383	0.0
('39700 10197', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: D22', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	351.0	47.578	12.251	43.182	79.07
