	('auc 0',)
('490938 288', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10087', 'smallmolecule_smLincsID: LSM-5577', 'smallmolecule_smName: XMD11-85h', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	0.73642
('490939 289', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10091', 'smallmolecule_smLincsID: LSM-6299', 'smallmolecule_smName: XMD16-144', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.10565
('490940 290', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10097', 'smallmolecule_smLincsID: LSM-1097', 'smallmolecule_smName: Erlotinib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.8936
('490941 291', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10098', 'smallmolecule_smLincsID: LSM-1098', 'smallmolecule_smName: Gefitinib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	1.0063
('490942 292', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.72542
('490943 293', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10100', 'smallmolecule_smLincsID: LSM-36386', 'smallmolecule_smName: JNK-9L', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	0.29175
('490944 294', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10101', 'smallmolecule_smLincsID: LSM-1101', 'smallmolecule_smName: PD0325901', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.22938
('490945 295', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10101', 'smallmolecule_smLincsID: LSM-1101', 'smallmolecule_smName: PD0325901', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	0.17648
('490946 296', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10108', 'smallmolecule_smLincsID: LSM-1108', 'smallmolecule_smName: Geldanamycin', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.023772
('490947 297', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10108', 'smallmolecule_smLincsID: LSM-1108', 'smallmolecule_smName: Geldanamycin', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	-0.0088282
('490948 298', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10109', 'smallmolecule_smLincsID: LSM-1109', 'smallmolecule_smName: YM 201636', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.72636
('490949 299', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10111', 'smallmolecule_smLincsID: LSM-1111', 'smallmolecule_smName: TWS119', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.71752
('490950 300', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10112', 'smallmolecule_smLincsID: LSM-1112', 'smallmolecule_smName: PF477736', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.56351
('490951 301', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10115', 'smallmolecule_smLincsID: LSM-1115', 'smallmolecule_smName: LDN-193189', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.54041
('490952 302', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10116', 'smallmolecule_smLincsID: LSM-1116', 'smallmolecule_smName: PF431396', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.38962
('490953 303', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10117', 'smallmolecule_smLincsID: LSM-1117', 'smallmolecule_smName: Celastrol', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	0.40412
('490954 304', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10119', 'smallmolecule_smLincsID: LSM-1119', 'smallmolecule_smName: SU11274', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.83052
('490955 305', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10120', 'smallmolecule_smLincsID: LSM-1120', 'smallmolecule_smName: Canertinib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	0.66994
('490956 306', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10122', 'smallmolecule_smLincsID: LSM-1122', 'smallmolecule_smName: NVP-AEW541', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.85567
('490957 307', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10125', 'smallmolecule_smLincsID: LSM-1125', 'smallmolecule_smName: PHA-665752', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.77802
('490958 308', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10126', 'smallmolecule_smLincsID: LSM-1126', 'smallmolecule_smName: PI103', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	0.43099
('490959 309', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10127', 'smallmolecule_smLincsID: LSM-1127', 'smallmolecule_smName: Dovitinib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.54606
('490960 310', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10128', 'smallmolecule_smLincsID: LSM-1128', 'smallmolecule_smName: GSK 690693', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.91442
('490961 311', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10132', 'smallmolecule_smLincsID: LSM-1132', 'smallmolecule_smName: BMS-387032', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	-0.12694
('490962 312', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10133', 'smallmolecule_smLincsID: LSM-5742', 'smallmolecule_smName: Afatinib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	0.57426
('490963 313', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10134', 'smallmolecule_smLincsID: LSM-1134', 'smallmolecule_smName: GSK1904529A', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	0.89661
('490964 314', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10135', 'smallmolecule_smLincsID: LSM-1135', 'smallmolecule_smName: Linsitinib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.81536
('490965 315', 'smallmolecule_smSalt: 105', 'smallmolecule_smCenterCompoundID: 10138', 'smallmolecule_smLincsID: LSM-1139', 'smallmolecule_smName: Ruxolitinib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.89437
('490966 316', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10140', 'smallmolecule_smLincsID: LSM-1141', 'smallmolecule_smName: CYT387', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.51487
('490967 317', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10141', 'smallmolecule_smLincsID: LSM-1142', 'smallmolecule_smName: TG 101348', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.54344
('490968 318', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10142', 'smallmolecule_smLincsID: LSM-1143', 'smallmolecule_smName: Trametinib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.11427
('490969 319', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	0.085033
('490970 320', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10147', 'smallmolecule_smLincsID: LSM-1148', 'smallmolecule_smName: Buparlisib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.53402
('490971 321', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10148', 'smallmolecule_smLincsID: LSM-1149', 'smallmolecule_smName: XL147', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	1.0168
('490972 322', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10149', 'smallmolecule_smLincsID: LSM-1150', 'smallmolecule_smName: Y39983', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	0.58071
('490973 323', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10151', 'smallmolecule_smLincsID: LSM-1152', 'smallmolecule_smName: Nintedanib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	0.84919
('490974 324', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10157', 'smallmolecule_smLincsID: LSM-1158', 'smallmolecule_smName: Foretinib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.27812
('490975 325', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10158', 'smallmolecule_smLincsID: LSM-1159', 'smallmolecule_smName: AZD 5438', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	0.20555
('490976 326', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10159', 'smallmolecule_smLincsID: LSM-1160', 'smallmolecule_smName: Pelitinib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.64661
('490977 327', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10161', 'smallmolecule_smLincsID: LSM-1162', 'smallmolecule_smName: NVP-AUY922', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	-0.081041
('490978 328', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10164', 'smallmolecule_smLincsID: LSM-1165', 'smallmolecule_smName: AZD8330', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.074441
('490979 329', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10171', 'smallmolecule_smLincsID: LSM-1172', 'smallmolecule_smName: TGX221', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.80811
('490980 330', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10172', 'smallmolecule_smLincsID: LSM-1173', 'smallmolecule_smName: GSK1059615', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.57016
('490981 331', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10172', 'smallmolecule_smLincsID: LSM-1173', 'smallmolecule_smName: GSK1059615', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	0.60417
('490982 332', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10177', 'smallmolecule_smLincsID: LSM-1178', 'smallmolecule_smName: Brivanib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.86487
('490983 333', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10180', 'smallmolecule_smLincsID: LSM-1181', 'smallmolecule_smName: CHIR-99021', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	0.82805
('490984 334', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10182', 'smallmolecule_smLincsID: LSM-1183', 'smallmolecule_smName: Linifanib', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	0.92773
('490985 335', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10190', 'smallmolecule_smLincsID: LSM-1191', 'smallmolecule_smName: PIK-93', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.83178
('490986 336', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10232', 'smallmolecule_smLincsID: LSM-4255', 'smallmolecule_smName: BEZ235', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.26654
('490987 337', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10233', 'smallmolecule_smLincsID: LSM-4256', 'smallmolecule_smName: BYL719', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.90344
('490988 338', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10234', 'smallmolecule_smLincsID: LSM-4257', 'smallmolecule_smName: GDC-0980', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.40525
('490989 339', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	-0.20121
('490990 340', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	-0.22696
('490991 341', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.35005
('490992 342', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	0.36827
('490993 343', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP5')	0.38045
('490994 344', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'ljpLibraryPlate: LJP6')	0.33363
('490995 345', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10001', 'smallmolecule_smLincsID: LSM-1001', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.78849
('490996 346', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10004', 'smallmolecule_smLincsID: LSM-1004', 'smallmolecule_smName: AT-7519', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.13388
('490997 347', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10006', 'smallmolecule_smLincsID: LSM-1006', 'smallmolecule_smName: AZD7762', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.3906
('490998 348', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10007', 'smallmolecule_smLincsID: LSM-1007', 'smallmolecule_smName: AZD8055', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.050583
('490999 349', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10008', 'smallmolecule_smLincsID: LSM-1008', 'smallmolecule_smName: Sorafenib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.80596
('491000 350', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10009', 'smallmolecule_smLincsID: LSM-1009', 'smallmolecule_smName: CP466722', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.94607
('491001 351', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10010', 'smallmolecule_smLincsID: LSM-1010', 'smallmolecule_smName: CP724714', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.80678
('491002 352', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10011', 'smallmolecule_smLincsID: LSM-1011', 'smallmolecule_smName: Flavopiridol', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	-0.17814
('491003 353', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10014', 'smallmolecule_smLincsID: LSM-1014', 'smallmolecule_smName: GW843682', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.27252
('491004 354', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10015', 'smallmolecule_smLincsID: LSM-5982', 'smallmolecule_smName: HG-5-113-01', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.55989
('491005 355', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10016', 'smallmolecule_smLincsID: LSM-5245', 'smallmolecule_smName: HG-5-88-01', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.79031
('491006 356', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10017', 'smallmolecule_smLincsID: LSM-6015', 'smallmolecule_smName: HG-6-64-01', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.60183
('491007 357', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10018', 'smallmolecule_smLincsID: LSM-1018', 'smallmolecule_smName: Neratinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.54158
('491008 358', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10019', 'smallmolecule_smLincsID: LSM-5674', 'smallmolecule_smName: JW-7-24-1', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.63805
('491009 359', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.23231
('491010 360', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.049945
('491011 361', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10021', 'smallmolecule_smLincsID: LSM-1021', 'smallmolecule_smName: Tozasertib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.057
('491012 362', 'smallmolecule_smSalt: 103', 'smallmolecule_smCenterCompoundID: 10023', 'smallmolecule_smLincsID: LSM-1023', 'smallmolecule_smName: Imatinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	1.0004
('491013 363', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.69894
('491014 364', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	-0.075069
('491015 365', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	-0.35715
('491016 366', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10026', 'smallmolecule_smLincsID: LSM-1026', 'smallmolecule_smName: PD173074', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	1.0713
('491017 367', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10027', 'smallmolecule_smLincsID: LSM-1027', 'smallmolecule_smName: Crizotinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.60402
('491018 368', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10028', 'smallmolecule_smLincsID: LSM-1028', 'smallmolecule_smName: BMS345541', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.75738
('491019 369', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10031', 'smallmolecule_smLincsID: LSM-1031', 'smallmolecule_smName: KIN001-043', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.87487
('491020 370', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10032', 'smallmolecule_smLincsID: LSM-1032', 'smallmolecule_smName: Saracatinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.74673
('491021 371', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10035', 'smallmolecule_smLincsID: LSM-1035', 'smallmolecule_smName: Sigma A6730', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.76917
('491022 372', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10039', 'smallmolecule_smLincsID: LSM-5431', 'smallmolecule_smName: WH-4-025', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.41015
('491023 373', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10040', 'smallmolecule_smLincsID: LSM-1040', 'smallmolecule_smName: R406', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.87712
('491024 374', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10041', 'smallmolecule_smLincsID: LSM-1041', 'smallmolecule_smName: BI-2536', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	-0.17036
('491025 375', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10045', 'smallmolecule_smLincsID: LSM-1045', 'smallmolecule_smName: A443654', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	-0.0024211
('491026 376', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10046', 'smallmolecule_smLincsID: LSM-1046', 'smallmolecule_smName: SB590885', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.98346
('491027 377', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10047', 'smallmolecule_smLincsID: LSM-1047', 'smallmolecule_smName: GDC-0941', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.36287
('491028 378', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10048', 'smallmolecule_smLincsID: LSM-1048', 'smallmolecule_smName: PD184352', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.88483
('491029 379', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.82288
('491030 380', 'smallmolecule_smSalt: 104', 'smallmolecule_smCenterCompoundID: 10051', 'smallmolecule_smLincsID: LSM-1051', 'smallmolecule_smName: Lapatinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.91272
('491031 381', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10052', 'smallmolecule_smLincsID: LSM-1052', 'smallmolecule_smName: Rapamycin', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.53722
('491032 382', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10053', 'smallmolecule_smLincsID: LSM-1053', 'smallmolecule_smName: ZSTK474', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP6')	0.44359
('491033 383', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10055', 'smallmolecule_smLincsID: LSM-1055', 'smallmolecule_smName: BX-912', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'ljpLibraryPlate: LJP5')	0.81832
