	('cellCount 0',)	('relativeCellCount 1',)	('relativeGrowth 2',)
(' 4490', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	829.0		
(' 4491', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	840.0		
(' 4492', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	856.0		
(' 4493', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	861.0		
(' 4494', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	890.0		
(' 4495', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	828.0		
(' 4496', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	779.0		
(' 4497', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	807.0		
(' 4498', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	810.0		
(' 4499', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	757.0		
(' 4500', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	812.0		
(' 4501', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	769.0		
(' 4502', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	716.0		
(' 4503', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	802.0		
(' 4504', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	689.0		
(' 4505', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	636.0		
(' 4506', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	855.0		
(' 4507', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	889.0		
(' 4508', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	950.0		
(' 4509', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	954.0		
(' 4510', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	1014.0		
(' 4511', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	988.0		
(' 4512', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	937.0		
(' 4513', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	960.0		
(' 4514', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	864.0		
(' 4515', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	972.0		
(' 4516', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	924.0		
(' 4517', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	930.0		
(' 4518', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	839.0		
(' 4519', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	992.0		
(' 4520', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	950.0		
(' 4521', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	934.0		
(' 4522', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	886.0		
(' 4523', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	872.0		
(' 4524', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	897.0		
(' 4525', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	838.0		
(' 4526', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	844.0		
(' 4527', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	846.0		
(' 4528', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	692.0		
(' 4529', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	667.0		
(' 4530', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	788.0		
(' 4531', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	795.0		
(' 4532', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	921.0		
(' 4533', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	966.0		
(' 4534', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	922.0		
(' 4535', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	1051.0		
(' 4536', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	999.0		
(' 4537', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	889.0		
(' 4538', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	918.0		
(' 4539', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	937.0		
(' 4540', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	941.0		
(' 4541', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	1023.0		
(' 4542', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	938.0		
(' 4543', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	925.0		
(' 4544', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	891.0		
(' 4545', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	912.0		
(' 4546', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	992.0		
(' 4547', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	905.0		
(' 4548', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	873.0		
(' 4549', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	920.0		
(' 4550', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	955.0		
(' 4551', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	947.0		
(' 4552', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	819.0		
(' 4553', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	687.0		
(' 4554', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	750.0		
(' 4555', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	866.0		
(' 4556', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	906.0		
(' 4557', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	845.0		
(' 4558', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	856.0		
(' 4559', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	1000.0		
(' 4560', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	898.0		
(' 4561', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	948.0		
(' 4562', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	984.0		
(' 4563', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	953.0		
(' 4564', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	903.0		
(' 4565', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	1024.0		
(' 4566', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	1007.0		
(' 4567', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	895.0		
(' 4568', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	887.0		
(' 4569', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	910.0		
(' 4570', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	952.0		
(' 4571', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	853.0		
(' 4572', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	902.0		
(' 4573', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	906.0		
(' 4574', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	834.0		
(' 4575', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	1006.0		
(' 4576', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	786.0		
(' 4577', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	728.0		
(' 4578', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	763.0		
(' 4579', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	852.0		
(' 4580', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	795.0		
(' 4581', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	884.0		
(' 4582', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	908.0		
(' 4583', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	947.0		
(' 4584', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	974.0		
(' 4585', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	924.0		
(' 4586', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	940.0		
(' 4587', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	949.0		
(' 4588', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	899.0		
(' 4589', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	996.0		
(' 4590', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	946.0		
(' 4591', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	894.0		
(' 4592', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	939.0		
(' 4593', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	903.0		
(' 4594', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	923.0		
(' 4595', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	909.0		
(' 4596', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	843.0		
(' 4597', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	965.0		
(' 4598', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	997.0		
(' 4599', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	926.0		
(' 4600', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	779.0		
(' 4601', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	827.0		
(' 4602', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	671.0		
(' 4603', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	849.0		
(' 4604', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	931.0		
(' 4605', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	813.0		
(' 4606', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	859.0		
(' 4607', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	920.0		
(' 4608', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	884.0		
(' 4609', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	860.0		
(' 4610', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	880.0		
(' 4611', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	911.0		
(' 4612', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	998.0		
(' 4613', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	939.0		
(' 4614', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	949.0		
(' 4615', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	854.0		
(' 4616', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	826.0		
(' 4617', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	794.0		
(' 4618', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	866.0		
(' 4619', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	820.0		
(' 4620', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	924.0		
(' 4621', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	859.0		
(' 4622', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	865.0		
(' 4623', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	840.0		
(' 4624', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	788.0		
(' 4625', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	807.0		
(' 4626', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	762.0		
(' 4627', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	798.0		
(' 4628', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	869.0		
(' 4629', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	855.0		
(' 4630', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	915.0		
(' 4631', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	922.0		
(' 4632', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	950.0		
(' 4633', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	894.0		
(' 4634', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	875.0		
(' 4635', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	927.0		
(' 4636', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	898.0		
(' 4637', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	938.0		
(' 4638', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	978.0		
(' 4639', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	957.0		
(' 4640', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	891.0		
(' 4641', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	828.0		
(' 4642', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	786.0		
(' 4643', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	859.0		
(' 4644', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	944.0		
(' 4645', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	927.0		
(' 4646', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	838.0		
(' 4647', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	815.0		
(' 4648', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	760.0		
(' 4649', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	749.0		
(' 4650', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	730.0		
(' 4651', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	750.0		
(' 4652', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	856.0		
(' 4653', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	894.0		
(' 4654', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	781.0		
(' 4655', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	979.0		
(' 4656', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	922.0		
(' 4657', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	923.0		
(' 4658', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	849.0		
(' 4659', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	889.0		
(' 4660', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	817.0		
(' 4661', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	971.0		
(' 4662', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	936.0		
(' 4663', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	925.0		
(' 4664', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	868.0		
(' 4665', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	893.0		
(' 4666', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	832.0		
(' 4667', 'smSalt: ', 'smName: ', 'clName: MDA-MB-231', 'drugConcentration: ', 'replicate: 0', 'experimentDate: 2014-04-01')	845.0		
