	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCount 3',)	('normalizedGrowthRateInhibitionValue 4',)
('Gefitinib 12232', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N11')	513.0	2810.0	10386.0	0.27053	0.47967
('Gefitinib 12233', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N11')	513.0	2111.0	10494.0	0.20115	0.38372
('Gefitinib 12234', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N10')	513.0	1092.0	10537.0	0.10363	0.18903
('Gefitinib 12235', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N10')	513.0	997.0	10386.0	0.095987	0.16531
('Gefitinib 12236', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N10')	513.0	972.0	10494.0	0.092618	0.15793
('Gefitinib 12237', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N09')	513.0	923.0	10537.0	0.087588	0.14404
('Gefitinib 12238', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N09')	513.0	817.0	10386.0	0.078657	0.11304
('Gefitinib 12239', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N09')	513.0	850.0	10494.0	0.080993	0.1228
('Gefitinib 12240', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N08')	513.0	919.0	10537.0	0.087209	0.1429
('Gefitinib 12241', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N08')	513.0	760.0	10386.0	0.073169	0.094642
('Gefitinib 12242', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N08')	513.0	680.0	10494.0	0.064795	0.0667
('Gefitinib 12243', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: N07')	513.0	840.0	10537.0	0.079712	0.11958
('Gefitinib 12244', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: N07')	513.0	833.0	10386.0	0.080198	0.11803
('Gefitinib 12245', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Gefitinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: N07')	513.0	800.0	10494.0	0.076229	0.10727
('Nilotinib 12246', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N18')	513.0	11011.0	10254.0	1.0737	1.0332
('Nilotinib 12247', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N18')	513.0	11221.0	10349.0	1.0842	1.0377
('Nilotinib 12248', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N18')	513.0	10551.0	10483.0	1.0064	1.0029
('Nilotinib 12249', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N17')	513.0	10605.0	10254.0	1.0342	1.0156
('Nilotinib 12250', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N17')	513.0	10667.0	10349.0	1.0307	1.014
('Nilotinib 12251', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N17')	513.0	10555.0	10483.0	1.0068	1.0031
('Nilotinib 12252', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N16')	513.0	10279.0	10254.0	1.0024	1.0011
('Nilotinib 12253', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N16')	513.0	9871.0	10349.0	0.95376	0.97827
('Nilotinib 12254', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N16')	513.0	9809.0	10483.0	0.93565	0.96967
('Nilotinib 12255', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N15')	513.0	10906.0	10254.0	1.0635	1.0287
('Nilotinib 12256', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N15')	513.0	11146.0	10349.0	1.077	1.0345
('Nilotinib 12257', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N15')	513.0	10603.0	10483.0	1.0114	1.0052
('Nilotinib 12258', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N14')	513.0	10575.0	10254.0	1.0312	1.0143
('Nilotinib 12259', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N14')	513.0	10990.0	10349.0	1.0619	1.0279
('Nilotinib 12260', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N14')	513.0	9793.0	10483.0	0.93413	0.96893
('Nilotinib 12261', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N13')	513.0	3889.0	10254.0	0.37924	0.59794
('Nilotinib 12262', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N13')	513.0	4406.0	10349.0	0.42572	0.64227
('Nilotinib 12263', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N13')	513.0	2998.0	10483.0	0.28597	0.50004
('JNK-9L 12264', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K24')	513.0	8900.0	10537.0	0.84457	0.92398
('JNK-9L 12265', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K24')	513.0	9039.0	10386.0	0.87023	0.93694
('JNK-9L 12266', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K24')	513.0	9117.0	10494.0	0.86872	0.93638
('JNK-9L 12267', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K23')	513.0	7744.0	10537.0	0.73487	0.86355
('JNK-9L 12268', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K23')	513.0	7641.0	10386.0	0.73564	0.86337
('JNK-9L 12269', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K23')	513.0	7463.0	10494.0	0.71112	0.84936
('JNK-9L 12270', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K22')	513.0	3269.0	10537.0	0.31021	0.52906
('JNK-9L 12271', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K22')	513.0	2942.0	10386.0	0.28324	0.49541
('JNK-9L 12272', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K22')	513.0	3204.0	10494.0	0.3053	0.5229
('JNK-9L 12273', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K21')	513.0	760.0	10537.0	0.07212	0.094169
('JNK-9L 12274', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K21')	513.0	831.0	10386.0	0.080005	0.11741
('JNK-9L 12275', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K21')	513.0	758.0	10494.0	0.072227	0.093641
('JNK-9L 12276', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K20')	513.0	514.0	10537.0	0.048776	0.00028379
('JNK-9L 12277', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K20')	513.0	609.0	10386.0	0.058632	0.04016
('JNK-9L 12278', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K20')	513.0	654.0	10494.0	0.062317	0.05719
('JNK-9L 12279', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: K19')	513.0	478.0	10537.0	0.04536	-0.016239
('JNK-9L 12280', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: K19')	513.0	512.0	10386.0	0.049293	-0.00061329
('JNK-9L 12281', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: JNK-9L', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: K19')	513.0	556.0	10494.0	0.052979	0.018495
('PD0325901 12282', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E06')	513.0	1016.0	10537.0	0.096414	0.16951
('PD0325901 12283', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E06')	513.0	826.0	10386.0	0.079524	0.11586
('PD0325901 12284', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E06')	513.0	1235.0	10494.0	0.11768	0.22341
('PD0325901 12285', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C06')	513.0	854.0	10254.0	0.083278	0.12503
('PD0325901 12286', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C06')	513.0	1096.0	10349.0	0.1059	0.19127
('PD0325901 12287', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C06')	513.0	1224.0	10483.0	0.11675	0.22098
('PD0325901 12288', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E05')	513.0	602.0	10537.0	0.057127	0.03721
('PD0325901 12289', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E05')	513.0	679.0	10386.0	0.065371	0.066575
('PD0325901 12290', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E05')	513.0	780.0	10494.0	0.074323	0.10085
('PD0325901 12291', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C05')	513.0	795.0	10254.0	0.077525	0.10654
('PD0325901 12292', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C05')	513.0	815.0	10349.0	0.078747	0.11256
('PD0325901 12293', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C05')	513.0	917.0	10483.0	0.08747	0.14259
('PD0325901 12294', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E04')	513.0	683.0	10537.0	0.064813	0.067684
('PD0325901 12295', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E04')	513.0	634.0	10386.0	0.061039	0.04985
('PD0325901 12296', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E04')	513.0	708.0	10494.0	0.067463	0.076633
('PD0325901 12297', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C04')	513.0	614.0	10254.0	0.059874	0.042306
('PD0325901 12298', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C04')	513.0	896.0	10349.0	0.086574	0.13715
('PD0325901 12299', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C04')	513.0	894.0	10483.0	0.085276	0.13594
('PD0325901 12300', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E03')	513.0	550.0	10537.0	0.052192	0.015938
('PD0325901 12301', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E03')	513.0	501.0	10386.0	0.048234	-0.0056036
('PD0325901 12302', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E03')	513.0	556.0	10494.0	0.052979	0.018495
('PD0325901 12303', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C03')	513.0	718.0	10254.0	0.070016	0.08075
('PD0325901 12304', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C03')	513.0	792.0	10349.0	0.076525	0.10523
('PD0325901 12305', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C03')	513.0	654.0	10483.0	0.062383	0.057211
('PD0325901 12306', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E02')	513.0	516.0	10537.0	0.048966	0.0011753
('PD0325901 12307', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E02')	513.0	427.0	10386.0	0.04111	-0.041568
('PD0325901 12308', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E02')	513.0	536.0	10494.0	0.051073	0.0099603
('PD0325901 12309', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C02')	513.0	509.0	10254.0	0.049635	-0.0019744
('PD0325901 12310', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C02')	513.0	544.0	10349.0	0.052563	0.013466
('PD0325901 12311', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C02')	513.0	686.0	10483.0	0.065436	0.06888
('PD0325901 12312', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E01')	513.0	432.0	10537.0	0.040995	-0.03881
('PD0325901 12313', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E01')	513.0	384.0	10386.0	0.03697	-0.064731
('PD0325901 12314', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E01')	513.0	378.0	10494.0	0.036018	-0.067894
('PD0325901 12315', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C01')	513.0	643.0	10254.0	0.062702	0.0535
('PD0325901 12316', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C01')	513.0	590.0	10349.0	0.057007	0.032629
('PD0325901 12317', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C01')	513.0	492.0	10483.0	0.046931	-0.0097198
('Geldanamycin 12318', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: O06')	513.0	642.0	10537.0	0.060923	0.052629
('Geldanamycin 12319', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: O06')	513.0	701.0	10386.0	0.067489	0.074442
('Geldanamycin 12320', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: O06')	513.0	580.0	10494.0	0.055266	0.028429
('Geldanamycin 12321', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O06')	513.0	622.0	10254.0	0.060655	0.045434
('Geldanamycin 12322', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O06')	513.0	584.0	10349.0	0.056427	0.030196
('Geldanamycin 12323', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O06')	513.0	615.0	10483.0	0.058663	0.04238
('Geldanamycin 12324', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: O05')	513.0	555.0	10537.0	0.052667	0.018049
('Geldanamycin 12325', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: O05')	513.0	540.0	10386.0	0.051989	0.011727
('Geldanamycin 12326', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: O05')	513.0	567.0	10494.0	0.054027	0.023088
('Geldanamycin 12327', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O05')	513.0	445.0	10254.0	0.043394	-0.032539
('Geldanamycin 12328', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O05')	513.0	527.0	10349.0	0.05092	0.0060676
('Geldanamycin 12329', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O05')	513.0	614.0	10483.0	0.058568	0.04199
