	('PC1Loading 0',)	('PC2Loading 1',)
(' 607', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-Histone H3(S10)')	2.0731	0.67005
(' 608', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p27 Kip1')	-3.4428	-0.48346
(' 609', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: pMEK(S217/221)')	4.1377	-0.93482
(' 610', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: pERK(T202/Y204)')	6.768	-0.099752
(' 611', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-p90RSK(S380)')	0.10522	0.25677
(' 612', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-p90RSK(T573)')	2.3915	0.045588
(' 613', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-AKT(T308)')	-1.0577	0.1006
(' 614', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-AKT(S473)')	-0.28062	0.1115
(' 615', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-mTOR(S2448)')	-0.9242	0.20604
(' 616', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-p70S6K(T421/S424)')	0.6532	0.15205
(' 617', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-p70S6K(T389)')	-0.92399	-0.051485
(' 618', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-S6(S235/236)')	5.144	-0.37396
(' 619', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-AMPK(T172)')	-0.16716	0.49452
(' 620', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-JNK(T183/Y185)')	-0.36577	0.38501
(' 621', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: Total c-Jun')	-0.13245	0.31781
(' 622', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-cJun(S63)')	-0.7609	0.22933
(' 623', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-P38(T180/Y182)')	0.90168	0.37563
(' 624', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-HSP27(S82)')	-0.60791	0.1516
(' 625', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-NFKB(S536)')	-0.2374	0.10188
(' 626', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: Bim')	-3.5403	0.069964
(' 627', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: cPARP')	-2.3761	0.44509
(' 628', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-Histone H3(S10)')	8.05	-0.6627
(' 629', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p27 Kip1')	-3.8079	0.37888
(' 630', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: pMEK(S217/221)')	6.9848	-2.3159
(' 631', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: pERK(T202/Y204)')	11.07	1.9901
(' 632', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-p90RSK(S380)')	0.62273	-0.16431
(' 633', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-p90RSK(T573)')	0.7119	-0.44012
(' 634', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-AKT(T308)')	0.67727	-0.37475
(' 635', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-AKT(S473)')	0.50499	-0.32393
(' 636', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-mTOR(S2448)')	0.89714	-0.41748
(' 637', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-p70S6K(T421/S424)')	1.0686	0.020691
(' 638', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-p70S6K(T389)')	1.0563	-0.38315
(' 639', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-S6(S235/236)')	2.4143	-0.91381
(' 640', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-AMPK(T172)')	2.7307	-1.2118
(' 641', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-JNK(T183/Y185)')		
(' 642', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: Total c-Jun')	-0.0048798	0.67404
(' 643', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-cJun(S63)')	-0.42525	0.029771
(' 644', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-P38(T180/Y182)')	0.87451	0.75721
(' 645', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-HSP27(S82)')	2.3666	-0.56521
(' 646', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-NFKB(S536)')	2.487	-1.0847
(' 647', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: Bim')	1.0196	-1.1104
(' 648', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: cPARP')	2.678	-0.53621
(' 649', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-Histone H3(S10)')	2.198	-1.6273
(' 650', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p27 Kip1')	2.4549	-1.1169
(' 651', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: pMEK(S217/221)')	3.0025	-2.023
(' 652', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: pERK(T202/Y204)')	10.764	-0.55973
(' 653', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-p90RSK(S380)')	-1.3937	-0.60339
(' 654', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-p90RSK(T573)')	-1.7041	-0.80056
(' 655', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-AKT(T308)')	-1.0284	-0.60449
(' 656', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-AKT(S473)')	-1.3054	-0.54099
(' 657', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-mTOR(S2448)')	-1.5548	-0.86222
(' 658', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-p70S6K(T421/S424)')	0.25861	-0.062128
(' 659', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-p70S6K(T389)')	-1.4978	-0.87984
(' 660', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-S6(S235/236)')	1.8575	-0.4661
(' 661', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-AMPK(T172)')	-2.4346	-0.90404
(' 662', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-JNK(T183/Y185)')		
(' 663', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: Total c-Jun')	-0.20031	0.9688
(' 664', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-cJun(S63)')	0.09333	0.13883
(' 665', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-P38(T180/Y182)')	0.2585	0.66883
(' 666', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-HSP27(S82)')	-2.1007	-1.1005
(' 667', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-NFKB(S536)')	-2.4482	-1.8068
(' 668', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: Bim')	-1.9375	-1.4717
(' 669', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: cPARP')	-3.5254	-1.1547
(' 670', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-Histone H3(S10)')	-3.2891	-1.5271
(' 671', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p27 Kip1')	-2.1859	-0.88099
(' 672', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: pMEK(S217/221)')	7.5699	-1.4378
(' 673', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: pERK(T202/Y204)')	9.2576	0.99468
(' 674', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-p90RSK(S380)')	1.3965	-0.46987
(' 675', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-p90RSK(T573)')	1.5062	-0.54149
(' 676', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-AKT(T308)')	1.0451	-0.51847
(' 677', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-AKT(S473)')	1.2646	-0.50097
(' 678', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-mTOR(S2448)')	1.7676	-0.68234
(' 679', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-p70S6K(T421/S424)')	1.408	0.050643
(' 680', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-p70S6K(T389)')	1.7706	-0.77143
(' 681', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-S6(S235/236)')	7.9352	-0.67412
(' 682', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-AMPK(T172)')	3.2261	-0.59945
(' 683', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-JNK(T183/Y185)')		
(' 684', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: Total c-Jun')	-2.5066	1.5371
(' 685', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-cJun(S63)')	-0.10238	0.09569
(' 686', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-P38(T180/Y182)')	-0.2308	0.41844
(' 687', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-HSP27(S82)')	2.2334	-0.55536
(' 688', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-NFKB(S536)')	0.95507	-0.46298
(' 689', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: Bim')	1.2714	-1.1999
(' 690', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: cPARP')	0.96902	-0.9462
(' 691', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-Histone H3(S10)')	0.3284	-0.76121
(' 692', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p27 Kip1')	1.8225	-0.77954
(' 693', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: pMEK(S217/221)')	3.1588	-2.1825
(' 694', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: pERK(T202/Y204)')	7.8839	0.63578
(' 695', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-p90RSK(S380)')	-1.487	-0.60143
(' 696', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-p90RSK(T573)')	-1.6462	-0.78839
(' 697', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-AKT(T308)')	-0.60904	-0.37257
(' 698', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-AKT(S473)')	-0.11125	-0.045466
(' 699', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-mTOR(S2448)')	-1.0356	-0.81762
(' 700', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-p70S6K(T421/S424)')	1.3432	0.17333
(' 701', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-p70S6K(T389)')	-1.2387	-0.72439
(' 702', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-S6(S235/236)')	4.35	0.28838
(' 703', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-AMPK(T172)')	-2.3425	-1.3355
(' 704', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-JNK(T183/Y185)')		
(' 705', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: Total c-Jun')	-5.5066	0.85027
(' 706', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-cJun(S63)')	-0.52074	0.20948
(' 707', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-P38(T180/Y182)')	-0.81514	1.0565
(' 708', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-HSP27(S82)')	-2.11	-1.0141
(' 709', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-NFKB(S536)')	-3.0337	-1.2746
(' 710', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: Bim')	-2.1143	-1.309
(' 711', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: cPARP')	-9.3301	-1.0328
(' 712', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-Histone H3(S10)')	1.7457	0.0094648
(' 713', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p27 Kip1')	-3.8139	-1.5144
(' 714', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: pMEK(S217/221)')	5.646	-2.2029
(' 715', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: pERK(T202/Y204)')	9.5516	-2.1399
(' 716', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-p90RSK(S380)')	-0.91449	-0.32544
(' 717', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-p90RSK(T573)')	-1.0599	-0.92889
(' 718', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-AKT(T308)')	-0.92826	-0.34009
(' 719', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-AKT(S473)')	0.52397	-0.34457
(' 720', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-mTOR(S2448)')	-0.47362	-0.61351
(' 721', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-p70S6K(T421/S424)')	1.095	-0.033971
(' 722', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-p70S6K(T389)')	-1.1958	-0.89246
(' 723', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-S6(S235/236)')	2.993	-1.4829
(' 724', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-AMPK(T172)')	-0.082551	-1.2371
(' 725', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-JNK(T183/Y185)')		
(' 726', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: Total c-Jun')	-5.0105	-1.2747
(' 727', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-cJun(S63)')	-1.3264	-0.3378
(' 728', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-P38(T180/Y182)')	-0.14947	0.38812
(' 729', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-HSP27(S82)')	-0.13054	-0.86678
(' 730', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-NFKB(S536)')	-1.0617	-1.0137
(' 731', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: Bim')	-1.4163	-0.89979
(' 732', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: cPARP')	-7.057	-0.83344
(' 733', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-Histone H3(S10)')	3.6307	-0.076487
(' 734', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p27 Kip1')	-2.7763	-1.0859
(' 735', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: pMEK(S217/221)')	4.287	-3.0236
(' 736', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: pERK(T202/Y204)')	11.617	-0.43095
(' 737', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-p90RSK(S380)')	1.55	-0.32272
(' 738', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-p90RSK(T573)')	0.82911	0.064663
(' 739', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-AKT(T308)')		
(' 740', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-AKT(S473)')	0.61962	-0.19004
(' 741', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-mTOR(S2448)')	0.87319	0.0090059
(' 742', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-p70S6K(T421/S424)')	1.049	-0.18794
(' 743', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-p70S6K(T389)')	0.76571	0.076585
(' 744', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-S6(S235/236)')	2.0476	-0.63674
(' 745', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-AMPK(T172)')	0.23552	0.49072
(' 746', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-JNK(T183/Y185)')	1.4103	-0.60949
(' 747', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: Total c-Jun')	0.87775	-0.015612
(' 748', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-cJun(S63)')	0.87801	0.23404
(' 749', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-P38(T180/Y182)')	1.6628	-0.60296
(' 750', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-HSP27(S82)')	0.50815	0.7775
(' 751', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-NFKB(S536)')	0.61372	0.33498
(' 752', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: Bim')	0.62998	0.20805
(' 753', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: cPARP')	0.54425	0.18962
(' 754', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-Histone H3(S10)')	1.6655	-0.35407
(' 755', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p27 Kip1')	0.39222	0.39457
(' 756', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: pMEK(S217/221)')	3.4352	-2.9876
(' 757', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: pERK(T202/Y204)')	10.721	1.3128
(' 758', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-p90RSK(S380)')	0.24433	0.9696
(' 759', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-p90RSK(T573)')	-1.326	1.416
(' 760', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-AKT(T308)')		
(' 761', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-AKT(S473)')	-1.2388	0.44288
(' 762', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-mTOR(S2448)')	-0.59978	0.45124
(' 763', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-p70S6K(T421/S424)')	-0.37673	0.49649
(' 764', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-p70S6K(T389)')	-0.041172	0.25238
(' 765', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-S6(S235/236)')	2.0536	0.20856
(' 766', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-AMPK(T172)')	-1.5998	0.81396
(' 767', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-JNK(T183/Y185)')	-0.43861	0.31537
(' 768', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: Total c-Jun')	0.41881	0.2676
(' 769', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-cJun(S63)')	-0.93843	0.67223
(' 770', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-P38(T180/Y182)')	-1.6434	1.1952
(' 771', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-HSP27(S82)')	-1.0104	0.71657
(' 772', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-NFKB(S536)')	-0.42089	0.7436
(' 773', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: Bim')	-1.7916	0.65481
(' 774', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: cPARP')	-0.84854	0.43649
(' 775', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-Histone H3(S10)')	-0.95132	0.29938
(' 776', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p27 Kip1')	-0.94415	0.51126
(' 777', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: pMEK(S217/221)')	5.7386	-3.0421
(' 778', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: pERK(T202/Y204)')	10.977	0.61267
(' 779', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-p90RSK(S380)')	2.0521	0.23962
(' 780', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-p90RSK(T573)')	1.1159	0.49301
(' 781', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-AKT(T308)')		
(' 782', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-AKT(S473)')	0.65185	-0.51154
(' 783', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-mTOR(S2448)')	0.9952	-0.06486
(' 784', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-p70S6K(T421/S424)')	1.0315	-0.26741
(' 785', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-p70S6K(T389)')	1.3781	0.067664
(' 786', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-S6(S235/236)')	5.207	-0.013255
(' 787', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-AMPK(T172)')	1.3475	-0.49069
(' 788', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-JNK(T183/Y185)')	1.5749	-0.56841
(' 789', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: Total c-Jun')	2.1814	-0.34421
(' 790', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-cJun(S63)')	0.81179	-0.20458
(' 791', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-P38(T180/Y182)')	0.44169	-0.28344
(' 792', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-HSP27(S82)')	0.78742	-0.025088
(' 793', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-NFKB(S536)')	1.737	0.22572
(' 794', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: Bim')	-0.43873	-0.079758
(' 795', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: cPARP')	0.3041	-0.027931
(' 796', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-Histone H3(S10)')	-0.048892	0.035474
(' 797', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p27 Kip1')	-0.35697	-0.095826
(' 798', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: pMEK(S217/221)')	3.8826	-2.8553
(' 799', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: pERK(T202/Y204)')	8.1701	1.6228
(' 800', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-p90RSK(S380)')	0.24067	0.4349
(' 801', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-p90RSK(T573)')	-0.80013	0.33565
(' 802', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-AKT(T308)')		
(' 803', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-AKT(S473)')	-0.3957	-0.2052
(' 804', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-mTOR(S2448)')	1.3231	-0.010751
(' 805', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-p70S6K(T421/S424)')	1.3053	-0.039198
(' 806', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-p70S6K(T389)')	1.2683	0.12473
