	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCount 3',)	('normalizedGrowthRateInhibitionValue 4',)
('Torin2 9519', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Torin2', 'cell_clName: Hs 578T', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: I19')	765.0	360.0	3152.0	0.1142	-0.30858
('WZ-4-145 9520', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ-4-145', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: J24')	765.0	2246.0	3143.0	0.71443	0.6959
('WZ-4-145 9521', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ-4-145', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: J24')	765.0	2223.0	3095.0	0.71811	0.69714
('WZ-4-145 9522', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ-4-145', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: J24')	765.0	2104.0	3066.0	0.68624	0.65721
('WZ-4-145 9523', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ-4-145', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: J23')	765.0	2255.0	3143.0	0.71729	0.69923
('WZ-4-145 9524', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ-4-145', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: J23')	765.0	2087.0	3095.0	0.67417	0.64483
('WZ-4-145 9525', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ-4-145', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: J23')	765.0	1897.0	3066.0	0.61872	0.57369
('WZ-4-145 9526', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ-4-145', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: J22')	765.0	1961.0	3143.0	0.62377	0.58671
('WZ-4-145 9527', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ-4-145', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: J22')	765.0	1922.0	3095.0	0.62087	0.57901
('WZ-4-145 9528', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ-4-145', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: J22')	765.0	1862.0	3066.0	0.60731	0.55913
('WZ-4-145 9529', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ-4-145', 'cell_clName: Hs 578T', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: J21')	765.0	1670.0	3143.0	0.53121	0.4665
('WZ-4-145 9530', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ-4-145', 'cell_clName: Hs 578T', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: J21')	765.0	1527.0	3095.0	0.49327	0.40876
('WZ-4-145 9531', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ-4-145', 'cell_clName: Hs 578T', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: J21')	765.0	1541.0	3066.0	0.50261	0.41856
('WZ-4-145 9532', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ-4-145', 'cell_clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: J20')	765.0	1531.0	3143.0	0.48699	0.4053
('WZ-4-145 9533', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ-4-145', 'cell_clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: J20')	765.0	1488.0	3095.0	0.48068	0.39081
('WZ-4-145 9534', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ-4-145', 'cell_clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: J20')	765.0	1509.0	3066.0	0.49217	0.40378
('WZ-4-145 9535', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ-4-145', 'cell_clName: Hs 578T', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: J19')	765.0	684.0	3143.0	0.21757	-0.053443
('WZ-4-145 9536', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ-4-145', 'cell_clName: Hs 578T', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: J19')	765.0	760.0	3095.0	0.24551	-0.0032784
('WZ-4-145 9537', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ-4-145', 'cell_clName: Hs 578T', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: J19')	765.0	697.0	3066.0	0.22733	-0.045449
('WZ3105 9538', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ3105', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D24')	765.0	440.0	3140.0	0.14011	-0.23778
('WZ3105 9539', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ3105', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D24')	765.0	515.0	3151.0	0.16341	-0.17615
('WZ3105 9540', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ3105', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D24')	765.0	494.0	3152.0	0.1567	-0.19275
('WZ3105 9541', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ3105', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D23')	765.0	435.0	3140.0	0.13852	-0.24204
('WZ3105 9542', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ3105', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D23')	765.0	519.0	3151.0	0.16468	-0.17303
('WZ3105 9543', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ3105', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D23')	765.0	483.0	3152.0	0.15322	-0.2016
('WZ3105 9544', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ3105', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D22')	765.0	441.0	3140.0	0.14043	-0.23693
('WZ3105 9545', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ3105', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D22')	765.0	446.0	3151.0	0.14151	-0.23218
('WZ3105 9546', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ3105', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D22')	765.0	455.0	3152.0	0.14433	-0.2246
('WZ3105 9547', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ3105', 'cell_clName: Hs 578T', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D21')	765.0	376.0	3140.0	0.11973	-0.29438
('WZ3105 9548', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ3105', 'cell_clName: Hs 578T', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D21')	765.0	458.0	3151.0	0.14532	-0.22213
('WZ3105 9549', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ3105', 'cell_clName: Hs 578T', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D21')	765.0	403.0	3152.0	0.12784	-0.26932
('WZ3105 9550', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ3105', 'cell_clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D20')	765.0	398.0	3140.0	0.12674	-0.2744
('WZ3105 9551', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ3105', 'cell_clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D20')	765.0	417.0	3151.0	0.13231	-0.25704
('WZ3105 9552', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ3105', 'cell_clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D20')	765.0	421.0	3152.0	0.13355	-0.25352
('WZ3105 9553', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ3105', 'cell_clName: Hs 578T', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D19')	765.0	385.0	3140.0	0.1226	-0.28614
('WZ3105 9554', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ3105', 'cell_clName: Hs 578T', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D19')	765.0	394.0	3151.0	0.12501	-0.2774
('WZ3105 9555', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WZ3105', 'cell_clName: Hs 578T', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D19')	765.0	380.0	3152.0	0.12054	-0.29004
('XMD11-50 9556', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-50', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P12')	765.0	3142.0	3143.0	0.99943	0.99944
('XMD11-50 9557', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-50', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P12')	765.0	2949.0	3095.0	0.95263	0.95244
('XMD11-50 9558', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-50', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P12')	765.0	3080.0	3066.0	1.0046	1.0046
('XMD11-50 9559', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-50', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P11')	765.0	2890.0	3143.0	0.91927	0.91911
('XMD11-50 9560', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-50', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P11')	765.0	3037.0	3095.0	0.98106	0.98112
('XMD11-50 9561', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-50', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P11')	765.0	2837.0	3066.0	0.92531	0.92396
('XMD11-50 9562', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-50', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P10')	765.0	2566.0	3143.0	0.81621	0.81039
('XMD11-50 9563', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-50', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P10')	765.0	2742.0	3095.0	0.88576	0.88324
('XMD11-50 9564', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-50', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P10')	765.0	2606.0	3066.0	0.84997	0.84408
('XMD11-50 9565', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-50', 'cell_clName: Hs 578T', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P09')	765.0	2164.0	3143.0	0.68834	0.66525
('XMD11-50 9566', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-50', 'cell_clName: Hs 578T', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P09')	765.0	2092.0	3095.0	0.67579	0.64678
('XMD11-50 9567', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-50', 'cell_clName: Hs 578T', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P09')	765.0	2057.0	3066.0	0.67091	0.63862
('XMD11-50 9568', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-50', 'cell_clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P08')	765.0	1451.0	3143.0	0.46155	0.3688
('XMD11-50 9569', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-50', 'cell_clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P08')	765.0	1625.0	3095.0	0.52493	0.4529
('XMD11-50 9570', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-50', 'cell_clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P08')	765.0	1486.0	3066.0	0.48467	0.39305
('XMD11-50 9571', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-50', 'cell_clName: Hs 578T', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P07')	765.0	597.0	3143.0	0.1899	-0.11454
('XMD11-50 9572', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-50', 'cell_clName: Hs 578T', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P07')	765.0	562.0	3095.0	0.18155	-0.14183
('XMD11-50 9573', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-50', 'cell_clName: Hs 578T', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P07')	765.0	487.0	3066.0	0.15884	-0.20191
('XMD11-85h 9574', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-85h', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P24')	765.0	3100.0	3143.0	0.98607	0.98629
('XMD11-85h 9575', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-85h', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P24')	765.0	3090.0	3095.0	0.99818	0.99819
('XMD11-85h 9576', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-85h', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P24')	765.0	2963.0	3066.0	0.96641	0.96616
('XMD11-85h 9577', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-85h', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P23')	765.0	3103.0	3143.0	0.98703	0.98723
('XMD11-85h 9578', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-85h', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P23')	765.0	3154.0	3095.0	1.0189	1.0186
('XMD11-85h 9579', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-85h', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P23')	765.0	3140.0	3066.0	1.0241	1.024
('XMD11-85h 9580', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-85h', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P22')	765.0	3066.0	3143.0	0.97526	0.97557
('XMD11-85h 9581', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-85h', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P22')	765.0	3038.0	3095.0	0.98138	0.98145
('XMD11-85h 9582', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-85h', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P22')	765.0	2848.0	3066.0	0.9289	0.92768
('XMD11-85h 9583', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-85h', 'cell_clName: Hs 578T', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P21')	765.0	2846.0	3143.0	0.90528	0.90473
('XMD11-85h 9584', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-85h', 'cell_clName: Hs 578T', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P21')	765.0	2937.0	3095.0	0.94875	0.9485
('XMD11-85h 9585', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-85h', 'cell_clName: Hs 578T', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P21')	765.0	2801.0	3066.0	0.91357	0.91173
('XMD11-85h 9586', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-85h', 'cell_clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P20')	765.0	2631.0	3143.0	0.83689	0.83274
('XMD11-85h 9587', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-85h', 'cell_clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P20')	765.0	2672.0	3095.0	0.86315	0.85924
('XMD11-85h 9588', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-85h', 'cell_clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P20')	765.0	2565.0	3066.0	0.83659	0.82953
('XMD11-85h 9589', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-85h', 'cell_clName: Hs 578T', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: P19')	765.0	1349.0	3143.0	0.4291	0.32073
('XMD11-85h 9590', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-85h', 'cell_clName: Hs 578T', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: P19')	765.0	1165.0	3095.0	0.37634	0.23187
('XMD11-85h 9591', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD11-85h', 'cell_clName: Hs 578T', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: P19')	765.0	1192.0	3066.0	0.38878	0.24785
('XMD16-144 9592', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M12')	765.0	1304.0	3140.0	0.41524	0.29919
('XMD16-144 9593', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M12')	765.0	1403.0	3151.0	0.44516	0.34569
('XMD16-144 9594', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M12')	765.0	1390.0	3152.0	0.44093	0.3395
('XMD16-144 9595', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M11')	765.0	830.0	3140.0	0.2643	0.040807
('XMD16-144 9596', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M11')	765.0	847.0	3151.0	0.26875	0.051084
('XMD16-144 9597', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M11')	765.0	807.0	3152.0	0.25599	0.026476
('XMD16-144 9598', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M10')	765.0	843.0	3140.0	0.26844	0.048777
('XMD16-144 9599', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M10')	765.0	848.0	3151.0	0.26907	0.051691
('XMD16-144 9600', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M10')	765.0	846.0	3152.0	0.26836	0.050467
('XMD16-144 9601', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: Hs 578T', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M09')	765.0	808.0	3140.0	0.2573	0.027173
('XMD16-144 9602', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: Hs 578T', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M09')	765.0	860.0	3151.0	0.27287	0.058952
('XMD16-144 9603', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: Hs 578T', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M09')	765.0	797.0	3152.0	0.25282	0.02023
('XMD16-144 9604', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M08')	765.0	658.0	3140.0	0.20953	-0.071317
('XMD16-144 9605', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M08')	765.0	652.0	3151.0	0.20688	-0.075299
('XMD16-144 9606', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: Hs 578T', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M08')	765.0	718.0	3152.0	0.22776	-0.030592
('XMD16-144 9607', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: Hs 578T', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M07')	765.0	342.0	3140.0	0.1089	-0.32645
('XMD16-144 9608', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: Hs 578T', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M07')	765.0	349.0	3151.0	0.11074	-0.31905
('XMD16-144 9609', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: XMD16-144', 'cell_clName: Hs 578T', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M07')	765.0	392.0	3152.0	0.12435	-0.27915
('Erlotinib 9610', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M24')	765.0	3118.0	3140.0	0.99288	0.993
('Erlotinib 9611', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M24')	765.0	3182.0	3151.0	1.0096	1.0094
('Erlotinib 9612', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M24')	765.0	3048.0	3152.0	0.96687	0.96729
('Erlotinib 9613', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M23')	765.0	3054.0	3140.0	0.9725	0.97281
('Erlotinib 9614', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M23')	765.0	3108.0	3151.0	0.98615	0.98639
('Erlotinib 9615', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M23')	765.0	3168.0	3152.0	1.0049	1.0048
('Erlotinib 9616', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Erlotinib', 'cell_clName: Hs 578T', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M22')	765.0	3038.0	3140.0	0.96741	0.96773
